fromZone,toZone,EETrucks
2,10,65.89997553
2,12,328.5959753
3,10,56.10771561
3,12,279.768989
4,6,280.078
6,4,170.532
6,12,491.634
6,1153,2.408
6,2497,2.408
10,2,58.81045166
10,3,50.07164372
10,1153,3.32
10,2497,3.32
12,2,335.6854992
12,3,285.8050609
12,6,898.664
12,1153,9.246
12,2497,9.246
1476,12,0
1153,6,4.728
1153,10,20.998
1153,12,103.638
2497,6,4.728
2497,10,20.998
2497,12,103.638
