fromZone,toZone,EETrucks
2,10,90.596
2,12,446.894
3,10,0.0
3,12,0.0
4,6,164.338
6,4,150.576
6,12,346.906
6,3798,1.822
6,4525,1.822
10,2,155.448
10,3,0.0
10,3798,2.408
10,4525,2.408
12,2,883.504
12,3,0.0
12,6,512.364
12,3798,5.95
12,4525,5.95
3668,12,0.0
3798,6,3.284
3798,10,14.094
3798,12,69.58
4525,6,3.284
4525,10,14.094
4525,12,69.58
