coefficient_name,value,constrain
coef_asc_base,0,T
coef_asc_warehouse,-4.415515,F
coef_asc_residential,-2.377179,F
coef_asc_commercial,-1.505786,F
coef_construction_warehouse,1.814542931,F
coef_information_residential,0.688891167,F
coef_wholesale_warehouse,1.732991287,F
coef_retail_commercial,-2.050154564,F
coef_industrial_commercial,-1.431843993,F
coef_sut_residential,-0.922397875,F
coef_sut_commercial,-1.064815823,F
coef_mut_residential,-0.902075517,F
coef_goods_warehouse,-2.406232813,F
coef_goods_residential,-0.663845825,F
coef_goods_commercial,-1.147809331,F
coef_maint_residential,0.655032061,F
coef_residential_warehouse,-1.383534452,F
coef_mixed_commercial,-1.813838542,F
coef_route_start_am_residential,0.590390601,F
coef_route_start_am_commercial,0.449693939,F
coef_route_start_pm_residential,-1.917903487,F
