coefficient_name,value,constrain
coef_unavailable,-999.0,T
coef_alternative_specific_constants_0out_1in_social,-2.669744941267482,F
coef_alternative_specific_constants_0out_2in_social,-3.948157548888865,F
coef_alternative_specific_constants_0out_3in_social,-5.093324105648871,F
coef_alternative_specific_constants_1out_0in_social,-2.4747854649511694,F
coef_alternative_specific_constants_1out_1in_social,-3.820302803735448,F
coef_alternative_specific_constants_1out_2in_social,-4.842135917765225,F
coef_alternative_specific_constants_1out_3in_social,-5.0934431568988,F
coef_alternative_specific_constants_2out_0in_social,-3.350273969073528,F
coef_alternative_specific_constants_2out_1in_social,-5.429849829581639,F
coef_alternative_specific_constants_2out_2in_social,-6.346124542226189,F
coef_alternative_specific_constants_2out_3in_social,-5.652975455372254,F
coef_alternative_specific_constants_3out_0in_social,-4.84199879613982,F
coef_alternative_specific_constants_3out_1in_social,-5.093366632426675,F
coef_alternative_specific_constants_3out_2in_social,-7.039224828803537,F
coef_alternative_specific_constants_3out_3in_social,-7.039372547075768,F
coef_is_joint_tour_1plus_stops_social,-0.776560245920542,F
coef_number_of_nonwork_tours_1plus_stops_social,-0.2094030767278961,F
coef_age_5_18_1plus_stops_social,-0.7707681157165264,F
coef_non_mandatory_accessibility_1plus_stops_social,0.0399803049577818,F
coef_tour_mode_hov_1plus_stops_social,0.5244598307982651,F
coef_tour_duration_in_hours_1plus_stops_social,0.0731344275787003,F
coef_distance_to_tour_destination_1plus_stops_social,0.0431956613779886,F
