coefficient_name,value,constrain
coef_zero,0,T
coef_lnSize,1,T
coef_abmcalib_01miles,-0.962352271,T
coef_abmcalib_12miles,-0.6403,T
coef_abmcalib_23miles,-0.1299,T
coef_abmcalib_20miles,0.0307,T
#,,
coef_mclogsum_univ,0.25,F
coef_dist_univ,1.279,F
coef_lndist_univ,10.412,F
coef_sqrtdist_univ,-13.774,F
coef_sqrddist_univ,-0.011,F
coef_cubeddist_univ,0,F
coef_workerdist_univ,0.013,F
coef_univenrol_dist_univ,0.028,F
#,,
coef_mclogsum_hsch,0.25,F
coef_dist_hsch,0.0241,F
coef_sqrtdist_hsch,-2.2566,F
coef_sqrddist_hsch,0.012,F
coef_cubeddist_hsch,-0.0002,F
#,,
coef_mclogsum_gs,0.34935,F
coef_dist_gs,1.4025,F
coef_sqrtdist_gs,-6.6929,F
coef_sqrddist_gs,-0.0245,F
coef_cubeddist_gs,0.0002,F
#,,
coef_mclogsum_ps,0.5,F
coef_dist_ps,0.4333,F
coef_lndist_ps,4.3415,F
coef_sqrtdist_ps,-7.38,F
coef_sqrddist_ps,0.0125,F
coef_cubeddist_ps,-0.0004,F
coef_lowincdist_ps,-0.0956,F
coef_age03dist_ps,-0.007,F
#,,
coef_distance_0_2miles,0.170,F
coef_distance_2_5miles,0.120,F
coef_distance_5_10miles,0.250,F
coef_distance_10_20miles,-0.400,F
coef_distance_20_30miles,-2.900,F
