coefficient_name,value,constrain
coef_dist_atwork,-0.705802227,F
coef_distsqrd_atwork,0.014952721,F
coef_dist_ftworker_atwork,0.119028062,F
coef_mode_choice_logsum,0.5,T
#,,
coef_Calibration_Distance_atwork,-0.5666,T
coef_Calibration_Distance_squared_atwork,0.13,T
coef_Calibration_Distance_cubed_atwork,-0.0047,T
coef_Calibration_Distance_logged_atwork,-0.3494,T
coef_ABM2_calibration_distance_atwork,0.3065,T
coef_ABM2_calibration_distance_squared_atwork,-0.0037,T
coef_ABM2_calibration_distance_cubed_atwork,0,T
coef_ABM2_calibration_distance_logged_atwork,-1.5153,T
coef_ABM2_calibration_0_1_miles_atwork,-0.2192,T
coef_ABM2_calibration_1_2_miles_atwork,0.0836,T
coef_ABM2_calibration_2_3_miles_atwork,0.5432,T
coef_ABM2_calibration_3_4_miles_atwork,0.6058,T
coef_ABM2_calibration_4_5_miles_atwork,0.7145,T
coef_ABM2_calibration_0_8_miles_atwork,0.1737,T
