coefficient_name,value,constrain
coef_escorting_tour,-24.98358380306237,F
coef_discretionary_tour,-6.04202752908342,F
coef_shopping_tour,-17.060985684374533,F
coef_maintenance_tour,-12.281343755464228,F
coef_visiting_or_social_tour,-7.344997314865568,F
coef_eating_out_tour,-16.502624376762842,F
coef_total_indNM_tours_is_1,0.9818773484130143,F
coef_total_indNM_tours_2016_is_1,0.16342218551186613,F
coef_total_indNM_tours_2016_is_2p,0.5030507042378277,F
coef_unavailable,-999.0,T
coef_num_children_escort,0.45679201292699456,F
coef_num_full_time_workers_eatout,1.5938976863951606,F
coef_hhsize_shopping,0.5247883688801986,F
coef_log_total_hours_available_7am_to_10pm_escort,8.1137051684989,F
coef_log_total_hours_available_7am_to_10pm_shopping,1.7560083984013213,F
coef_log_total_hours_available_7am_to_10pm_othmaint,3.373601477816496,F
coef_log_total_hours_available_7am_to_10pm_eatout,4.120907553017707,F
coef_log_total_hours_available_7am_to_10pm_social,1.2479600156915076,F
coef_log_total_hours_available_7am_to_10pm_othdiscr,1.2824546823717637,F
coef_shopping_accessibility_shopping,0.5528279422510315,F
