purpose,avgDist
1: Work,3.650057126308565
2: University,3.8552737539948474
3: School,7.827337092262464
4: Escort,3.8730920177826134
5: Individual Maintenance,3.765368519427862
6: Individual Discretionary,3.3955868798331337
7: Joint Maintenance,4.240076370543739
8: Joint Discretionary,3.7695849429056065
9: Work-based,5.880434304178153
Total,4.203449411387814
