distbin,District,purpose,value
11,7: North County East,Work,7104.0
11,8: East County,Work,169.0
12,1: Downtown,Work,595.0
12,2: Central,Work,14091.0
12,3: North City,Work,18453.0
12,4: South Suburban,Work,6833.0
12,5: East Suburban,Work,9006.0
12,6: North County West,Work,6773.0
12,7: North County East,Work,6876.0
12,8: East County,Work,146.0
13,1: Downtown,Work,639.0
13,2: Central,Work,12867.0
13,3: North City,Work,17316.0
13,4: South Suburban,Work,6910.0
13,5: East Suburban,Work,8992.0
13,6: North County West,Work,6661.0
13,7: North County East,Work,6044.0
13,8: East County,Work,177.0
14,1: Downtown,Work,576.0
14,2: Central,Work,12125.0
14,3: North City,Work,15572.0
14,4: South Suburban,Work,6925.0
14,5: East Suburban,Work,9038.0
14,6: North County West,Work,7143.0
14,7: North County East,Work,5872.0
14,8: East County,Work,159.0
15,1: Downtown,Work,591.0
15,2: Central,Work,9717.0
15,3: North City,Work,14026.0
15,4: South Suburban,Work,7142.0
15,5: East Suburban,Work,9054.0
15,6: North County West,Work,5739.0
15,7: North County East,Work,5279.0
15,8: East County,Work,106.0
16,1: Downtown,Work,617.0
16,2: Central,Work,7757.0
16,3: North City,Work,12766.0
16,4: South Suburban,Work,7050.0
16,5: East Suburban,Work,9139.0
16,6: North County West,Work,4989.0
16,7: North County East,Work,4832.0
16,8: East County,Work,108.0
17,1: Downtown,Work,449.0
17,2: Central,Work,6869.0
17,3: North City,Work,11899.0
17,4: South Suburban,Work,6259.0
17,5: East Suburban,Work,8989.0
17,6: North County West,Work,4496.0
17,7: North County East,Work,4444.0
17,8: East County,Work,106.0
18,1: Downtown,Work,276.0
18,2: Central,Work,5844.0
18,3: North City,Work,10933.0
18,4: South Suburban,Work,5863.0
18,5: East Suburban,Work,9024.0
18,6: North County West,Work,4615.0
18,7: North County East,Work,4302.0
18,8: East County,Work,100.0
19,1: Downtown,Work,187.0
19,2: Central,Work,4544.0
19,3: North City,Work,10054.0
19,4: South Suburban,Work,5371.0
19,5: East Suburban,Work,8258.0
19,6: North County West,Work,4395.0
19,7: North County East,Work,3997.0
19,8: East County,Work,114.0
20,1: Downtown,Work,157.0
20,2: Central,Work,3932.0
20,3: North City,Work,8827.0
20,4: South Suburban,Work,4771.0
20,5: East Suburban,Work,7180.0
20,6: North County West,Work,3999.0
20,7: North County East,Work,3764.0
20,8: East County,Work,112.0
21,1: Downtown,Work,129.0
21,2: Central,Work,3301.0
21,3: North City,Work,7345.0
21,4: South Suburban,Work,4251.0
21,5: East Suburban,Work,6208.0
21,6: North County West,Work,3601.0
21,7: North County East,Work,3822.0
21,8: East County,Work,169.0
22,1: Downtown,Work,177.0
22,2: Central,Work,2497.0
22,3: North City,Work,6030.0
22,4: South Suburban,Work,3514.0
22,5: East Suburban,Work,5770.0
22,6: North County West,Work,3359.0
22,7: North County East,Work,3790.0
22,8: East County,Work,99.0
23,1: Downtown,Work,145.0
23,2: Central,Work,1936.0
23,3: North City,Work,5118.0
23,4: South Suburban,Work,2953.0
23,5: East Suburban,Work,5182.0
23,6: North County West,Work,3309.0
23,7: North County East,Work,3489.0
23,8: East County,Work,105.0
24,1: Downtown,Work,113.0
24,2: Central,Work,1704.0
24,3: North City,Work,4578.0
24,4: South Suburban,Work,2510.0
24,5: East Suburban,Work,4179.0
24,6: North County West,Work,2962.0
24,7: North County East,Work,3489.0
24,8: East County,Work,186.0
25,1: Downtown,Work,87.0
25,2: Central,Work,1446.0
25,3: North City,Work,3905.0
25,4: South Suburban,Work,2115.0
25,5: East Suburban,Work,3301.0
25,6: North County West,Work,2780.0
25,7: North County East,Work,3364.0
25,8: East County,Work,177.0
26,1: Downtown,Work,43.0
26,2: Central,Work,989.0
26,3: North City,Work,3355.0
26,4: South Suburban,Work,1800.0
26,5: East Suburban,Work,2859.0
26,6: North County West,Work,2605.0
26,7: North County East,Work,3310.0
26,8: East County,Work,116.0
27,1: Downtown,Work,31.0
27,2: Central,Work,687.0
27,3: North City,Work,2768.0
27,4: South Suburban,Work,1634.0
27,5: East Suburban,Work,2436.0
27,6: North County West,Work,2352.0
27,7: North County East,Work,2676.0
27,8: East County,Work,180.0
28,1: Downtown,Work,27.0
28,2: Central,Work,635.0
28,3: North City,Work,2329.0
28,4: South Suburban,Work,1411.0
28,5: East Suburban,Work,2027.0
28,6: North County West,Work,2249.0
28,7: North County East,Work,2499.0
28,8: East County,Work,132.0
29,1: Downtown,Work,17.0
29,2: Central,Work,570.0
29,3: North City,Work,1989.0
29,4: South Suburban,Work,1154.0
29,5: East Suburban,Work,1772.0
29,6: North County West,Work,1885.0
29,7: North County East,Work,2621.0
29,8: East County,Work,167.0
30,1: Downtown,Work,13.0
30,2: Central,Work,501.0
30,3: North City,Work,1606.0
30,4: South Suburban,Work,884.0
30,5: East Suburban,Work,1515.0
30,6: North County West,Work,1744.0
30,7: North County East,Work,2476.0
30,8: East County,Work,125.0
31,1: Downtown,Work,15.0
31,2: Central,Work,443.0
31,3: North City,Work,1244.0
31,4: South Suburban,Work,688.0
31,5: East Suburban,Work,1226.0
31,6: North County West,Work,1760.0
31,7: North County East,Work,2258.0
31,8: East County,Work,126.0
32,1: Downtown,Work,23.0
32,2: Central,Work,375.0
32,3: North City,Work,1021.0
32,4: South Suburban,Work,591.0
32,5: East Suburban,Work,1061.0
32,6: North County West,Work,1616.0
32,7: North County East,Work,2036.0
32,8: East County,Work,121.0
33,1: Downtown,Work,44.0
33,2: Central,Work,501.0
33,3: North City,Work,855.0
33,4: South Suburban,Work,505.0
33,5: East Suburban,Work,905.0
33,6: North County West,Work,1412.0
33,7: North County East,Work,1896.0
33,8: East County,Work,93.0
34,1: Downtown,Work,28.0
34,2: Central,Work,397.0
34,3: North City,Work,736.0
34,4: South Suburban,Work,425.0
34,5: East Suburban,Work,744.0
34,6: North County West,Work,1175.0
34,7: North County East,Work,1693.0
34,8: East County,Work,108.0
35,1: Downtown,Work,31.0
35,2: Central,Work,310.0
35,3: North City,Work,523.0
35,4: South Suburban,Work,319.0
35,5: East Suburban,Work,653.0
35,6: North County West,Work,1005.0
35,7: North County East,Work,1416.0
35,8: East County,Work,113.0
36,1: Downtown,Work,24.0
36,2: Central,Work,265.0
36,3: North City,Work,449.0
36,4: South Suburban,Work,234.0
36,5: East Suburban,Work,591.0
36,6: North County West,Work,874.0
36,7: North County East,Work,1178.0
36,8: East County,Work,125.0
37,1: Downtown,Work,21.0
37,2: Central,Work,221.0
37,3: North City,Work,354.0
37,4: South Suburban,Work,178.0
37,5: East Suburban,Work,653.0
37,6: North County West,Work,791.0
37,7: North County East,Work,854.0
37,8: East County,Work,115.0
38,1: Downtown,Work,12.0
38,2: Central,Work,188.0
38,3: North City,Work,317.0
38,4: South Suburban,Work,146.0
38,5: East Suburban,Work,520.0
38,6: North County West,Work,639.0
38,7: North County East,Work,760.0
38,8: East County,Work,90.0
39,1: Downtown,Work,15.0
39,2: Central,Work,175.0
39,3: North City,Work,245.0
39,4: South Suburban,Work,113.0
39,5: East Suburban,Work,458.0
39,6: North County West,Work,539.0
39,7: North County East,Work,716.0
39,8: East County,Work,114.0
40,1: Downtown,Work,13.0
40,2: Central,Work,153.0
40,3: North City,Work,192.0
40,4: South Suburban,Work,128.0
40,5: East Suburban,Work,405.0
40,6: North County West,Work,455.0
40,7: North County East,Work,638.0
40,8: East County,Work,106.0
41,1: Downtown,Work,6.0
41,2: Central,Work,96.0
41,3: North City,Work,159.0
41,4: South Suburban,Work,117.0
41,5: East Suburban,Work,284.0
41,6: North County West,Work,361.0
41,7: North County East,Work,491.0
41,8: East County,Work,114.0
42,1: Downtown,Work,1.0
42,2: Central,Work,70.0
42,3: North City,Work,112.0
42,4: South Suburban,Work,107.0
42,5: East Suburban,Work,227.0
42,6: North County West,Work,316.0
42,7: North County East,Work,470.0
42,8: East County,Work,113.0
43,1: Downtown,Work,4.0
43,2: Central,Work,67.0
43,3: North City,Work,78.0
43,4: South Suburban,Work,104.0
43,5: East Suburban,Work,208.0
43,6: North County West,Work,277.0
43,7: North County East,Work,343.0
43,8: East County,Work,148.0
44,1: Downtown,Work,5.0
44,2: Central,Work,53.0
44,3: North City,Work,86.0
44,4: South Suburban,Work,96.0
44,5: East Suburban,Work,124.0
44,6: North County West,Work,233.0
44,7: North County East,Work,316.0
44,8: East County,Work,102.0
45,2: Central,Work,38.0
45,3: North City,Work,54.0
45,4: South Suburban,Work,79.0
45,5: East Suburban,Work,139.0
45,6: North County West,Work,216.0
45,7: North County East,Work,273.0
45,8: East County,Work,91.0
46,1: Downtown,Work,1.0
46,2: Central,Work,37.0
46,3: North City,Work,41.0
46,4: South Suburban,Work,68.0
46,5: East Suburban,Work,93.0
46,6: North County West,Work,165.0
46,7: North County East,Work,204.0
46,8: East County,Work,94.0
47,1: Downtown,Work,1.0
47,2: Central,Work,23.0
47,3: North City,Work,39.0
47,4: South Suburban,Work,71.0
47,5: East Suburban,Work,89.0
47,6: North County West,Work,114.0
47,7: North County East,Work,185.0
47,8: East County,Work,72.0
48,1: Downtown,Work,1.0
48,2: Central,Work,19.0
48,3: North City,Work,39.0
48,4: South Suburban,Work,50.0
48,5: East Suburban,Work,66.0
48,6: North County West,Work,88.0
48,7: North County East,Work,169.0
48,8: East County,Work,89.0
49,1: Downtown,Work,2.0
49,2: Central,Work,20.0
49,3: North City,Work,32.0
49,4: South Suburban,Work,53.0
49,5: East Suburban,Work,58.0
49,6: North County West,Work,65.0
49,7: North County East,Work,124.0
49,8: East County,Work,63.0
50,2: Central,Work,7.0
50,3: North City,Work,19.0
50,4: South Suburban,Work,27.0
50,5: East Suburban,Work,46.0
50,6: North County West,Work,75.0
50,7: North County East,Work,120.0
50,8: East County,Work,58.0
99999,1: Downtown,Work,4.0
99999,2: Central,Work,68.0
99999,3: North City,Work,87.0
99999,4: South Suburban,Work,126.0
99999,5: East Suburban,Work,165.0
99999,6: North County West,Work,298.0
99999,7: North County East,Work,577.0
99999,8: East County,Work,840.0
1,1: Downtown,University,589.0
1,2: Central,University,2782.0
1,3: North City,University,8178.0
1,4: South Suburban,University,479.0
1,5: East Suburban,University,300.0
1,6: North County West,University,200.0
1,7: North County East,University,740.0
1,8: East County,University,13.0
2,1: Downtown,University,249.0
2,2: Central,University,1700.0
2,3: North City,University,3334.0
2,4: South Suburban,University,1605.0
2,5: East Suburban,University,596.0
2,6: North County West,University,620.0
2,7: North County East,University,1562.0
2,8: East County,University,50.0
3,1: Downtown,University,50.0
3,2: Central,University,1690.0
3,3: North City,University,4007.0
3,4: South Suburban,University,2508.0
3,5: East Suburban,University,1100.0
3,6: North County West,University,791.0
3,7: North County East,University,1744.0
3,8: East County,University,10.0
4,1: Downtown,University,10.0
4,2: Central,University,1656.0
4,3: North City,University,3542.0
4,4: South Suburban,University,2416.0
4,5: East Suburban,University,1608.0
4,6: North County West,University,1026.0
4,7: North County East,University,3143.0
4,8: East County,University,38.0
5,1: Downtown,University,75.0
5,2: Central,University,1747.0
5,3: North City,University,2761.0
5,4: South Suburban,University,1616.0
5,5: East Suburban,University,1739.0
5,6: North County West,University,1420.0
5,7: North County East,University,1558.0
5,8: East County,University,29.0
6,1: Downtown,University,174.0
6,2: Central,University,2497.0
6,3: North City,University,3101.0
6,4: South Suburban,University,1108.0
6,5: East Suburban,University,1668.0
6,6: North County West,University,1602.0
6,7: North County East,University,1687.0
6,8: East County,University,11.0
7,1: Downtown,University,148.0
7,2: Central,University,2643.0
7,3: North City,University,3128.0
7,4: South Suburban,University,1188.0
7,5: East Suburban,University,1510.0
7,6: North County West,University,1423.0
7,7: North County East,University,1956.0
7,8: East County,University,3.0
8,1: Downtown,University,251.0
8,2: Central,University,2507.0
8,3: North City,University,2669.0
8,4: South Suburban,University,657.0
8,5: East Suburban,University,1716.0
8,6: North County West,University,1398.0
8,7: North County East,University,1958.0
8,8: East County,University,1.0
9,1: Downtown,University,121.0
9,2: Central,University,2369.0
9,3: North City,University,2624.0
9,4: South Suburban,University,623.0
9,5: East Suburban,University,2030.0
9,6: North County West,University,1391.0
9,7: North County East,University,2051.0
9,8: East County,University,2.0
10,1: Downtown,University,187.0
10,2: Central,University,2361.0
10,3: North City,University,2609.0
10,4: South Suburban,University,715.0
10,5: East Suburban,University,1475.0
10,6: North County West,University,1133.0
10,7: North County East,University,1301.0
10,8: East County,University,2.0
11,1: Downtown,University,106.0
11,2: Central,University,2321.0
11,3: North City,University,2532.0
11,4: South Suburban,University,675.0
11,5: East Suburban,University,1302.0
11,6: North County West,University,994.0
11,7: North County East,University,1115.0
11,8: East County,University,11.0
12,1: Downtown,University,35.0
12,2: Central,University,2292.0
12,3: North City,University,2111.0
12,4: South Suburban,University,606.0
12,5: East Suburban,University,1058.0
12,6: North County West,University,1121.0
12,7: North County East,University,619.0
12,8: East County,University,30.0
13,1: Downtown,University,22.0
13,2: Central,University,1561.0
13,3: North City,University,2081.0
13,4: South Suburban,University,1131.0
13,5: East Suburban,University,870.0
13,6: North County West,University,903.0
13,7: North County East,University,380.0
13,8: East County,University,3.0
14,1: Downtown,University,117.0
14,2: Central,University,1646.0
14,3: North City,University,1912.0
14,4: South Suburban,University,1054.0
14,5: East Suburban,University,772.0
14,6: North County West,University,781.0
14,7: North County East,University,213.0
14,8: East County,University,4.0
15,1: Downtown,University,136.0
15,2: Central,University,1012.0
15,3: North City,University,1530.0
15,4: South Suburban,University,1144.0
15,5: East Suburban,University,670.0
15,6: North County West,University,718.0
15,7: North County East,University,332.0
15,8: East County,University,6.0
16,1: Downtown,University,84.0
16,2: Central,University,616.0
16,3: North City,University,1921.0
16,4: South Suburban,University,1023.0
16,5: East Suburban,University,625.0
16,6: North County West,University,577.0
16,7: North County East,University,391.0
16,8: East County,University,6.0
17,1: Downtown,University,53.0
17,2: Central,University,377.0
17,3: North City,University,1443.0
17,4: South Suburban,University,1128.0
17,5: East Suburban,University,532.0
17,6: North County West,University,531.0
17,7: North County East,University,305.0
17,8: East County,University,4.0
18,1: Downtown,University,5.0
18,2: Central,University,411.0
18,3: North City,University,1650.0
18,4: South Suburban,University,1306.0
18,5: East Suburban,University,519.0
18,6: North County West,University,416.0
18,7: North County East,University,521.0
18,8: East County,University,13.0
19,1: Downtown,University,1.0
19,2: Central,University,371.0
19,3: North City,University,988.0
19,4: South Suburban,University,1090.0
19,5: East Suburban,University,532.0
19,6: North County West,University,299.0
19,7: North County East,University,475.0
19,8: East County,University,18.0
20,1: Downtown,University,3.0
20,2: Central,University,237.0
20,3: North City,University,926.0
20,4: South Suburban,University,1066.0
20,5: East Suburban,University,421.0
20,6: North County West,University,215.0
20,7: North County East,University,252.0
20,8: East County,University,29.0
21,1: Downtown,University,1.0
21,2: Central,University,182.0
21,3: North City,University,669.0
21,4: South Suburban,University,669.0
21,5: East Suburban,University,371.0
21,6: North County West,University,224.0
21,7: North County East,University,236.0
21,8: East County,University,13.0
22,1: Downtown,University,
22,2: Central,University,102.0
22,3: North City,University,540.0
22,4: South Suburban,University,439.0
22,5: East Suburban,University,333.0
22,6: North County West,University,155.0
22,7: North County East,University,287.0
22,8: East County,University,6.0
23,1: Downtown,University,1.0
23,2: Central,University,80.0
23,3: North City,University,378.0
23,4: South Suburban,University,333.0
23,5: East Suburban,University,225.0
23,6: North County West,University,209.0
23,7: North County East,University,232.0
23,8: East County,University,11.0
24,1: Downtown,University,
24,2: Central,University,41.0
24,3: North City,University,306.0
24,4: South Suburban,University,194.0
24,5: East Suburban,University,285.0
24,6: North County West,University,166.0
24,7: North County East,University,158.0
24,8: East County,University,14.0
25,1: Downtown,University,
25,2: Central,University,37.0
25,3: North City,University,177.0
25,4: South Suburban,University,144.0
25,5: East Suburban,University,186.0
25,6: North County West,University,188.0
25,7: North County East,University,185.0
25,8: East County,University,62.0
26,1: Downtown,University,
26,2: Central,University,22.0
26,3: North City,University,151.0
26,4: South Suburban,University,130.0
26,5: East Suburban,University,246.0
26,6: North County West,University,149.0
26,7: North County East,University,180.0
26,8: East County,University,30.0
27,1: Downtown,University,2.0
27,2: Central,University,14.0
27,3: North City,University,68.0
27,4: South Suburban,University,111.0
27,5: East Suburban,University,240.0
27,6: North County West,University,99.0
27,7: North County East,University,90.0
27,8: East County,University,25.0
28,1: Downtown,University,
28,2: Central,University,3.0
28,3: North City,University,92.0
28,4: South Suburban,University,81.0
28,5: East Suburban,University,155.0
28,6: North County West,University,66.0
28,7: North County East,University,81.0
28,8: East County,University,3.0
29,1: Downtown,University,
29,2: Central,University,4.0
29,3: North City,University,58.0
29,4: South Suburban,University,55.0
29,5: East Suburban,University,145.0
29,6: North County West,University,33.0
29,7: North County East,University,81.0
29,8: East County,University,24.0
30,1: Downtown,University,
30,2: Central,University,1.0
30,3: North City,University,58.0
30,4: South Suburban,University,23.0
30,5: East Suburban,University,90.0
30,6: North County West,University,25.0
30,7: North County East,University,85.0
30,8: East County,University,20.0
31,1: Downtown,University,
31,2: Central,University,2.0
31,3: North City,University,38.0
31,4: South Suburban,University,9.0
31,5: East Suburban,University,78.0
31,6: North County West,University,31.0
31,7: North County East,University,51.0
31,8: East County,University,22.0
32,1: Downtown,University,
32,2: Central,University,3.0
32,3: North City,University,58.0
32,4: South Suburban,University,11.0
32,5: East Suburban,University,92.0
32,6: North County West,University,11.0
32,7: North County East,University,19.0
32,8: East County,University,36.0
33,1: Downtown,University,
33,2: Central,University,2.0
33,3: North City,University,79.0
33,4: South Suburban,University,7.0
33,5: East Suburban,University,51.0
33,6: North County West,University,54.0
33,7: North County East,University,13.0
33,8: East County,University,44.0
34,1: Downtown,University,
34,2: Central,University,2.0
34,3: North City,University,44.0
34,4: South Suburban,University,8.0
34,5: East Suburban,University,25.0
34,6: North County West,University,24.0
34,7: North County East,University,13.0
34,8: East County,University,35.0
35,1: Downtown,University,
35,2: Central,University,4.0
35,3: North City,University,6.0
35,4: South Suburban,University,2.0
35,5: East Suburban,University,27.0
35,6: North County West,University,33.0
35,7: North County East,University,9.0
35,8: East County,University,10.0
36,1: Downtown,University,
36,2: Central,University,2.0
36,3: North City,University,3.0
36,4: South Suburban,University,1.0
36,5: East Suburban,University,17.0
36,6: North County West,University,12.0
36,7: North County East,University,23.0
36,8: East County,University,20.0
37,1: Downtown,University,
37,2: Central,University,
37,3: North City,University,
37,4: South Suburban,University,
37,5: East Suburban,University,11.0
37,6: North County West,University,5.0
37,7: North County East,University,6.0
37,8: East County,University,30.0
38,1: Downtown,University,
38,2: Central,University,
38,3: North City,University,1.0
38,4: South Suburban,University,2.0
38,5: East Suburban,University,3.0
38,6: North County West,University,3.0
38,7: North County East,University,2.0
38,8: East County,University,15.0
39,1: Downtown,University,
39,2: Central,University,1.0
39,3: North City,University,2.0
39,4: South Suburban,University,
39,5: East Suburban,University,2.0
39,6: North County West,University,1.0
39,7: North County East,University,1.0
39,8: East County,University,7.0
40,1: Downtown,University,
40,2: Central,University,1.0
40,3: North City,University,
40,4: South Suburban,University,
40,5: East Suburban,University,3.0
40,6: North County West,University,1.0
40,7: North County East,University,
40,8: East County,University,7.0
41,1: Downtown,University,
41,2: Central,University,1.0
41,3: North City,University,
41,4: South Suburban,University,
41,5: East Suburban,University,4.0
41,6: North County West,University,1.0
41,7: North County East,University,1.0
41,8: East County,University,22.0
42,1: Downtown,University,
42,2: Central,University,
42,3: North City,University,
42,4: South Suburban,University,
42,5: East Suburban,University,4.0
42,6: North County West,University,1.0
42,7: North County East,University,
42,8: East County,University,9.0
43,1: Downtown,University,
43,2: Central,University,
43,3: North City,University,
43,4: South Suburban,University,
43,5: East Suburban,University,3.0
43,6: North County West,University,
43,7: North County East,University,1.0
43,8: East County,University,10.0
44,1: Downtown,University,
44,2: Central,University,
44,3: North City,University,
44,4: South Suburban,University,
44,5: East Suburban,University,
44,6: North County West,University,
44,7: North County East,University,
44,8: East County,University,7.0
45,2: Central,University,
45,3: North City,University,
45,4: South Suburban,University,
45,5: East Suburban,University,1.0
45,6: North County West,University,
45,7: North County East,University,
45,8: East County,University,14.0
46,1: Downtown,University,
46,2: Central,University,
46,3: North City,University,
46,4: South Suburban,University,
46,5: East Suburban,University,
46,6: North County West,University,
46,7: North County East,University,
46,8: East County,University,8.0
47,1: Downtown,University,
47,2: Central,University,
47,3: North City,University,
47,4: South Suburban,University,
47,5: East Suburban,University,
47,6: North County West,University,
47,7: North County East,University,
47,8: East County,University,4.0
48,1: Downtown,University,
48,2: Central,University,
48,3: North City,University,
48,4: South Suburban,University,
48,5: East Suburban,University,
48,6: North County West,University,
48,7: North County East,University,
48,8: East County,University,11.0
49,1: Downtown,University,
49,2: Central,University,
49,3: North City,University,
49,4: South Suburban,University,
49,5: East Suburban,University,
49,6: North County West,University,
49,7: North County East,University,
49,8: East County,University,2.0
50,2: Central,University,
50,3: North City,University,
50,4: South Suburban,University,
50,5: East Suburban,University,
50,6: North County West,University,
50,7: North County East,University,
50,8: East County,University,8.0
99999,1: Downtown,University,
99999,2: Central,University,
99999,3: North City,University,
99999,4: South Suburban,University,
99999,5: East Suburban,University,
99999,6: North County West,University,
99999,7: North County East,University,1.0
99999,8: East County,University,6.0
1,1: Downtown,School,4418.0
1,2: Central,School,35543.0
1,3: North City,School,30966.0
1,4: South Suburban,School,26510.0
1,5: East Suburban,School,26489.0
1,6: North County West,School,18624.0
1,7: North County East,School,22562.0
1,8: East County,School,392.0
2,1: Downtown,School,1550.0
2,2: Central,School,23709.0
2,3: North City,School,23647.0
2,4: South Suburban,School,21380.0
2,5: East Suburban,School,21988.0
2,6: North County West,School,16689.0
2,7: North County East,School,23057.0
2,8: East County,School,685.0
3,1: Downtown,School,771.0
3,2: Central,School,18974.0
3,3: North City,School,22688.0
3,4: South Suburban,School,19004.0
3,5: East Suburban,School,17803.0
3,6: North County West,School,14364.0
3,7: North County East,School,23061.0
3,8: East County,School,454.0
4,1: Downtown,School,494.0
4,2: Central,School,11933.0
4,3: North City,School,19489.0
4,4: South Suburban,School,12928.0
4,5: East Suburban,School,12649.0
4,6: North County West,School,12264.0
4,7: North County East,School,16744.0
4,8: East County,School,636.0
5,1: Downtown,School,511.0
5,2: Central,School,9375.0
5,3: North City,School,14227.0
5,4: South Suburban,School,8445.0
5,5: East Suburban,School,8100.0
5,6: North County West,School,10308.0
5,7: North County East,School,10376.0
5,8: East County,School,418.0
6,1: Downtown,School,492.0
6,2: Central,School,7379.0
6,3: North City,School,10993.0
6,4: South Suburban,School,5938.0
6,5: East Suburban,School,6532.0
6,6: North County West,School,7027.0
6,7: North County East,School,7701.0
6,8: East County,School,248.0
7,1: Downtown,School,394.0
7,2: Central,School,6051.0
7,3: North City,School,8566.0
7,4: South Suburban,School,4300.0
7,5: East Suburban,School,5308.0
7,6: North County West,School,3743.0
7,7: North County East,School,4354.0
7,8: East County,School,72.0
8,1: Downtown,School,298.0
8,2: Central,School,5139.0
8,3: North City,School,6814.0
8,4: South Suburban,School,3204.0
8,5: East Suburban,School,3732.0
8,6: North County West,School,2540.0
8,7: North County East,School,2740.0
8,8: East County,School,112.0
9,1: Downtown,School,236.0
9,2: Central,School,4228.0
9,3: North City,School,6130.0
9,4: South Suburban,School,2535.0
9,5: East Suburban,School,2990.0
9,6: North County West,School,1734.0
9,7: North County East,School,2001.0
9,8: East County,School,86.0
10,1: Downtown,School,217.0
10,2: Central,School,3731.0
10,3: North City,School,5192.0
10,4: South Suburban,School,1850.0
10,5: East Suburban,School,2191.0
10,6: North County West,School,2020.0
10,7: North County East,School,1380.0
10,8: East County,School,38.0
11,1: Downtown,School,168.0
11,2: Central,School,3654.0
11,3: North City,School,4342.0
11,4: South Suburban,School,1369.0
11,5: East Suburban,School,1709.0
11,6: North County West,School,1802.0
11,7: North County East,School,925.0
11,8: East County,School,91.0
12,1: Downtown,School,172.0
12,2: Central,School,3033.0
12,3: North City,School,3834.0
12,4: South Suburban,School,944.0
12,5: East Suburban,School,1613.0
12,6: North County West,School,1207.0
12,7: North County East,School,905.0
12,8: East County,School,200.0
13,1: Downtown,School,116.0
13,2: Central,School,2591.0
13,3: North City,School,3503.0
13,4: South Suburban,School,832.0
13,5: East Suburban,School,1377.0
13,6: North County West,School,967.0
13,7: North County East,School,680.0
13,8: East County,School,156.0
14,1: Downtown,School,112.0
14,2: Central,School,2271.0
14,3: North City,School,2977.0
14,4: South Suburban,School,723.0
14,5: East Suburban,School,1153.0
14,6: North County West,School,1239.0
14,7: North County East,School,639.0
14,8: East County,School,51.0
15,1: Downtown,School,68.0
15,2: Central,School,2012.0
15,3: North City,School,2645.0
15,4: South Suburban,School,640.0
15,5: East Suburban,School,971.0
15,6: North County West,School,1440.0
15,7: North County East,School,473.0
15,8: East County,School,86.0
16,1: Downtown,School,97.0
16,2: Central,School,1583.0
16,3: North City,School,2250.0
16,4: South Suburban,School,497.0
16,5: East Suburban,School,835.0
16,6: North County West,School,426.0
16,7: North County East,School,435.0
16,8: East County,School,239.0
17,1: Downtown,School,84.0
17,2: Central,School,1471.0
17,3: North City,School,1892.0
17,4: South Suburban,School,423.0
17,5: East Suburban,School,608.0
