distbin,District,purpose,value
6,8: East County,University,7.0
7,1: Downtown,University,48.0
7,2: Central,University,2455.0
7,3: North City,University,3202.0
7,5: East Suburban,University,1191.0
7,6: North County West,University,1207.0
7,8: East County,University,
8,1: Downtown,University,90.0
8,2: Central,University,2503.0
8,3: North City,University,2716.0
8,5: East Suburban,University,1428.0
8,8: East County,University,1.0
9,1: Downtown,University,32.0
9,2: Central,University,2174.0
9,3: North City,University,2545.0
9,5: East Suburban,University,1398.0
9,6: North County West,University,763.0
9,8: East County,University,3.0
10,1: Downtown,University,114.0
10,2: Central,University,2350.0
10,3: North City,University,2262.0
10,5: East Suburban,University,1181.0
10,6: North County West,University,775.0
10,8: East County,University,3.0
11,1: Downtown,University,26.0
11,2: Central,University,2171.0
11,3: North City,University,1915.0
11,5: East Suburban,University,1168.0
11,6: North County West,University,844.0
11,8: East County,University,7.0
12,1: Downtown,University,31.0
12,2: Central,University,2012.0
12,3: North City,University,1599.0
12,4: South Suburban,University,682.0
12,5: East Suburban,University,855.0
12,6: North County West,University,746.0
12,8: East County,University,49.0
13,1: Downtown,University,14.0
13,3: North City,University,1713.0
13,4: South Suburban,University,1056.0
13,6: North County West,University,671.0
13,8: East County,University,3.0
14,1: Downtown,University,36.0
14,3: North City,University,1390.0
14,4: South Suburban,University,960.0
14,5: East Suburban,University,734.0
14,6: North County West,University,526.0
14,8: East County,University,3.0
15,1: Downtown,University,33.0
15,3: North City,University,1154.0
15,4: South Suburban,University,1031.0
15,5: East Suburban,University,751.0
15,8: East County,University,15.0
16,1: Downtown,University,17.0
16,3: North City,University,1101.0
16,4: South Suburban,University,970.0
16,5: East Suburban,University,614.0
16,8: East County,University,14.0
17,2: Central,University,357.0
17,3: North City,University,884.0
17,4: South Suburban,University,1073.0
17,5: East Suburban,University,543.0
17,8: East County,University,11.0
18,1: Downtown,University,5.0
18,3: North City,University,747.0
18,4: South Suburban,University,1256.0
18,5: East Suburban,University,501.0
18,8: East County,University,7.0
19,3: North City,University,624.0
19,4: South Suburban,University,860.0
19,5: East Suburban,University,403.0
19,8: East County,University,8.0
20,1: Downtown,University,5.0
20,3: North City,University,524.0
20,4: South Suburban,University,1088.0
20,5: East Suburban,University,394.0
20,8: East County,University,10.0
21,1: Downtown,University,2.0
21,2: Central,University,97.0
21,3: North City,University,424.0
21,4: South Suburban,University,747.0
21,8: East County,University,17.0
22,1: Downtown,University,1.0
22,3: North City,University,338.0
22,4: South Suburban,University,631.0
22,5: East Suburban,University,375.0
22,8: East County,University,2.0
23,1: Downtown,University,
23,2: Central,University,59.0
23,4: South Suburban,University,388.0
23,5: East Suburban,University,241.0
23,8: East County,University,10.0
24,1: Downtown,University,1.0
24,2: Central,University,38.0
24,4: South Suburban,University,200.0
24,8: East County,University,17.0
25,1: Downtown,University,
25,2: Central,University,31.0
25,4: South Suburban,University,149.0
25,5: East Suburban,University,154.0
25,8: East County,University,27.0
26,1: Downtown,University,
26,2: Central,University,56.0
26,3: North City,University,111.0
26,4: South Suburban,University,132.0
26,5: East Suburban,University,190.0
26,8: East County,University,13.0
27,1: Downtown,University,
27,2: Central,University,28.0
27,3: North City,University,90.0
27,4: South Suburban,University,72.0
27,5: East Suburban,University,176.0
27,8: East County,University,19.0
28,1: Downtown,University,1.0
28,2: Central,University,19.0
28,3: North City,University,79.0
28,4: South Suburban,University,37.0
28,5: East Suburban,University,115.0
28,8: East County,University,12.0
29,1: Downtown,University,
29,2: Central,University,18.0
29,4: South Suburban,University,14.0
29,8: East County,University,21.0
30,1: Downtown,University,
30,2: Central,University,28.0
30,4: South Suburban,University,7.0
30,5: East Suburban,University,101.0
30,8: East County,University,33.0
31,1: Downtown,University,
31,2: Central,University,57.0
31,4: South Suburban,University,3.0
31,5: East Suburban,University,75.0
31,8: East County,University,14.0
32,2: Central,University,55.0
32,4: South Suburban,University,5.0
32,5: East Suburban,University,81.0
32,8: East County,University,23.0
33,1: Downtown,University,3.0
33,2: Central,University,42.0
33,4: South Suburban,University,2.0
33,8: East County,University,12.0
34,1: Downtown,University,
34,2: Central,University,32.0
34,4: South Suburban,University,2.0
34,5: East Suburban,University,27.0
34,8: East County,University,19.0
35,1: Downtown,University,1.0
35,2: Central,University,24.0
35,4: South Suburban,University,3.0
35,5: East Suburban,University,35.0
35,8: East County,University,13.0
36,1: Downtown,University,
36,2: Central,University,21.0
36,4: South Suburban,University,6.0
36,5: East Suburban,University,20.0
36,8: East County,University,13.0
37,1: Downtown,University,
37,2: Central,University,23.0
37,4: South Suburban,University,7.0
37,8: East County,University,27.0
38,1: Downtown,University,
38,2: Central,University,11.0
38,4: South Suburban,University,5.0
38,8: East County,University,10.0
39,1: Downtown,University,1.0
39,2: Central,University,12.0
39,4: South Suburban,University,12.0
39,5: East Suburban,University,7.0
39,8: East County,University,12.0
40,2: Central,University,13.0
40,4: South Suburban,University,12.0
40,5: East Suburban,University,3.0
40,8: East County,University,4.0
41,1: Downtown,University,
41,2: Central,University,16.0
41,4: South Suburban,University,6.0
41,5: East Suburban,University,4.0
41,8: East County,University,7.0
42,2: Central,University,26.0
42,4: South Suburban,University,32.0
42,5: East Suburban,University,6.0
42,8: East County,University,8.0
43,2: Central,University,23.0
43,4: South Suburban,University,20.0
43,8: East County,University,5.0
44,1: Downtown,University,
44,2: Central,University,15.0
44,4: South Suburban,University,12.0
44,8: East County,University,12.0
45,1: Downtown,University,1.0
45,2: Central,University,7.0
45,4: South Suburban,University,8.0
45,8: East County,University,11.0
46,2: Central,University,5.0
46,4: South Suburban,University,14.0
47,1: Downtown,University,
47,2: Central,University,7.0
47,4: South Suburban,University,5.0
47,8: East County,University,4.0
48,1: Downtown,University,
48,2: Central,University,1.0
48,4: South Suburban,University,4.0
48,8: East County,University,7.0
49,2: Central,University,3.0
49,4: South Suburban,University,
49,8: East County,University,3.0
50,4: South Suburban,University,2.0
50,8: East County,University,3.0
42,1: Downtown,University,3.0
