MAZ,TAZ
6464,1915
6465,44
6466,1637
6467,3295
6468,4598
6469,3402
6470,859
6471,1632
6472,2443
6473,1594
6474,598
6475,3363
6476,1397
6477,636
6478,2398
6479,2362
6480,2142
6481,2405
6482,1431
6483,4378
6484,4342
6485,2776
6486,2635
6487,2546
6488,3303
6489,469
6490,4429
6491,3651
6492,4260
6493,3941
6494,2663
6495,2392
6496,2638
6497,3929
6498,3482
6499,3135
6500,877
6501,4394
6502,4137
6503,3684
6504,541
6505,3705
6506,3634
6507,3082
6508,3060
6509,3652
6510,2764
6511,3855
6512,2363
6513,3274
6514,632
6515,3345
6516,1619
6517,4580
6518,3764
6519,2572
6520,3962
6521,2566
6522,3677
6523,2413
6524,2566
6525,2102
6526,2123
6527,21
6528,79
6529,807
6530,2797
6531,3402
6532,30
6533,3133
6534,3050
6535,3398
6536,4114
6537,1187
6538,3994
6539,2123
6540,612
6541,4012
6542,4002
6543,1451
6544,3638
6545,1320
6546,1448
6547,2295
6548,2538
6549,4018
6550,4060
6551,2244
6552,4350
6553,2633
6554,2968
6555,3652
6556,3207
6557,2225
6558,3226
6559,3543
6560,1005
6561,1374
6562,2300
6563,1888
6564,4450
6565,1411
6566,2414
6567,2394
6568,3643
6569,3771
6570,3305
6571,889
6572,3002
6573,2697
6574,2740
6575,4021
6576,3448
6577,2863
6578,3772
6579,2876
6580,3020
6581,2701
6582,2583
6583,3477
6584,4203
6585,2404
6586,1498
6587,3603
6588,2102
6589,2160
6590,1547
6591,4047
6592,4060
6593,4201
6594,670
6595,2935
6596,4252
6597,3545
6598,3757
6599,1625
6600,1764
6601,1418
6602,2573
6603,2011
6604,3091
6605,2960
6606,3320
6607,440
6608,1459
6609,3151
6610,4158
6611,1847
6612,2901
6613,2165
6614,2814
6615,4367
6616,2766
6617,1334
6618,1736
6619,1771
6620,547
6621,3191
6622,3746
6623,3743
6624,3663
6625,1812
6626,2726
6627,4429
6628,2937
6629,3763
6630,1334
6631,39
6632,3195
6633,4567
6634,4407
6635,2915
6636,2102
6637,3446
6638,3666
6639,2818
6640,3382
6641,2400
6642,4176
6643,58
6644,356
6645,3437
6646,4437
6647,21
6648,2806
6649,4562
6650,2772
6651,3363
6652,561
6653,3682
6654,1997
6655,2469
6656,2341
6657,3747
6658,4376
6659,2293
6660,1472
6661,4027
6662,1446
6663,1504
6664,3977
6665,3322
6666,1511
6667,4463
6668,3482
6669,1841
6670,1764
6671,4071
6672,916
6673,68
6674,1354
6675,2584
6676,1328
6677,2684
6678,3596
6679,3822
6680,2240
6681,1366
6682,518
6683,4392
6684,4265
6685,3504
6686,1790
6687,3891
6688,3983
6689,2049
6690,1553
6691,3659
6692,2990
6693,3563
6694,2904
6695,3390
6696,3113
6697,3310
6698,1554
6699,3816
6700,1567
6701,2900
6702,1955
6703,679
6704,2419
6705,95
6706,3610
6707,4329
6708,2457
6709,2851
6710,3926
6711,3605
6712,2509
6713,1960
6714,3992
6715,2600
6716,1357
6717,2074
6718,2711
6719,3495
6720,3706
6721,1156
6722,4056
6723,31
6724,79
6725,655
6726,2029
6727,679
6728,2563
6729,2627
6730,4133
6731,2736
6732,3725
6733,1166
6734,4205
6735,2741
6736,3843
6737,108
6738,828
6739,2089
6740,1277
6741,1320
6742,2878
6743,3322
6744,4315
6745,2265
6746,4340
6747,2513
6748,3110
6749,1109
6750,1408
6751,4288
6752,2705
6753,2525
6754,4229
6755,4339
6756,439
6757,4209
6758,1228
6759,4075
6760,665
6761,2242
6762,2841
6763,3235
6764,4241
6765,3168
6766,4324
6767,3157
6768,2871
6769,3166
6770,3674
6771,1115
6772,4058
6773,1196
6774,879
6775,1470
6776,1039
6777,4327
6778,3959
6779,73
6780,4049
6781,2335
6782,2839
6783,4287
6784,3796
6785,4544
6786,3896
6787,1736
6788,4021
6789,522
6790,1759
6791,3801
6792,4653
6793,4105
6794,2308
6795,28
6796,1204
6797,2234
6798,4295
6799,3308
6800,3574
6801,2165
6802,2931
6803,3226
6804,1425
6805,2877
6806,3328
6807,3541
6808,1410
6809,2477
6810,851
6811,2165
6812,533
6813,2703
6814,2484
6815,3464
6816,2806
6817,2725
6818,3930
6819,830
6820,3486
6821,3639
6822,3970
6823,3069
6824,3067
6825,3763
6826,2230
6827,138
6828,2711
6829,1103
6830,3458
6831,2179
6832,561
6833,3452
6834,2327
6835,3511
6836,3685
6837,3756
6838,3561
6839,1436
6840,4070
6841,1115
6842,4275
6843,2927
6844,2217
6845,4208
6846,2874
6847,3616
6848,4094
6849,1596
6850,4121
6851,4282
6852,2477
6853,2755
6854,2965
6855,4073
6856,2931
6857,3520
6858,2386
6859,3603
6860,1759
6861,90
6862,4282
6863,2930
6864,2237
6865,2325
6866,4136
6867,2215
6868,2649
6869,3980
6870,3374
6871,2350
6872,3803
6873,3956
6874,4469
6875,3805
6876,3744
6877,603
6878,4282
6879,2280
6880,873
6881,2766
6882,1539
6883,3875
6884,4234
6885,3986
6886,30
6887,3153
6888,2952
6889,3067
6890,2925
6891,2931
6892,3608
6893,2927
6894,2711
6895,24
6896,3461
6897,1282
6898,3439
6899,3871
6900,1295
6901,3568
6902,4266
6903,2732
6904,2547
6905,4176
6906,4312
6907,2840
6908,3961
6909,4565
6910,4565
6911,24
6912,4258
6913,1359
6914,4250
6915,3777
6916,3842
6917,2788
6918,3550
6919,3219
6920,2915
6921,2070
6922,4148
6923,2283
6924,3922
6925,1185
6926,1991
6927,699
6928,1229
6929,1027
6930,3922
6931,4354
6932,3605
6933,3931
6934,2247
6935,3449
6936,2499
6937,1374
6938,4278
6939,4294
6940,3783
6941,3085
6942,2386
6943,2293
6944,2263
6945,3687
6946,3784
6947,1512
6948,3302
6949,4260
6950,2860
6951,3311
6952,2387
6953,79
6954,4453
6955,482
6956,3000
6957,2043
6958,1336
6959,2000
6960,1115
6961,3919
6962,1482
6963,2588
6964,2588
6965,2519
6966,4308
6967,3548
6968,4208
6969,2448
6970,4076
6971,3922
6972,1025
6973,1913
6974,3106
6975,3854
6976,4126
6977,3511
6978,2583
6979,3943
6980,2646
6981,497
6982,2438
6983,42
6984,1076
6985,1492
6986,1626
6987,4196
6988,2610
6989,2730
6990,1052
6991,4362
6992,2513
6993,4303
6994,1344
6995,3021
6996,57
6997,952
6998,3444
6999,3237
7000,2888
7001,3889
7002,1019
7003,4340
7004,48
7005,3560
7006,3247
7007,1354
7008,1622
7009,2350
7010,3144
7011,1645
7012,2476
7013,3319
7014,3207
7015,2982
7016,1594
7017,3049
7018,497
7019,1362
7020,1282
7021,1332
7022,3807
7023,1785
7024,4469
7025,1609
7026,1795
7027,3739
7028,3207
7029,3240
7030,3618
7031,3020
7032,3371
7033,3405
7034,51
7035,90
7036,4106
7037,4527
7038,2435
7039,3122
7040,3626
7041,3186
7042,2456
7043,157
7044,4273
7045,3394
7046,1508
7047,1873
7048,4102
7049,3864
7050,4235
7051,3461
7052,3641
7053,472
7054,3819
7055,2429
7056,2549
7057,2123
7058,1262
7059,795
7060,2784
7061,2497
7062,1149
7063,2482
7064,3714
7065,781
7066,2401
7067,3543
7068,2583
7069,2694
7070,3786
7071,4311
7072,2159
7073,1599
7074,1074
7075,177
7076,4512
7077,3632
7078,3618
7079,2411
7080,3268
7081,4253
7082,3374
7083,2565
7084,2208
7085,3972
7086,2497
7087,3760
7088,1086
7089,1560
7090,4390
7091,4131
7092,3066
7093,4416
7094,4373
7095,78
7096,1442
7097,1104
7098,3049
7099,2517
7100,1233
7101,1547
7102,2165
7103,2046
7104,2596
7105,125
7106,3949
7107,3376
7108,3603
7109,860
7110,2600
7111,3856
7112,3261
7113,4086
7114,1449
7115,3202
7116,3307
7117,2583
7118,1468
7119,2281
7120,3636
7121,1264
7122,2067
7123,2726
7124,3945
7125,3514
7126,4415
7127,3369
7128,3955
7129,1367
7130,129
7131,3447
7132,3892
7133,3788
7134,1349
7135,1883
7136,1829
7137,1595
7138,643
7139,4067
7140,2870
7141,2742
7142,4171
7143,3655
7144,3655
7145,1556
7146,1556
7147,2048
7148,2619
7149,3566
7150,1508
7151,3740
7152,3958
7153,1423
7154,2207
7155,1538
7156,3565
7157,969
7158,561
7159,553
7160,2764
7161,3686
7162,2560
7163,3357
7164,177
7165,4154
7166,3011
7167,3203
7168,2638
7169,381
7170,3102
7171,111
7172,3125
7173,3832
7174,1562
7175,4349
7176,3096
7177,3775
7178,3258
7179,4214
7180,925
7181,1206
7182,3200
7183,1468
7184,1383
7185,2405
7186,2265
7187,4086
7188,4310
7189,1510
7190,4071
7191,4302
7192,3263
7193,3590
7194,3443
7195,4191
7196,672
7197,2203
7198,4211
7199,3911
7200,2386
7201,4128
7202,4058
7203,1492
7204,141
7205,1208
7206,4587
7207,3045
7208,3383
7209,2912
7210,2260
7211,52
7212,1716
7213,2863
7214,3179
7215,1560
7216,4205
7217,3609
7218,4388
7219,3835
7220,2572
7221,1180
7222,2442
7223,4179
7224,2573
7225,2573
7226,53
7227,47
7228,4484
7229,2225
7230,2762
7231,4142
7232,1975
7233,525
7234,2663
7235,1913
7236,1438
7237,1511
7238,2285
7239,1745
7240,1689
7241,1526
7242,63
7243,2758
7244,2168
7245,3654
7246,3203
7247,3970
7248,4356
7249,4335
7250,3442
7251,3002
7252,2113
7253,3194
7254,3400
7255,4319
7256,2246
7257,1655
7258,2220
7259,3619
7260,4473
7261,2348
7262,4067
7263,3279
7264,3727
7265,3605
7266,1549
7267,1120
7268,1103
7269,2794
7270,3089
7271,2293
7272,2993
7273,793
7274,928
7275,4053
7276,1005
7277,2735
7278,4473
7279,3235
7280,2916
7281,2702
7282,2655
7283,764
7284,3774
7285,4125
7286,2869
7287,1207
7288,4496
7289,3988
7290,2326
7291,3355
7292,1093
7293,1185
7294,3677
7295,2366
7296,78
7297,2665
7298,3774
7299,78
7300,679
7301,666
7302,3017
7303,2477
7304,3864
7305,1391
7306,1348
7307,1382
7308,3485
7309,3788
7310,2872
7311,3225
7312,3999
7313,2000
7314,4082
7315,3311
7316,1082
7317,2241
7318,2315
7319,2464
7320,479
7321,1470
7322,2220
7323,2661
7324,1786
7325,2147
7326,1716
7327,4050
7328,744
7329,3541
7330,4259
7331,2874
7332,2782
7333,3987
7334,3923
7335,3880
7336,2306
7337,386
7338,1237
7339,2226
7340,2275
7341,3958
7342,3074
7343,3925
7344,2016
7345,2374
7346,3700
7347,3702
7348,2726
7349,3867
7350,4470
7351,2374
7352,2397
7353,3526
7354,2762
7355,3000
7356,2143
7357,1627
7358,3969
7359,4088
7360,1736
7361,2432
7362,435
7363,433
7364,1351
7365,2694
7366,3812
7367,3755
7368,3953
7369,15
7370,2779
7371,4179
7372,2939
7373,991
7374,2638
7375,3099
7376,2930
7377,3435
7378,2584
7379,4251
7380,4219
7381,3891
7382,3158
7383,2530
7384,2504
7385,3964
7386,4430
7387,2441
7388,3619
7389,2546
7390,4399
7391,2571
7392,3574
7393,1238
7394,2631
7395,1278
7396,2802
7397,3671
7398,3413
7399,3153
7400,2410
7401,3621
7402,3496
7403,2577
7404,4276
7405,706
7406,794
7407,3157
7408,2880
7409,1558
7410,2267
7411,3452
7412,2682
7413,2278
7414,3374
7415,2907
7416,4291
7417,3980
7418,2645
7419,3623
7420,1204
7421,1590
7422,2662
7423,340
7424,3505
7425,747
7426,2875
7427,340
7428,3658
7429,4123
7430,3514
7431,2298
7432,2207
7433,3050
7434,657
7435,4191
7436,4111
7437,1524
7438,4126
7439,1025
7440,1288
7441,4094
7442,3580
7443,1086
7444,2664
7445,892
7446,1501
7447,2062
7448,3020
7449,1986
7450,3353
7451,940
7452,2711
7453,4265
7454,1283
7455,3956
7456,1815
7457,3110
7458,2220
7459,2645
7460,2907
7461,3626
7462,3559
7463,3463
7464,1698
7465,1510
7466,1695
7467,3118
7468,2979
7469,4477
7470,1545
7471,2113
7472,3589
7473,1913
7474,4478
7475,970
7476,2300
7477,3725
7478,4420
7479,3821
7480,2029
7481,3572
7482,3522
7483,3481
7484,1277
7485,1628
7486,3675
7487,2644
7488,2461
7489,954
7490,2420
7491,2084
7492,2564
7493,3073
7494,4410
7495,4170
7496,1127
7497,4011
7498,3408
7499,3055
7500,2262
7501,1950
7502,4151
7503,2414
7504,966
7505,2337
7506,3776
7507,2257
7508,1008
7509,1415
7510,3152
7511,2250
7512,3061
7513,2155
7514,1477
7515,3504
7516,2494
7517,3384
7518,4186
7519,600
7520,1709
7521,3375
7522,3407
7523,2399
7524,2534
7525,2479
7526,4350
7527,2446
7528,2097
7529,3130
7530,3135
7531,3219
7532,3250
7533,3142
7534,3833
7535,4059
7536,3179
7537,2818
7538,1500
7539,1149
7540,3461
7541,2430
7542,1073
7543,4505
7544,3129
7545,1195
7546,4260
7547,1103
7548,1425
7549,3973
7550,63
7551,2072
7552,3923
7553,3622
7554,1572
7555,2238
7556,2843
7557,347
7558,3831
7559,3999
7560,622
7561,4289
7562,3063
7563,2379
7564,17
7565,4288
7566,3069
7567,2723
7568,3603
7569,2016
7570,1397
7571,2411
7572,1492
7573,1045
7574,47
7575,3425
7576,3852
7577,1762
7578,2877
7579,4115
7580,3482
7581,1600
7582,3595
7583,3377
7584,3441
7585,4034
7586,3265
7587,3465
7588,1351
7589,3188
7590,4282
7591,1153
7592,3848
7593,1915
7594,3564
7595,1344
7596,3172
7597,3355
7598,2620
7599,814
7600,22
7601,2064
7602,4210
7603,4056
7604,3939
7605,1556
7606,1594
7607,155
7608,3287
7609,3258
7610,1492
7611,2635
7612,62
7613,2253
7614,4563
7615,3707
7616,146
7617,4039
7618,2710
7619,3061
7620,2550
7621,356
7622,3542
7623,3992
7624,1660
7625,2581
7626,2645
7627,2285
7628,1448
7629,4019
7630,1789
7631,1643
7632,3502
7633,1621
7634,2341
7635,2486
7636,3941
7637,4065
7638,1383
7639,1025
7640,572
7641,1442
7642,2378
7643,4163
7644,4302
7645,3800
7646,860
7647,4558
7648,1047
7649,1665
7650,4272
7651,4502
7652,3382
7653,2640
7654,2240
7655,3610
7656,1018
7657,963
7658,3095
7659,3494
7660,2871
7661,1699
7662,4332
7663,3564
7664,2286
7665,1257
7666,3725
7667,2143
7668,2111
7669,1764
7670,340
7671,1910
7672,3534
7673,3579
7674,3061
7675,24
7676,2575
7677,3859
7678,4048
7679,3113
7680,4156
7681,1016
7682,3550
7683,1556
7684,617
7685,3189
7686,2782
7687,2150
7688,2281
7689,1361
7690,2362
7691,3970
7692,3640
7693,3980
7694,3911
7695,4182
7696,4147
7697,2320
7698,2353
7699,2286
7700,3348
7701,2265
7702,1804
7703,1068
7704,1645
7705,2998
7706,3742
7707,4083
7708,4597
7709,3266
7710,2370
7711,4053
7712,4607
7713,385
7714,3913
7715,4267
7716,1693
7717,2708
7718,2311
7719,4053
7720,3342
7721,2770
7722,3616
7723,3130
7724,3605
7725,2856
7726,3586
7727,2497
7728,3265
7729,4071
7730,3953
7731,1787
7732,2203
7733,1295
7734,2555
7735,1114
7736,2234
7737,2584
7738,3480
7739,2177
7740,2177
7741,2375
7742,3708
7743,2113
7744,3730
7745,2392
7746,2339
7747,4340
7748,4070
7749,3999
7750,3338
7751,3483
7752,3016
7753,2384
7754,1032
7755,3542
7756,3239
7757,2736
7758,4015
7759,1801
7760,2142
7761,1782
7762,3848
7763,4081
7764,1561
7765,2754
7766,2445
7767,1990
7768,2274
7769,962
7770,4558
7771,2373
7772,4238
7773,4376
7774,3734
7775,1717
7776,2644
7777,2391
7778,3575
7779,1833
7780,1960
7781,3003
7782,2852
7783,1811
7784,4321
7785,1699
7786,3225
7787,4415
7788,3639
7789,17
7790,2960
7791,1310
7792,2880
7793,2566
7794,3292
7795,1788
7796,4176
7797,423
7798,4070
7799,1652
7800,1782
7801,2139
7802,2587
7803,1258
7804,4175
7805,1855
7806,3777
7807,4065
7808,4083
7809,1935
7810,2978
7811,3519
7812,3537
7813,2690
7814,2836
7815,2848
7816,2575
7817,3876
7818,3973
7819,3878
7820,3237
7821,3180
7822,4142
7823,4176
7824,1425
7825,1804
7826,3598
7827,3619
7828,4469
7829,1565
7830,2703
7831,3898
7832,3923
7833,1381
7834,2601
7835,3180
7836,3465
7837,4058
7838,2863
7839,1448
7840,3366
7841,4556
7842,1092
7843,1558
7844,2233
7845,2574
7846,973
7847,1361
7848,3377
7849,3336
7850,3573
7851,1312
7852,4429
7853,2573
7854,4178
7855,4174
7856,1526
7857,2210
7858,2123
7859,2974
7860,95
7861,2737
7862,4177
7863,4292
7864,2533
7865,1745
7866,1445
7867,1670
7868,600
7869,3598
7870,3662
7871,3771
7872,3783
7873,2239
7874,1787
7875,3640
7876,4269
7877,4280
7878,3101
7879,2872
7880,3523
7881,2262
7882,3649
7883,811
7884,3495
7885,3656
7886,477
7887,2269
7888,2298
7889,3578
7890,3083
7891,4427
7892,2790
7893,3009
7894,4121
7895,3246
7896,3322
7897,2961
7898,3804
7899,1671
7900,2993
7901,4075
7902,3322
7903,1558
7904,3025
7905,2797
7906,3256
7907,3001
7908,3034
7909,2828
7910,3546
7911,1293
7912,3766
7913,3311
7914,2726
7915,1512
7916,3952
7917,3483
7918,3725
7919,1609
7920,2214
7921,2713
7922,347
7923,4350
7924,1787
7925,44
7926,1976
7927,1617
7928,2101
7929,3790
7930,56
7931,2102
7932,4080
7933,3509
7934,838
7935,3320
7936,1629
7937,1739
7938,617
7939,3519
7940,2635
7941,3053
7942,105
7943,3804
7944,4552
7945,3016
7946,1308
7947,3401
7948,4366
7949,3988
7950,3267
7951,88
7952,1061
7953,1206
7954,2362
7955,3267
7956,1351
7957,4080
7958,1790
7959,3688
7960,1174
7961,2617
7962,931
7963,789
7964,4526
7965,3957
7966,3972
7967,1425
7968,2905
7969,2122
7970,795
7971,1790
7972,3957
7973,4260
7974,4066
7975,2620
7976,2394
7977,2682
7978,3029
7979,19
7980,3440
7981,2513
7982,2547
7983,2545
7984,3418
7985,1017
7986,1632
7987,2203
7988,2261
7989,2238
7990,4329
7991,4329
7992,3526
7993,73
7994,63
7995,3496
7996,551
7997,2396
7998,1012
7999,1998
8000,2105
8001,2230
8002,3574
8003,2935
8004,4231
8005,3425
8006,1518
8007,4074
8008,4254
8009,1423
8010,55
8011,3952
8012,2231
8013,2661
8014,4196
8015,4340
8016,3490
8017,4057
8018,1892
8019,3717
8020,3634
8021,4031
8022,35
8023,4110
8024,2274
8025,4526
8026,2555
8027,2759
8028,2723
8029,2325
8030,3706
8031,2253
8032,4265
8033,4620
8034,4099
8035,1974
8036,1468
8037,3228
8038,980
8039,2212
8040,4438
8041,2271
8042,2497
8043,1705
8044,3514
8045,4186
8046,3002
8047,873
8048,3871
8049,2205
8050,2416
8051,3923
8052,3973
8053,3759
8054,541
8055,3853
8056,1487
8057,3355
8058,3576
8059,3877
8060,622
8061,3806
8062,1297
8063,2513
8064,4358
8065,4510
8066,3250
8067,3481
8068,2978
8069,2639
8070,2838
8071,3893
8072,3650
8073,930
8074,4387
8075,1846
8076,2893
8077,2616
8078,3286
8079,4061
8080,2416
8081,3968
8082,3808
8083,2143
8084,2333
8085,377
8086,2235
8087,4366
8088,1826
8089,2394
8090,3440
8091,1195
8092,3529
8093,3477
8094,4053
8095,4020
8096,3637
8097,2513
8098,764
8099,2845
8100,2232
8101,4448
8102,3608
8103,2979
8104,2699
8105,3991
8106,1787
8107,3921
8108,2530
8109,2124
8110,1084
8111,94
8112,794
8113,116
8114,3232
8115,3587
8116,3945
8117,1206
8118,3559
8119,2374
8120,3984
8121,390
8122,3346
8123,4067
8124,3804
8125,2104
8126,3154
8127,1029
8128,629
8129,155
8130,4166
8131,3682
8132,3259
8133,1952
8134,153
8135,3908
8136,2270
8137,2370
8138,3813
8139,842
8140,3259
8141,1987
8142,3360
8143,2399
8144,3974
8145,1047
8146,2226
8147,3635
8148,3820
8149,3459
8150,2871
8151,3099
8152,4071
8153,4511
8154,2295
8155,3060
8156,2479
8157,1975
8158,3318
8159,2554
8160,2776
8161,2852
8162,2032
8163,3511
8164,3458
8165,1560
8166,3448
8167,1595
8168,3423
8169,4006
8170,3136
8171,50
8172,3880
8173,2690
8174,3870
8175,1374
8176,4327
8177,2730
8178,3888
8179,3379
8180,2923
8181,2545
8182,3798
8183,2415
8184,45
8185,2501
8186,4397
8187,2583
8188,1586
8189,4170
8190,1645
8191,733
8192,3210
8193,1959
8194,4448
8195,2703
8196,2963
8197,572
8198,2379
8199,2668
8200,4031
8201,3762
8202,1264
8203,3655
8204,4092
8205,2504
8206,3558
8207,3067
8208,3130
8209,3705
8210,1237
8211,828
8212,2047
8213,1653
8214,3320
8215,1008
8216,107
8217,3050
8218,3171
8219,2874
8220,28
8221,4026
8222,3631
8223,2411
8224,3383
8225,3951
8226,4133
8227,2863
8228,2791
8229,2871
8230,2614
8231,2570
8232,3898
8233,1016
8234,3209
8235,2900
8236,2751
8237,807
8238,1403
8239,2561
8240,1312
8241,2308
8242,3592
8243,4362
8244,2375
8245,4234
8246,80
8247,3728
8248,2310
8249,2457
8250,1479
8251,2160
8252,2349
8253,3992
8254,2105
8255,1482
8256,58
8257,889
8258,2123
8259,4173
8260,3265
8261,3649
8262,3899
8263,1623
8264,1637
8265,1199
8266,4244
8267,2095
8268,4208
8269,3049
8270,3896
8271,2093
8272,2167
8273,3190
8274,2300
8275,1202
8276,1248
8277,1136
8278,3569
8279,2637
8280,1032
8281,413
8282,3919
8283,2122
8284,2718
8285,4387
8286,4099
8287,4517
8288,1330
8289,1530
8290,1283
8291,1170
8292,2104
8293,4426
8294,833
8295,3014
8296,2571
8297,1428
8298,1288
8299,3565
8300,3535
8301,2994
8302,3130
8303,3734
8304,3325
8305,3045
8306,1598
8307,1028
8308,764
8309,3784
8310,4195
8311,2428
8312,3287
8313,3055
8314,3055
8315,744
8316,2422
8317,3928
8318,2900
8319,1359
8320,2726
8321,901
8322,80
8323,53
8324,1049
8325,4178
8326,3498
8327,153
8328,525
8329,603
8330,657
8331,4404
8332,375
8333,1115
8334,3710
8335,4102
8336,3567
8337,3467
8338,3050
8339,2918
8340,2477
8341,3267
8342,3360
8343,4204
8344,2820
8345,2620
8346,1660
8347,1423
8348,2802
8349,2436
8350,1988
8351,3075
8352,2215
8353,1277
8354,4326
8355,3642
8356,3459
8357,3654
8358,1023
8359,3598
8360,3860
8361,3854
8362,1120
8363,1609
8364,4356
8365,1439
8366,3406
8367,3808
8368,2274
8369,1549
8370,837
8371,3559
8372,3972
8373,2600
8374,2564
8375,2186
8376,3687
8377,3277
8378,2228
8379,3629
8380,2562
8381,1512
8382,2772
8383,2485
8384,3807
8385,3259
8386,1853
8387,3036
8388,1819
8389,2759
8390,4426
8391,4034
8392,3953
8393,2555
8394,1102
8395,4220
8396,4364
8397,1884
8398,2242
8399,3456
8400,657
8401,4206
8402,4192
8403,3389
8404,1789
8405,2177
8406,1244
8407,433
8408,3341
8409,1230
8410,3945
8411,4199
8412,3388
8413,4501
8414,4501
8415,4111
8416,4033
8417,1600
8418,88
8419,2100
8420,4046
8421,1423
8422,3286
8423,2635
8424,1440
8425,1370
8426,3307
8427,1510
8428,4063
8429,2340
8430,3670
8431,3166
8432,3945
8433,4102
8434,1736
8435,3925
8436,4387
8437,3114
8438,2046
8439,1017
8440,2231
8441,986
8442,4092
8443,640
8444,2910
8445,3152
8446,4656
8447,2283
8448,3268
8449,3125
8450,3383
8451,3120
8452,2942
8453,3665
8454,3079
8455,1602
8456,1441
8457,3898
8458,3825
8459,3967
8460,1069
8461,2388
8462,1560
8463,2686
8464,3559
8465,3876
8466,2956
8467,717
8468,3930
8469,2105
8470,2105
8471,52
8472,474
8473,4263
8474,4146
8475,2115
8476,2378
8477,1037
8478,2758
8479,1534
8480,4563
8481,155
8482,4034
8483,2711
8484,3862
8485,4111
8486,4093
8487,3027
8488,3890
8489,2540
8490,3745
8491,4019
8492,1532
8493,1195
8494,1349
8495,1975
8496,1356
8497,4260
8498,2261
8499,3776
8500,2515
8501,4219
8502,880
8503,4305
8504,4172
8505,2910
8506,3868
8507,3377
8508,600
8509,2304
8510,533
8511,2430
8512,3268
8513,3239
8514,1136
8515,4550
8516,3605
8517,3721
8518,4098
8519,4092
8520,2896
8521,1113
8522,4448
8523,3700
8524,3960
8525,2900
8526,2650
8527,1798
8528,3474
8529,1099
8530,2584
8531,1765
8532,4124
8533,3679
8534,3787
8535,3345
8536,4046
8537,3946
8538,3862
8539,1225
8540,2476
8541,1995
8542,2430
8543,617
8544,3509
8545,2272
8546,1398
8547,3619
8548,3641
8549,24
8550,1230
8551,3376
8552,1282
8553,1665
8554,1705
8555,2430
8556,3338
8557,3404
8558,89
8559,115
8560,1505
8561,3131
8562,4343
8563,2637
8564,3722
8565,2122
8566,3450
8567,833
8568,2200
8569,3798
8570,2688
8571,2697
8572,3010
8573,1108
8574,2341
8575,4124
8576,558
8577,2378
8578,1766
8579,3091
8580,1196
8581,2496
8582,1818
8583,1789
8584,1915
8585,4559
8586,2958
8587,3729
8588,640
8589,2725
8590,3610
8591,4304
8592,2791
8593,3266
8594,1092
8595,1016
8596,3113
8597,2862
8598,2862
8599,3061
8600,52
8601,2844
8602,3283
8603,2776
8604,814
8605,3587
8606,1559
8607,2849
8608,2710
8609,1396
8610,2338
8611,4407
8612,2225
8613,3437
8614,2770
8615,3783
8616,2411
8617,4194
8618,2862
8619,1677
8620,1290
8621,3843
8622,3738
8623,4140
8624,2327
8625,1361
8626,2163
8627,3645
8628,925
8629,2174
8630,3310
8631,3768
8632,2314
8633,3829
8634,1277
8635,2524
8636,4172
8637,4541
8638,1109
8639,1103
8640,3702
8641,3695
8642,3286
8643,3031
8644,4223
8645,3136
8646,4167
8647,837
8648,1330
8649,3151
8650,3401
8651,2757
8652,2466
8653,3034
8654,2513
8655,3663
8656,654
8657,3566
8658,2587
8659,3440
8660,2713
8661,1523
8662,3134
8663,3794
8664,3700
8665,2633
8666,18
8667,927
8668,3435
8669,70
8670,2207
8671,3475
8672,3725
8673,2324
8674,2341
8675,3994
8676,4127
8677,2194
8678,4180
8679,3744
8680,3822
8681,1570
8682,3324
8683,2622
8684,670
8685,3642
8686,1558
8687,1951
8688,2880
8689,2304
8690,42
8691,2228
8692,2703
8693,3444
8694,3475
8695,3477
8696,3416
8697,1415
8698,2787
8699,2439
8700,1031
8701,3240
8702,2375
8703,880
8704,3295
8705,915
8706,4026
8707,111
8708,3707
8709,4291
8710,3034
8711,3999
8712,3655
8713,3142
8714,2832
8715,2938
8716,2764
8717,2477
8718,4565
8719,4271
8720,1086
8721,2213
8722,2143
8723,2499
8724,3104
8725,2461
8726,3166
8727,3681
8728,553
8729,2550
8730,3967
8731,1428
8732,2261
8733,58
8734,1487
8735,3203
8736,3799
8737,4170
8738,3712
8739,2622
8740,4154
8741,2646
8742,1619
8743,2375
8744,2677
8745,1457
8746,1484
8747,2942
8748,4013
8749,1631
8750,2980
8751,3994
8752,2375
8753,1080
8754,2616
8755,2384
8756,3756
8757,2572
8758,3443
8759,2918
8760,3862
8761,3416
8762,3083
8763,2497
8764,2408
8765,4235
8766,2045
8767,2555
8768,3810
8769,1806
8770,2271
8771,1771
8772,1465
8773,4400
8774,2972
8775,3259
8776,2410
8777,2828
8778,2699
8779,1556
8780,2863
8781,4323
8782,4162
8783,2570
8784,3109
8785,1632
8786,1257
8787,2635
8788,4362
8789,3168
8790,52
8791,1704
8792,4259
8793,3895
8794,1502
8795,2194
8796,4161
8797,3404
8798,2335
8799,1039
8800,4242
8801,4258
8802,3405
8803,559
8804,1106
8805,95
8806,1526
8807,1470
8808,1824
8809,1855
8810,2759
8811,2145
8812,3675
8813,2095
8814,2742
8815,3946
8816,4076
8817,2639
8818,3969
8819,3741
8820,1100
8821,4085
8822,1373
8823,2161
8824,2388
8825,2225
8826,62
8827,1153
8828,2829
8829,3069
8830,2481
8831,3868
8832,3504
8833,2164
