MAZ,TAZ
12368,2862
12369,3021
12370,3021
12371,3021
12372,3021
12373,3021
12374,1038
12375,1017
12376,1017
12377,1017
12378,1017
12379,1017
12380,1017
12381,901
12382,901
12383,901
12384,1038
12385,1038
12386,1038
12387,1127
12388,1127
12389,1351
12390,1204
12391,1204
12392,1204
12393,1127
12394,1351
12395,1495
12396,1351
12397,1351
12398,1351
12399,1351
12400,4028
12401,4028
12402,4110
12403,4110
12404,4072
12405,4072
12406,4115
12407,4115
12408,4115
12409,4115
12410,4126
12411,4126
12412,4148
12413,4148
12414,4133
12415,4133
12416,4133
12417,4083
12418,4133
12419,4198
12420,4198
12421,4205
12422,4214
12423,4214
12424,4281
12425,4227
12426,4238
12427,4132
12428,4079
12429,4079
12430,4079
12431,4079
12432,4066
12433,4066
12434,4058
12435,4058
12436,4058
12437,4058
12438,4099
12439,4138
12440,4128
12441,4128
12442,4167
12443,4138
12444,4167
12445,4167
12446,4167
12447,4167
12448,4146
12449,4092
12450,4146
12451,4156
12452,4156
12453,4156
12454,4102
12455,4026
12456,4026
12457,4012
12458,4012
12459,4012
12460,4012
12461,4035
12462,4035
12463,4075
12464,4091
12465,4091
12466,4040
12467,4091
12468,4091
12469,4081
12470,4091
12471,4081
12472,4142
12473,4142
12474,4142
12475,4134
12476,4134
12477,4134
12478,4134
12479,4091
12480,4141
12481,4091
12482,3866
12483,3866
12484,3866
12485,3864
12486,3755
12487,3755
12488,3755
12489,3755
12490,3755
12491,3755
12492,3755
12493,3755
12494,4016
12495,3961
12496,3961
12497,4054
12498,4011
12499,3956
12500,3864
12501,3864
12502,3937
12503,3755
12504,3935
12505,3935
12506,3935
12507,3935
12508,3935
12509,3888
12510,3888
12511,3906
12512,3759
12513,3977
12514,3977
12515,64
12516,64
12517,64
12518,54
12519,62
12520,54
12521,62
12522,60
12523,60
12524,60
12525,60
12526,58
12527,63
12528,63
12529,69
12530,69
12531,47
12532,89
12533,76
12534,76
12535,74
12536,74
12537,84
12538,84
12539,61
12540,67
12541,73
12542,2194
12543,2136
12544,2231
12545,2136
12546,2231
12547,2136
12548,2231
12549,2231
12550,2231
12551,1884
12552,1884
12553,1884
12554,2304
12555,2304
12556,2304
12557,2304
12558,2304
12559,2267
12560,2267
12561,2267
12562,2249
12563,2249
12564,2331
12565,2331
12566,2331
12567,2405
12568,2405
12569,2405
12570,2484
12571,2484
12572,2249
12573,2249
12574,2249
12575,2249
12576,2443
12577,2545
12578,2545
12579,2545
12580,2545
12581,2680
12582,2680
12583,2680
12584,2671
12585,2671
12586,2671
12587,2532
12588,2532
12589,2548
12590,2548
12591,2615
12592,2615
12593,2615
12594,2532
12595,2548
12596,2548
12597,2548
12598,2427
12599,2427
12600,2427
12601,2427
12602,2427
12603,2400
12604,2400
12605,2400
12606,901
12607,901
12608,901
12609,1071
12610,1106
12611,1008
12612,1008
12613,1146
12614,1106
12615,1106
12616,4289
12617,4289
12618,4270
12619,4270
12620,4232
12621,4209
12622,4264
12623,4232
12624,4255
12625,4255
12626,4255
12627,4255
12628,4255
12629,4201
12630,4183
12631,4201
12632,4231
12633,4231
12634,4231
12635,4171
12636,4171
12637,4171
12638,4171
12639,4154
12640,4154
12641,4193
12642,4240
12643,4296
12644,4330
12645,4296
12646,4252
12647,4252
12648,4252
12649,4265
12650,4265
12651,4340
12652,4340
12653,4235
12654,4235
12655,4294
12656,4294
12657,4294
12658,4294
12659,4361
12660,4392
12661,4392
12662,4362
12663,4362
12664,4362
12665,4387
12666,4389
12667,4389
12668,4389
12669,4387
12670,4358
12671,4358
12672,4326
12673,4326
12674,4326
12675,4326
12676,2238
12677,3840
12678,4582
12679,4582
12680,4582
12681,4549
12682,3930
12683,3870
12684,3870
12685,3870
12686,3216
12687,3216
12688,3216
12689,3216
12690,3216
12691,3216
12692,2134
12693,2064
12694,2064
12695,2064
12696,2064
12697,2064
12698,2064
12699,1227
12700,1227
12701,1227
12702,1385
12703,1385
12704,1385
12705,1385
12706,810
12707,810
12708,980
12709,898
12710,952
12711,952
12712,952
12713,952
12714,1255
12715,4059
12716,4059
12717,4072
12718,4104
12719,4104
12720,4104
12721,4104
12722,4125
12723,4036
12724,4088
12725,4088
12726,4088
12727,4088
12728,4109
12729,4109
12730,4109
12731,4109
12732,4164
12733,4109
12734,4039
12735,4085
12736,4085
12737,4085
12738,4106
12739,4106
12740,4106
12741,4054
12742,4165
12743,4165
12744,4165
12745,4157
12746,4169
12747,4040
12748,4197
12749,4164
12750,4164
12751,4164
12752,4164
12753,4202
12754,4202
12755,4202
12756,4147
12757,4190
12758,4190
12759,4190
12760,4182
12761,4182
12762,4182
12763,4195
12764,4228
12765,4259
12766,4228
12767,4228
12768,4259
12769,4259
12770,4224
12771,4203
12772,1106
12773,1106
12774,1106
12775,1106
12776,838
12777,872
12778,838
12779,838
12780,978
12781,860
12782,841
12783,841
12784,1071
12785,1146
12786,1146
12787,1146
12788,1351
12789,1330
12790,1071
12791,1173
12792,1173
12793,1330
12794,1183
12795,1173
12796,1413
12797,1279
12798,1279
12799,1284
12800,1284
12801,1299
12802,1396
12803,1364
12804,1396
12805,1495
12806,1495
12807,1495
12808,1495
12809,1495
12810,1530
12811,1530
12812,1530
12813,1351
12814,1881
12815,1955
12816,2111
12817,1955
12818,1955
12819,1955
12820,1865
12821,1865
12822,1865
12823,2101
12824,2031
12825,2031
12826,2101
12827,2031
12828,2031
12829,2031
12830,2031
12831,2194
12832,2194
12833,2274
12834,2274
12835,2546
12836,2546
12837,2546
12838,2460
12839,2546
12840,2460
12841,2780
12842,2780
12843,2567
12844,2567
12845,2545
12846,1884
12847,2194
12848,2231
12849,2194
12850,2194
12851,2231
12852,2304
12853,2304
12854,2304
12855,2194
12856,2231
12857,1102
12858,4349
12859,4349
12860,4349
12861,4309
12862,4349
12863,4384
12864,4384
12865,4384
12866,4391
12867,4391
12868,4409
12869,4409
12870,4409
12871,4409
12872,4409
12873,4415
12874,4448
12875,4448
12876,4448
12877,4448
12878,4448
12879,4476
12880,4470
12881,4492
12882,4502
12883,4502
12884,4312
12885,4350
12886,4336
12887,4336
12888,4336
12889,4364
12890,4338
12891,4338
12892,4343
12893,4319
12894,4333
12895,4369
12896,4338
12897,4343
12898,4343
12899,4343
12900,4385
12901,4394
12902,4378
12903,4378
12904,4394
12905,4394
12906,4390
12907,4390
12908,4390
12909,4390
12910,4390
12911,4390
12912,4390
12913,4429
12914,4429
12915,4429
12916,4429
12917,4425
12918,4453
12919,4453
12920,4469
12921,4469
12922,4496
12923,4484
12924,4484
12925,4484
12926,4484
12927,4484
12928,4477
12929,4477
12930,4501
12931,4501
12932,4501
12933,4537
12934,4515
12935,4515
12936,4515
12937,4515
12938,4515
12939,4537
12940,4555
12941,4555
12942,4510
12943,4565
12944,4565
12945,4517
12946,4517
12947,4517
12948,4527
12949,4527
12950,4527
12951,4527
12952,4580
12953,4592
12954,4608
12955,4608
12956,4609
12957,4609
12958,4556
12959,4505
12960,4505
12961,4505
12962,4505
12963,4323
12964,4323
12965,4276
12966,4323
12967,4323
12968,2264
12969,1936
12970,2118
12971,2118
12972,2236
12973,2432
12974,2432
12975,2468
12976,2381
12977,2381
12978,2361
12979,2485
12980,2318
12981,2318
12982,2361
12983,2089
12984,1819
12985,1819
12986,1904
12987,1951
12988,1892
12989,1892
12990,2122
12991,2219
12992,2219
12993,2170
12994,2122
12995,79
12996,73
12997,67
12998,67
12999,67
13000,73
13001,90
13002,90
13003,79
13004,87
13005,87
13006,90
13007,90
13008,2439
13009,2506
13010,2494
13011,2494
13012,2494
13013,2445
13014,2445
13015,2445
13016,2438
13017,2388
13018,2388
13019,2325
13020,2325
13021,2325
13022,2325
13023,2123
13024,2123
13025,2123
13026,2096
13027,2123
13028,2123
13029,2163
13030,2163
13031,2139
13032,2217
13033,2217
13034,2153
13035,2153
13036,2153
13037,2103
13038,2043
13039,2043
13040,1956
13041,1736
13042,1736
13043,1736
13044,1736
13045,1736
13046,1917
13047,1956
13048,1917
13049,1956
13050,1917
13051,1547
13052,1547
13053,1474
13054,1474
13055,2239
13056,2239
13057,2239
13058,2239
13059,2239
13060,2237
13061,2400
13062,2188
13063,2111
13064,1955
13065,1955
13066,1955
13067,2188
13068,2188
13069,2188
13070,2188
13071,2188
13072,2310
13073,2400
13074,2307
13075,2307
13076,2233
13077,2197
13078,2197
13079,2233
13080,2307
13081,2233
13082,2233
13083,3175
13084,3093
13085,1413
13086,1413
13087,1585
13088,1413
13089,1659
13090,1659
13091,1585
13092,1585
13093,1659
13094,1659
13095,1913
13096,1913
13097,1913
13098,1913
13099,1913
13100,1913
13101,1913
13102,1998
13103,1998
13104,1998
13105,1998
13106,1998
13107,2123
13108,2234
13109,2320
13110,2373
13111,2320
13112,2320
13113,2320
13114,2320
13115,2373
13116,2373
13117,2373
13118,2373
13119,2439
13120,2506
13121,2439
13122,90
13123,90
13124,90
13125,78
13126,78
13127,81
13128,78
13129,81
13130,81
13131,78
13132,78
13133,116
13134,116
13135,2014
13136,2045
13137,2016
13138,2045
13139,1864
13140,1678
13141,1739
13142,1915
13143,1915
13144,1698
13145,1698
13146,1698
13147,1789
13148,1789
13149,1855
13150,1789
13151,1959
13152,1959
13153,1959
13154,1609
13155,1567
13156,1514
13157,1514
13158,1471
13159,1471
13160,1465
13161,1465
13162,1465
13163,1465
13164,1471
13165,1465
13166,1445
13167,1445
13168,1445
13169,1511
13170,1511
13171,1465
13172,1383
13173,1387
13174,1387
13175,1387
13176,1387
13177,1387
13178,1387
13179,1362
13180,1282
13181,1349
13182,1293
13183,1282
13184,1349
13185,1349
13186,1349
13187,1293
13188,1293
13189,1325
13190,1787
13191,1645
13192,1645
13193,1624
13194,1624
13195,1567
13196,1567
13197,1645
13198,2374
13199,2374
13200,2374
13201,2374
13202,2374
13203,2335
13204,2272
13205,2314
13206,2314
13207,2272
13208,2272
13209,2272
13210,2272
13211,2272
13212,2261
13213,2261
13214,2261
13215,2314
13216,2314
13217,2261
13218,2429
13219,2379
13220,2379
13221,2512
13222,2461
13223,2379
13224,2379
13225,2379
13226,2396
13227,2396
13228,2396
13229,2396
13230,2448
13231,2448
13232,2448
13233,2512
13234,2514
13235,2514
13236,2461
13237,2461
13238,2461
13239,2461
13240,2429
13241,2588
13242,2744
13243,2117
13244,2117
13245,2048
13246,2048
13247,2104
13248,1914
13249,1914
13250,1914
13251,1914
13252,2014
13253,2270
13254,2191
13255,2226
13256,2226
13257,2226
13258,2226
13259,1934
13260,1974
13261,2044
13262,1974
13263,2047
13264,1974
13265,2047
13266,2047
13267,2047
13268,2072
13269,2072
13270,2072
13271,2072
13272,2072
13273,2072
13274,2072
13275,1993
13276,1993
13277,2062
13278,2062
13279,2051
13280,2051
13281,2051
13282,2051
13283,2051
13284,1989
13285,1989
13286,1989
13287,1989
13288,1989
13289,1989
13290,2083
13291,2083
13292,2083
13293,2083
13294,2140
13295,2140
13296,2146
13297,2146
13298,2161
13299,2161
13300,1991
13301,1991
13302,1991
13303,2084
13304,1840
13305,1840
13306,1840
13307,1840
13308,1861
13309,1861
13310,1861
13311,1756
13312,2092
13313,2190
13314,2190
13315,2167
13316,1988
13317,1988
13318,1801
13319,1995
13320,1995
13321,1801
13322,1801
13323,1803
13324,1649
13325,1803
13326,1675
13327,1649
13328,2104
13329,2104
13330,2014
13331,2014
13332,2242
13333,2242
13334,2157
13335,2157
13336,2100
13337,2100
13338,1782
13339,1459
13340,1525
13341,1525
13342,1590
13343,1459
13344,1459
13345,1459
13346,1459
13347,1590
13348,1590
13349,1590
13350,1650
13351,1541
13352,1692
13353,1692
13354,1692
13355,1565
13356,1565
13357,1565
13358,1565
13359,1646
13360,1646
13361,1646
13362,2102
13363,2456
13364,2454
13365,2498
13366,2244
13367,2244
13368,2244
13369,2330
13370,2330
13371,2330
13372,2330
13373,2653
13374,2553
13375,2237
13376,2237
13377,2237
13378,2237
13379,2237
13380,2237
13381,2441
13382,2486
13383,2486
13384,2441
13385,2441
13386,2370
13387,2240
13388,2617
13389,2695
13390,2695
13391,2695
13392,2695
13393,2695
13394,2814
13395,2939
13396,2814
13397,2939
13398,2848
13399,2848
13400,2848
13401,2848
13402,2720
13403,2720
13404,2720
13405,2646
13406,2646
13407,2646
13408,2646
13409,2539
13410,2543
13411,2543
13412,2543
13413,2543
13414,2543
13415,2591
13416,2591
13417,2591
13418,2632
13419,2787
13420,2964
13421,2964
13422,2973
13423,3004
13424,3004
13425,3133
13426,3133
13427,3133
13428,3133
13429,3133
13430,3133
13431,3133
13432,3138
13433,3138
13434,3133
13435,2839
13436,2839
13437,2588
13438,2744
13439,2744
13440,2526
13441,2587
13442,2587
13443,2587
13444,2587
13445,2755
13446,2755
13447,2755
13448,2755
13449,2755
13450,2755
13451,2832
13452,2832
13453,2863
13454,2863
13455,2863
13456,2832
13457,2832
13458,2832
13459,107
13460,107
13461,116
13462,2839
13463,2839
13464,2839
13465,3224
13466,3304
13467,3361
13468,3304
13469,3304
13470,3224
13471,3361
13472,3274
13473,3354
13474,3354
13475,3354
13476,3234
13477,3234
13478,3234
13479,3156
13480,3138
13481,3041
13482,3041
13483,3041
13484,2899
13485,2540
13486,2540
13487,2540
13488,2540
13489,2663
13490,2663
13491,2663
13492,2631
13493,2631
13494,2663
13495,2631
13496,2663
13497,2631
13498,2631
13499,2631
13500,2747
13501,2914
13502,2840
13503,2913
13504,2886
13505,2506
13506,2487
13507,2487
13508,2487
13509,2487
13510,2487
13511,2914
13512,2995
13513,2995
13514,2995
13515,116
13516,111
13517,102
13518,129
13519,129
13520,129
13521,129
13522,94
13523,94
13524,115
13525,105
13526,105
13527,105
13528,105
13529,105
13530,115
13531,144
13532,140
13533,140
13534,140
13535,154
13536,146
13537,150
13538,150
13539,150
13540,72
13541,101
13542,101
13543,101
13544,101
13545,101
13546,101
13547,101
13548,122
13549,89
13550,122
13551,108
13552,108
13553,88
13554,83
13555,98
13556,114
13557,114
13558,114
13559,131
13560,131
13561,114
13562,3480
13563,3544
13564,3480
13565,3517
13566,3517
13567,3331
13568,3330
13569,3330
13570,3421
13571,3421
13572,3174
13573,3174
13574,3174
13575,3174
13576,3174
13577,3174
13578,3290
13579,3290
13580,3225
13581,3225
13582,3225
13583,3225
13584,3321
13585,3321
13586,2863
13587,2863
13588,2863
13589,17
13590,13
13591,13
13592,17
13593,17
13594,42
13595,42
13596,42
13597,2127
13598,2127
13599,2143
13600,2220
13601,2220
13602,2220
13603,2143
13604,2143
13605,2232
13606,2428
13607,2360
13608,2360
13609,2428
13610,2437
13611,2481
13612,2481
13613,2594
13614,2436
13615,2436
13616,2436
13617,2246
13618,2257
13619,2257
13620,2257
13621,2258
13622,2315
13623,2258
13624,2269
13625,2269
13626,2364
13627,2315
13628,2364
13629,2420
13630,2420
13631,2420
13632,2420
13633,1699
13634,1699
13635,1699
13636,1699
13637,1699
13638,1632
13639,1632
13640,1538
13641,1538
13642,1538
13643,1538
13644,1461
13645,1461
13646,1461
13647,1388
13648,1388
13649,1388
13650,1388
13651,1420
13652,1420
13653,1420
13654,1420
13655,1420
13656,1484
13657,1484
13658,1461
13659,1461
13660,1558
13661,1558
13662,1500
13663,1500
13664,1559
13665,1523
13666,1467
13667,1500
13668,1500
13669,1559
13670,1523
13671,1523
13672,1523
13673,1523
13674,1482
13675,1440
13676,1440
13677,1440
13678,1440
13679,1440
13680,1440
13681,1440
13682,1467
13683,1467
13684,1467
13685,1369
13686,1369
13687,1388
13688,1359
13689,1359
13690,1359
13691,1359
13692,1359
13693,1323
13694,1323
13695,1268
13696,1323
13697,1323
13698,1295
13699,1295
13700,1295
13701,1252
13702,1252
13703,1208
13704,1208
13705,1208
13706,1113
13707,1057
13708,1142
13709,1142
13710,1142
13711,1142
13712,1149
13713,1208
13714,1057
13715,1149
13716,1057
13717,1149
13718,1149
13719,1149
13720,1149
13721,1149
13722,1092
13723,981
13724,1092
13725,1092
13726,1092
13727,2995
13728,2995
13729,3156
13730,3156
13731,3015
13732,3234
13733,3156
13734,3156
13735,3156
13736,3308
13737,3308
13738,3308
13739,3380
13740,3308
13741,3248
13742,3248
13743,3248
13744,3248
13745,3122
13746,2710
13747,2710
13748,2673
13749,2673
13750,3109
13751,3109
13752,3017
13753,3017
13754,2673
13755,2673
13756,2830
13757,2673
13758,2830
13759,3423
13760,3423
13761,2998
13762,2998
13763,2921
13764,2921
13765,2921
13766,2968
13767,2822
13768,2728
13769,2740
13770,2838
13771,2991
13772,2991
13773,2991
13774,3053
13775,2991
13776,2991
13777,3124
13778,3124
13779,3209
13780,3209
13781,3209
13782,3209
13783,3228
13784,3228
13785,3228
13786,3291
13787,3291
13788,3291
13789,3291
13790,3291
13791,3252
13792,3252
13793,3213
13794,3252
13795,3252
13796,3009
13797,3266
13798,3266
13799,3104
13800,3109
13801,3109
13802,3249
13803,3249
13804,3249
13805,3249
13806,3435
13807,3292
13808,3336
13809,2998
13810,3292
13811,3336
13812,3184
13813,3184
13814,3184
13815,3184
13816,3184
13817,3332
13818,3332
13819,3332
13820,3332
13821,3353
13822,3352
13823,3352
13824,3352
13825,3352
13826,3353
13827,3353
13828,3353
13829,3443
13830,3443
13831,3443
13832,3415
13833,3415
13834,3464
13835,3464
13836,3488
13837,3488
13838,3488
13839,3429
13840,3429
13841,3429
13842,3111
13843,3111
13844,3111
13845,3111
13846,3285
13847,3162
13848,3134
13849,3258
13850,3258
13851,3258
13852,3162
13853,3162
13854,3150
13855,3150
13856,3212
13857,3212
13858,3303
13859,3303
13860,3303
13861,3303
13862,3303
13863,3155
13864,3155
13865,3155
13866,3233
13867,3233
13868,3233
13869,3233
13870,3233
13871,3293
13872,3293
13873,3390
13874,3390
13875,3473
13876,3480
13877,3480
13878,3480
13879,3480
13880,1092
13881,1092
13882,1092
13883,1092
13884,1092
13885,1092
13886,981
13887,981
13888,981
13889,1103
13890,1359
13891,1398
13892,1398
13893,1252
13894,1257
13895,1290
13896,1290
13897,1240
13898,1290
13899,1240
13900,1332
13901,1332
13902,1237
13903,1332
13904,1332
13905,1332
13906,1332
13907,1237
13908,1237
13909,1237
13910,1237
13911,1237
13912,1446
13913,1512
13914,1446
13915,1441
13916,1441
13917,1441
13918,1441
13919,1441
13920,1441
13921,1560
13922,1560
13923,1560
13924,1512
13925,1441
13926,1479
13927,1479
13928,1479
13929,1479
13930,1501
13931,1501
13932,1374
13933,1374
13934,1479
13935,1374
13936,1374
13937,1374
13938,1374
13939,1439
13940,1439
13941,1363
13942,1439
13943,1439
13944,1363
13945,1347
13946,1347
13947,1297
13948,1297
13949,1207
13950,1207
13951,1207
13952,1207
13953,1207
13954,1016
13955,1016
13956,1016
13957,1016
13958,1016
13959,1016
13960,1016
13961,1016
13962,1086
13963,1086
13964,1086
13965,1086
13966,1086
13967,1086
13968,1238
13969,1238
13970,1238
13971,1238
13972,1238
13973,1238
13974,1238
13975,1180
13976,1180
13977,1156
13978,1156
13979,1180
13980,1196
13981,1196
13982,1196
13983,1196
13984,1125
13985,1109
13986,1109
13987,1109
13988,1109
13989,1047
13990,1047
13991,1047
13992,1026
13993,1026
13994,1039
13995,1272
13996,1255
13997,1255
13998,1255
13999,1255
14000,1311
14001,1049
14002,1244
14003,1280
14004,1280
14005,1328
14006,1328
14007,1258
14008,1258
14009,1102
14010,1102
14011,1214
14012,1214
14013,1214
14014,1307
14015,1307
14016,1307
14017,1307
14018,1214
14019,1214
14020,1174
14021,1291
14022,1210
14023,1210
14024,1210
14025,1210
14026,1110
14027,3379
14028,3379
14029,3379
14030,3391
14031,3517
14032,3517
14033,3517
14034,3497
14035,3580
14036,3580
14037,3580
14038,3580
14039,3580
14040,3580
14041,3580
14042,3541
14043,3408
14044,3287
14045,3287
14046,3287
14047,3408
14048,3614
14049,3875
14050,3614
14051,3614
14052,3614
14053,3614
14054,3614
14055,3614
14056,3614
14057,3614
14058,3664
14059,3664
14060,3664
14061,3587
14062,3587
14063,3587
14064,3587
14065,3587
14066,3587
14067,3587
14068,3587
14069,3587
14070,3578
14071,3578
14072,3578
14073,3578
14074,3578
14075,3376
14076,3285
14077,3405
14078,3405
14079,3578
14080,3578
14081,3767
14082,3767
14083,3766
14084,3767
14085,3766
14086,3767
14087,3766
14088,3578
14089,3578
14090,3578
14091,3578
14092,3578
14093,3285
14094,3285
14095,3380
14096,3380
14097,3469
14098,3647
14099,3647
14100,3530
14101,3604
14102,3604
14103,3701
14104,3701
14105,3647
14106,3647
14107,3813
14108,3813
14109,3853
14110,3943
14111,3853
14112,3820
14113,3820
14114,3820
14115,3820
14116,3744
14117,3744
14118,3744
14119,3744
14120,3656
14121,3673
14122,3673
14123,3673
14124,3656
14125,3697
14126,3606
14127,3545
14128,3545
14129,3545
14130,3545
14131,3488
14132,3429
14133,3429
14134,3403
14135,3403
14136,3435
14137,3564
14138,3564
14139,3435
14140,3435
14141,3531
14142,3531
14143,3531
14144,3554
14145,3554
14146,3606
14147,3606
14148,3629
14149,3629
14150,3629
14151,3629
14152,3606
14153,3697
14154,3697
14155,3697
14156,3697
14157,3697
14158,3805
14159,3805
14160,3805
14161,3805
14162,3805
14163,3805
14164,3805
14165,3943
14166,3943
14167,3943
14168,3797
14169,3797
14170,3797
14171,3797
14172,3797
14173,3797
14174,3724
14175,3731
14176,3648
14177,3593
14178,3593
14179,3534
14180,3534
14181,3581
14182,3590
14183,3534
14184,3581
14185,3639
14186,3590
14187,3590
14188,3639
14189,3538
14190,3534
14191,3534
14192,3443
14193,3459
14194,3538
14195,3538
14196,3613
14197,3613
14198,3459
14199,3468
14200,3468
14201,3450
14202,3613
14203,3613
14204,3679
14205,3679
14206,3679
14207,3679
14208,3613
14209,3679
14210,3685
14211,3685
14212,3685
14213,3845
14214,3731
14215,3731
14216,3736
14217,3736
14218,3789
14219,3736
14220,3685
14221,3685
14222,3845
14223,3845
14224,3766
14225,3468
14226,3450
14227,3514
14228,3646
14229,3646
14230,3646
14231,3514
14232,3646
14233,3514
14234,3748
14235,3766
14236,3766
14237,3646
14238,3748
14239,3646
14240,3646
14241,3646
14242,3512
14243,3512
14244,3512
14245,3512
14246,3766
14247,4256
14248,4069
14249,4245
14250,4200
14251,4129
14252,2454
14253,2454
14254,2454
14255,2467
14256,2324
14257,2324
14258,2324
14259,2356
14260,2324
14261,2324
14262,2333
14263,2102
14264,2137
14265,1971
14266,2137
14267,1971
14268,1832
14269,1832
14270,1905
14271,1767
14272,1767
14273,2148
14274,1952
14275,2158
14276,2245
14277,2255
14278,2200
14279,2171
14280,2131
14281,2093
14282,2245
14283,2171
14284,2171
14285,2061
14286,2061
14287,2090
14288,1997
14289,1833
14290,1833
14291,1833
14292,1907
14293,1907
14294,1887
14295,1759
14296,1784
14297,1759
14298,1759
14299,1646
14300,1565
14301,1565
14302,1565
14303,1524
14304,1524
14305,1404
14306,1450
14307,1524
14308,1404
14309,1560
14310,1560
14311,112
14312,112
14313,112
14314,112
14315,112
14316,135
14317,125
14318,137
14319,131
14320,141
14321,126
14322,126
14323,157
14324,157
14325,153
14326,155
14327,139
14328,139
14329,139
14330,153
14331,153
14332,153
14333,155
14334,155
14335,155
14336,159
14337,155
14338,170
14339,978
14340,978
14341,1214
14342,1214
14343,1214
14344,4046
14345,4100
14346,3907
14347,4100
14348,4100
14349,3551
14350,3828
14351,3828
14352,3828
14353,4101
14354,4101
14355,3995
14356,3995
14357,3995
14358,1110
14359,1110
14360,1110
14361,448
14362,448
14363,448
14364,477
14365,440
14366,479
14367,479
14368,479
14369,479
14370,477
14371,452
14372,452
14373,477
14374,477
14375,477
14376,521
14377,422
14378,403
14379,403
14380,403
14381,443
14382,443
14383,323
14384,367
14385,323
14386,367
14387,316
14388,323
14389,316
14390,316
14391,316
14392,316
14393,316
14394,316
14395,281
14396,245
14397,245
14398,240
14399,177
14400,177
14401,189
14402,177
14403,2355
14404,1110
14405,4572
14406,4522
14407,4535
14408,4572
14409,4535
14410,4572
14411,4572
14412,4572
14413,4525
14414,4525
14415,4525
14416,4525
14417,4439
14418,4439
14419,4439
14420,4439
14421,4480
14422,4452
14423,4419
14424,4487
14425,4487
14426,4334
14427,4419
14428,4328
14429,4375
14430,4351
14431,4418
14432,4447
14433,4483
14434,4447
14435,4475
14436,4572
14437,4572
14438,4535
14439,4535
14440,4535
14441,4480
14442,4480
14443,4480
14444,4452
14445,4452
14446,4452
14447,4487
14448,4381
14449,4375
14450,4375
14451,4381
14452,4334
14453,4334
14454,4381
14455,4334
14456,4377
14457,4434
14458,4483
14459,4447
14460,4483
14461,4483
14462,4488
14463,4488
14464,4383
14465,4383
14466,4383
14467,4383
14468,4383
14469,4348
14470,4348
14471,4395
14472,4383
14473,4383
14474,4383
14475,4383
14476,4395
14477,4395
14478,4348
14479,4395
14480,4395
14481,4430
14482,4482
14483,4430
14484,4482
14485,4494
14486,4494
14487,4481
14488,4454
14489,4489
14490,4451
14491,4451
14492,4489
14493,4482
14494,4494
14495,4574
14496,4528
14497,4504
14498,4528
14499,4528
14500,4571
14501,4571
14502,4528
14503,4528
14504,4574
14505,4571
14506,4524
14507,4571
14508,4518
14509,4518
14510,4561
14511,4627
14512,4610
14513,4627
14514,4603
14515,4630
14516,4648
14517,4590
14518,4703
14519,4688
14520,4647
14521,4714
14522,4714
14523,4703
14524,4647
14525,4684
14526,4699
14527,4647
14528,4699
14529,4679
14530,4679
14531,4679
14532,4718
14533,4718
14534,4718
14535,4671
14536,4716
14537,4658
14538,4677
14539,4658
14540,4716
14541,4664
14542,4664
14543,4684
14544,4750
14545,4735
14546,4738
14547,4743
14548,4725
14549,4725
14550,4733
14551,4733
14552,4725
14553,4733
14554,4726
14555,4749
14556,4749
14557,4749
14558,4748
14559,4735
14560,4735
14561,4493
14562,4486
14563,4486
14564,4516
14565,4543
14566,4516
14567,4543
14568,4516
14569,4530
14570,4530
14571,4497
14572,4600
14573,4600
14574,4616
14575,4583
14576,4574
14577,4543
14578,4574
14579,4458
14580,4430
14581,4430
14582,4383
14583,4428
14584,4481
14585,4490
14586,4454
14587,4490
14588,4454
14589,4490
14590,4482
14591,4430
14592,4482
14593,4482
14594,4489
14595,4430
14596,4482
14597,4430
14598,4482
14599,4430
14600,4482
14601,4430
14602,4494
14603,4528
14604,4528
14605,4524
14606,4524
14607,4571
14608,4571
14609,4571
14610,4524
14611,4494
14612,4571
14613,4524
14614,4524
14615,4524
14616,4561
14617,4524
14618,4524
14619,4561
14620,4518
14621,4561
14622,4518
14623,4610
14624,4603
14625,4603
14626,4603
14627,4603
14628,4603
14629,4590
14630,4590
14631,4679
14632,4679
14633,4679
14634,4679
14635,4718
14636,4671
14637,4677
14638,4677
14639,4677
14640,4677
14641,4609
14642,4688
14643,4647
14644,4669
14645,4647
14646,4750
14647,4750
14648,4726
14649,4725
14650,4743
14651,4726
14652,4732
14653,4748
14654,4732
14655,4748
14656,4717
14657,4735
14658,4486
14659,4516
14660,4530
14661,4530
14662,4504
14663,4530
14664,4530
14665,4530
14666,4497
14667,4497
14668,4497
14669,4504
14670,4616
14671,4543
14672,4583
14673,4616
14674,4616
14675,4574
14676,4614
14677,4614
14678,4574
14679,4574
14680,4614
14681,4530
14682,4614
14683,4616
14684,4600
14685,4529
14686,4600
14687,4583
14688,4583
14689,4576
14690,4600
14691,4458
14692,4485
14693,4458
14694,4485
14695,4458
14696,4423
14697,4423
14698,4423
14699,4423
14700,4422
14701,4422
14702,4422
14703,4413
14704,4413
14705,4411
14706,4368
14707,4411
14708,4319
14709,4411
14710,4442
14711,4319
14712,4442
14713,4413
14714,4368
14715,4380
14716,4411
14717,4380
14718,4503
14719,4503
14720,4499
14721,4499
14722,4499
14723,4465
14724,4465
14725,4465
14726,4445
14727,4445
14728,4455
14729,4455
14730,4722
14731,4722
14732,4683
14733,4709
