purpose,avgDist
1: Work,3.6483874751002583
2: University,3.7242891040385286
3: School,7.856733677083219
4: Escort,3.8642982452554997
5: Individual Maintenance,3.7877997322766577
6: Individual Discretionary,3.405648971149125
7: Joint Maintenance,4.225706962330343
8: Joint Discretionary,3.8165490244649978
9: Work-based,5.819953721610451
Total,4.188500031402238
