distbin,purpose,freq
34,5: Individual Maintenance,585
34,6: Individual Discretionary,279
34,7: Joint Maintenance,108
34,8: Joint Discretionary,66
34,9: Work-based,84
35,1: Work,1257
35,2: University,97
35,3: School,1708
35,4: Escort,354
35,5: Individual Maintenance,524
35,6: Individual Discretionary,235
35,7: Joint Maintenance,107
35,8: Joint Discretionary,54
35,9: Work-based,68
36,1: Work,990
36,2: University,71
36,3: School,1443
36,4: Escort,300
36,5: Individual Maintenance,438
36,6: Individual Discretionary,246
36,7: Joint Maintenance,90
36,8: Joint Discretionary,62
36,9: Work-based,61
37,1: Work,997
37,2: University,72
37,3: School,1360
37,4: Escort,252
37,5: Individual Maintenance,413
37,6: Individual Discretionary,179
37,7: Joint Maintenance,82
37,8: Joint Discretionary,39
37,9: Work-based,64
38,1: Work,1076
38,2: University,49
38,3: School,1292
38,4: Escort,239
38,5: Individual Maintenance,356
38,6: Individual Discretionary,153
38,7: Joint Maintenance,78
38,8: Joint Discretionary,34
38,9: Work-based,77
39,1: Work,821
39,2: University,44
39,3: School,1125
39,4: Escort,182
39,5: Individual Maintenance,313
39,6: Individual Discretionary,172
39,7: Joint Maintenance,62
39,8: Joint Discretionary,29
39,9: Work-based,63
40,1: Work,632
40,2: University,44
40,3: School,975
40,4: Escort,158
40,5: Individual Maintenance,252
40,6: Individual Discretionary,126
40,7: Joint Maintenance,44
40,8: Joint Discretionary,34
40,9: Work-based,51
41,1: Work,557
41,2: University,41
41,3: School,872
41,4: Escort,140
41,5: Individual Maintenance,204
41,6: Individual Discretionary,119
41,7: Joint Maintenance,50
41,8: Joint Discretionary,29
41,9: Work-based,41
42,1: Work,688
42,2: University,29
42,3: School,825
42,4: Escort,120
42,5: Individual Maintenance,206
42,6: Individual Discretionary,97
42,7: Joint Maintenance,55
42,8: Joint Discretionary,20
42,9: Work-based,45
43,1: Work,561
43,2: University,40
43,3: School,775
43,4: Escort,122
43,5: Individual Maintenance,171
43,6: Individual Discretionary,82
43,7: Joint Maintenance,31
43,8: Joint Discretionary,26
43,9: Work-based,36
100000,1: Work,3929
100000,2: University,207
100000,3: School,7200
100000,4: Escort,771
100000,5: Individual Maintenance,1203
100000,6: Individual Discretionary,822
100000,7: Joint Maintenance,266
100000,8: Joint Discretionary,183
100000,9: Work-based,677
