distbin,District,purpose,value
16,5: East Suburban,Work,9519.0
16,6: North County West,Work,5480.0
16,7: North County East,Work,4672.0
16,8: East County,Work,101.0
17,1: Downtown,Work,579.0
17,2: Central,Work,6889.0
17,3: North City,Work,11833.0
17,4: South Suburban,Work,6177.0
17,5: East Suburban,Work,9413.0
17,6: North County West,Work,4624.0
17,7: North County East,Work,4437.0
17,8: East County,Work,90.0
18,1: Downtown,Work,330.0
18,2: Central,Work,5797.0
18,3: North City,Work,11068.0
18,4: South Suburban,Work,6012.0
18,5: East Suburban,Work,9224.0
18,6: North County West,Work,4399.0
18,7: North County East,Work,4270.0
18,8: East County,Work,79.0
19,1: Downtown,Work,240.0
19,2: Central,Work,4568.0
19,3: North City,Work,9872.0
19,4: South Suburban,Work,5419.0
19,5: East Suburban,Work,8598.0
19,6: North County West,Work,4734.0
19,7: North County East,Work,4085.0
19,8: East County,Work,81.0
20,1: Downtown,Work,183.0
20,2: Central,Work,4018.0
20,3: North City,Work,8813.0
20,4: South Suburban,Work,4896.0
20,5: East Suburban,Work,7254.0
20,6: North County West,Work,3962.0
20,7: North County East,Work,4080.0
20,8: East County,Work,106.0
21,1: Downtown,Work,186.0
21,2: Central,Work,3269.0
21,3: North City,Work,7010.0
21,4: South Suburban,Work,4202.0
21,5: East Suburban,Work,6533.0
21,6: North County West,Work,3485.0
21,7: North County East,Work,4049.0
21,8: East County,Work,130.0
22,1: Downtown,Work,201.0
22,2: Central,Work,2546.0
22,3: North City,Work,6123.0
22,4: South Suburban,Work,3703.0
22,5: East Suburban,Work,5942.0
22,6: North County West,Work,3236.0
22,7: North County East,Work,3790.0
22,8: East County,Work,98.0
23,1: Downtown,Work,187.0
23,2: Central,Work,1963.0
23,3: North City,Work,4956.0
23,4: South Suburban,Work,3159.0
23,5: East Suburban,Work,5218.0
23,6: North County West,Work,3193.0
23,7: North County East,Work,3450.0
23,8: East County,Work,96.0
24,1: Downtown,Work,139.0
24,2: Central,Work,1607.0
24,3: North City,Work,4441.0
24,4: South Suburban,Work,2609.0
24,5: East Suburban,Work,4381.0
24,6: North County West,Work,3184.0
24,7: North County East,Work,3636.0
24,8: East County,Work,215.0
25,1: Downtown,Work,88.0
25,2: Central,Work,1329.0
25,3: North City,Work,3854.0
25,4: South Suburban,Work,2265.0
25,5: East Suburban,Work,3560.0
25,6: North County West,Work,2783.0
25,7: North County East,Work,3525.0
25,8: East County,Work,252.0
26,1: Downtown,Work,59.0
26,2: Central,Work,950.0
26,3: North City,Work,3281.0
26,4: South Suburban,Work,2041.0
26,5: East Suburban,Work,2976.0
26,6: North County West,Work,2602.0
26,7: North County East,Work,3422.0
26,8: East County,Work,127.0
27,1: Downtown,Work,43.0
27,2: Central,Work,710.0
27,3: North City,Work,2805.0
27,4: South Suburban,Work,1812.0
27,5: East Suburban,Work,2372.0
27,6: North County West,Work,2474.0
27,7: North County East,Work,2852.0
27,8: East County,Work,244.0
28,1: Downtown,Work,39.0
28,2: Central,Work,622.0
28,3: North City,Work,2209.0
28,4: South Suburban,Work,1511.0
28,5: East Suburban,Work,2112.0
28,6: North County West,Work,2286.0
28,7: North County East,Work,2672.0
28,8: East County,Work,147.0
29,1: Downtown,Work,20.0
29,2: Central,Work,503.0
29,3: North City,Work,1856.0
29,4: South Suburban,Work,1302.0
29,5: East Suburban,Work,1701.0
29,6: North County West,Work,2019.0
29,7: North County East,Work,2699.0
29,8: East County,Work,160.0
30,1: Downtown,Work,16.0
30,2: Central,Work,439.0
30,3: North City,Work,1501.0
30,4: South Suburban,Work,947.0
30,5: East Suburban,Work,1393.0
30,6: North County West,Work,1967.0
30,7: North County East,Work,2423.0
30,8: East County,Work,189.0
31,1: Downtown,Work,25.0
31,2: Central,Work,447.0
31,3: North City,Work,1144.0
31,4: South Suburban,Work,758.0
31,5: East Suburban,Work,1297.0
31,6: North County West,Work,1841.0
31,7: North County East,Work,2338.0
31,8: East County,Work,235.0
32,1: Downtown,Work,39.0
32,2: Central,Work,435.0
32,3: North City,Work,913.0
32,4: South Suburban,Work,634.0
32,5: East Suburban,Work,1139.0
32,6: North County West,Work,1656.0
32,7: North County East,Work,2119.0
32,8: East County,Work,165.0
33,1: Downtown,Work,38.0
33,2: Central,Work,397.0
33,3: North City,Work,787.0
33,4: South Suburban,Work,482.0
33,5: East Suburban,Work,911.0
33,6: North County West,Work,1518.0
33,7: North County East,Work,1897.0
33,8: East County,Work,135.0
34,1: Downtown,Work,56.0
34,2: Central,Work,342.0
34,3: North City,Work,669.0
34,4: South Suburban,Work,415.0
34,5: East Suburban,Work,791.0
34,6: North County West,Work,1166.0
34,7: North County East,Work,1843.0
34,8: East County,Work,158.0
35,1: Downtown,Work,35.0
35,2: Central,Work,312.0
35,3: North City,Work,455.0
35,4: South Suburban,Work,301.0
35,5: East Suburban,Work,699.0
35,6: North County West,Work,1087.0
35,7: North County East,Work,1372.0
35,8: East County,Work,146.0
36,1: Downtown,Work,25.0
36,2: Central,Work,241.0
36,3: North City,Work,422.0
36,4: South Suburban,Work,219.0
36,5: East Suburban,Work,650.0
36,6: North County West,Work,898.0
36,7: North County East,Work,1155.0
36,8: East County,Work,181.0
37,1: Downtown,Work,25.0
37,2: Central,Work,247.0
37,3: North City,Work,307.0
37,4: South Suburban,Work,137.0
37,5: East Suburban,Work,621.0
37,6: North County West,Work,751.0
37,7: North County East,Work,950.0
37,8: East County,Work,197.0
38,1: Downtown,Work,16.0
38,2: Central,Work,174.0
38,3: North City,Work,253.0
38,4: South Suburban,Work,141.0
38,5: East Suburban,Work,556.0
38,6: North County West,Work,628.0
38,7: North County East,Work,831.0
38,8: East County,Work,145.0
39,1: Downtown,Work,20.0
39,2: Central,Work,168.0
39,3: North City,Work,225.0
39,4: South Suburban,Work,105.0
39,5: East Suburban,Work,448.0
39,6: North County West,Work,531.0
39,7: North County East,Work,635.0
39,8: East County,Work,140.0
40,1: Downtown,Work,3.0
40,2: Central,Work,118.0
40,3: North City,Work,160.0
40,4: South Suburban,Work,127.0
40,5: East Suburban,Work,423.0
40,6: North County West,Work,453.0
40,7: North County East,Work,587.0
40,8: East County,Work,125.0
41,1: Downtown,Work,12.0
41,2: Central,Work,78.0
41,3: North City,Work,135.0
41,4: South Suburban,Work,97.0
41,5: East Suburban,Work,301.0
41,6: North County West,Work,360.0
41,7: North County East,Work,489.0
41,8: East County,Work,185.0
42,1: Downtown,Work,11.0
42,2: Central,Work,76.0
42,3: North City,Work,85.0
42,4: South Suburban,Work,107.0
42,5: East Suburban,Work,221.0
42,6: North County West,Work,313.0
42,7: North County East,Work,439.0
42,8: East County,Work,155.0
43,1: Downtown,Work,4.0
43,2: Central,Work,63.0
43,3: North City,Work,66.0
43,4: South Suburban,Work,87.0
43,5: East Suburban,Work,215.0
43,6: North County West,Work,254.0
43,7: North County East,Work,385.0
43,8: East County,Work,180.0
44,1: Downtown,Work,4.0
44,2: Central,Work,45.0
44,3: North City,Work,80.0
44,4: South Suburban,Work,79.0
44,5: East Suburban,Work,163.0
44,6: North County West,Work,238.0
44,7: North County East,Work,305.0
44,8: East County,Work,130.0
45,1: Downtown,Work,2.0
45,2: Central,Work,35.0
45,3: North City,Work,58.0
45,4: South Suburban,Work,60.0
45,5: East Suburban,Work,137.0
45,6: North County West,Work,186.0
45,7: North County East,Work,250.0
45,8: East County,Work,116.0
46,2: Central,Work,30.0
46,3: North City,Work,45.0
46,4: South Suburban,Work,77.0
46,5: East Suburban,Work,92.0
46,6: North County West,Work,146.0
46,7: North County East,Work,210.0
46,8: East County,Work,122.0
47,2: Central,Work,19.0
47,3: North City,Work,33.0
47,4: South Suburban,Work,76.0
47,5: East Suburban,Work,99.0
47,6: North County West,Work,130.0
47,7: North County East,Work,189.0
47,8: East County,Work,62.0
48,1: Downtown,Work,2.0
48,2: Central,Work,13.0
48,3: North City,Work,18.0
48,4: South Suburban,Work,56.0
48,5: East Suburban,Work,66.0
48,6: North County West,Work,100.0
48,7: North County East,Work,167.0
48,8: East County,Work,99.0
49,1: Downtown,Work,1.0
49,2: Central,Work,11.0
49,3: North City,Work,15.0
49,4: South Suburban,Work,32.0
49,5: East Suburban,Work,55.0
49,6: North County West,Work,80.0
49,7: North County East,Work,146.0
49,8: East County,Work,70.0
50,2: Central,Work,7.0
50,3: North City,Work,12.0
50,4: South Suburban,Work,29.0
50,5: East Suburban,Work,44.0
50,6: North County West,Work,62.0
50,7: North County East,Work,109.0
50,8: East County,Work,90.0
99999,1: Downtown,Work,3.0
99999,2: Central,Work,55.0
99999,3: North City,Work,76.0
99999,4: South Suburban,Work,117.0
99999,5: East Suburban,Work,174.0
99999,6: North County West,Work,237.0
99999,7: North County East,Work,504.0
99999,8: East County,Work,1147.0
1,1: Downtown,University,999.0
1,2: Central,University,2662.0
1,3: North City,University,8013.0
1,4: South Suburban,University,513.0
1,5: East Suburban,University,343.0
1,6: North County West,University,242.0
1,7: North County East,University,590.0
1,8: East County,University,10.0
2,1: Downtown,University,502.0
2,2: Central,University,2090.0
2,3: North City,University,4259.0
2,4: South Suburban,University,1798.0
2,5: East Suburban,University,664.0
2,6: North County West,University,815.0
2,7: North County East,University,1495.0
2,8: East County,University,36.0
3,1: Downtown,University,71.0
3,2: Central,University,1791.0
3,3: North City,University,5015.0
3,4: South Suburban,University,2505.0
3,5: East Suburban,University,1355.0
3,6: North County West,University,967.0
3,7: North County East,University,1620.0
3,8: East County,University,5.0
4,1: Downtown,University,16.0
4,2: Central,University,1710.0
4,3: North City,University,4231.0
4,4: South Suburban,University,2431.0
4,5: East Suburban,University,1902.0
4,6: North County West,University,1217.0
4,7: North County East,University,3017.0
4,8: East County,University,25.0
5,1: Downtown,University,32.0
5,2: Central,University,2096.0
5,3: North City,University,3228.0
5,4: South Suburban,University,1690.0
5,5: East Suburban,University,2208.0
5,6: North County West,University,1775.0
5,7: North County East,University,1528.0
5,8: East County,University,9.0
6,1: Downtown,University,101.0
6,2: Central,University,2789.0
6,3: North City,University,3731.0
6,4: South Suburban,University,1147.0
6,5: East Suburban,University,1928.0
6,6: North County West,University,1850.0
6,7: North County East,University,1545.0
6,8: East County,University,
7,1: Downtown,University,117.0
7,2: Central,University,2669.0
7,3: North City,University,3859.0
7,4: South Suburban,University,1163.0
7,5: East Suburban,University,1706.0
7,6: North County West,University,1593.0
7,7: North County East,University,1775.0
7,8: East County,University,
8,1: Downtown,University,322.0
8,2: Central,University,2363.0
8,3: North City,University,3982.0
8,4: South Suburban,University,790.0
8,5: East Suburban,University,1789.0
8,6: North County West,University,1365.0
8,7: North County East,University,2240.0
8,8: East County,University,
9,1: Downtown,University,203.0
9,2: Central,University,2558.0
9,3: North City,University,2737.0
9,4: South Suburban,University,756.0
9,5: East Suburban,University,2252.0
9,6: North County West,University,1384.0
9,7: North County East,University,1890.0
9,8: East County,University,2.0
10,1: Downtown,University,201.0
10,2: Central,University,2973.0
10,3: North City,University,3045.0
10,4: South Suburban,University,843.0
10,5: East Suburban,University,1521.0
10,6: North County West,University,1295.0
10,7: North County East,University,1358.0
10,8: East County,University,1.0
11,1: Downtown,University,108.0
11,2: Central,University,2719.0
11,3: North City,University,3504.0
11,4: South Suburban,University,804.0
11,5: East Suburban,University,1257.0
11,6: North County West,University,994.0
11,7: North County East,University,891.0
11,8: East County,University,7.0
12,1: Downtown,University,15.0
12,2: Central,University,2256.0
12,3: North City,University,2386.0
12,4: South Suburban,University,883.0
12,5: East Suburban,University,1160.0
12,6: North County West,University,1084.0
12,7: North County East,University,609.0
12,8: East County,University,20.0
13,1: Downtown,University,22.0
13,2: Central,University,1744.0
13,3: North City,University,3188.0
13,4: South Suburban,University,1163.0
13,5: East Suburban,University,996.0
13,6: North County West,University,920.0
13,7: North County East,University,353.0
13,8: East County,University,
14,1: Downtown,University,112.0
14,2: Central,University,1591.0
14,3: North City,University,2600.0
14,4: South Suburban,University,1131.0
14,5: East Suburban,University,927.0
14,6: North County West,University,683.0
14,7: North County East,University,262.0
14,8: East County,University,
15,1: Downtown,University,132.0
15,2: Central,University,1027.0
15,3: North City,University,2050.0
15,4: South Suburban,University,1169.0
15,5: East Suburban,University,713.0
15,6: North County West,University,828.0
15,7: North County East,University,359.0
15,8: East County,University,7.0
16,1: Downtown,University,82.0
16,2: Central,University,609.0
16,3: North City,University,2546.0
16,4: South Suburban,University,991.0
16,5: East Suburban,University,701.0
16,6: North County West,University,597.0
16,7: North County East,University,420.0
16,8: East County,University,6.0
17,1: Downtown,University,49.0
17,2: Central,University,408.0
17,3: North City,University,1547.0
17,4: South Suburban,University,994.0
17,5: East Suburban,University,652.0
17,6: North County West,University,655.0
17,7: North County East,University,394.0
17,8: East County,University,10.0
18,1: Downtown,University,7.0
18,2: Central,University,394.0
18,3: North City,University,2209.0
18,4: South Suburban,University,1214.0
18,5: East Suburban,University,633.0
18,6: North County West,University,449.0
18,7: North County East,University,640.0
18,8: East County,University,8.0
19,1: Downtown,University,
19,2: Central,University,342.0
19,3: North City,University,1108.0
19,4: South Suburban,University,971.0
19,5: East Suburban,University,572.0
19,6: North County West,University,373.0
19,7: North County East,University,563.0
19,8: East County,University,6.0
20,1: Downtown,University,7.0
20,2: Central,University,184.0
20,3: North City,University,1163.0
20,4: South Suburban,University,967.0
20,5: East Suburban,University,483.0
20,6: North County West,University,261.0
20,7: North County East,University,244.0
20,8: East County,University,12.0
21,1: Downtown,University,
21,2: Central,University,113.0
21,3: North City,University,739.0
21,4: South Suburban,University,673.0
21,5: East Suburban,University,475.0
21,6: North County West,University,258.0
21,7: North County East,University,303.0
21,8: East County,University,12.0
22,1: Downtown,University,1.0
22,2: Central,University,77.0
22,3: North City,University,738.0
22,4: South Suburban,University,464.0
22,5: East Suburban,University,371.0
22,6: North County West,University,223.0
22,7: North County East,University,269.0
22,8: East County,University,3.0
23,1: Downtown,University,
23,2: Central,University,64.0
23,3: North City,University,424.0
23,4: South Suburban,University,316.0
23,5: East Suburban,University,281.0
23,6: North County West,University,140.0
23,7: North County East,University,253.0
23,8: East County,University,13.0
24,1: Downtown,University,1.0
24,2: Central,University,44.0
24,3: North City,University,328.0
24,4: South Suburban,University,148.0
24,5: East Suburban,University,216.0
24,6: North County West,University,198.0
24,7: North County East,University,179.0
24,8: East County,University,16.0
25,1: Downtown,University,1.0
25,2: Central,University,20.0
25,3: North City,University,232.0
25,4: South Suburban,University,116.0
25,5: East Suburban,University,203.0
25,6: North County West,University,174.0
25,7: North County East,University,203.0
25,8: East County,University,61.0
26,1: Downtown,University,2.0
26,2: Central,University,10.0
26,3: North City,University,164.0
26,4: South Suburban,University,103.0
26,5: East Suburban,University,233.0
26,6: North County West,University,102.0
26,7: North County East,University,155.0
26,8: East County,University,38.0
27,1: Downtown,University,
27,2: Central,University,6.0
27,3: North City,University,108.0
27,4: South Suburban,University,77.0
27,5: East Suburban,University,243.0
27,6: North County West,University,103.0
27,7: North County East,University,102.0
27,8: East County,University,34.0
28,1: Downtown,University,
28,2: Central,University,3.0
28,3: North City,University,147.0
28,4: South Suburban,University,47.0
28,5: East Suburban,University,151.0
28,6: North County West,University,90.0
28,7: North County East,University,95.0
28,8: East County,University,7.0
29,1: Downtown,University,
29,2: Central,University,5.0
29,3: North City,University,99.0
29,4: South Suburban,University,30.0
29,5: East Suburban,University,121.0
29,6: North County West,University,40.0
29,7: North County East,University,99.0
29,8: East County,University,33.0
30,1: Downtown,University,
30,2: Central,University,2.0
30,3: North City,University,64.0
30,4: South Suburban,University,22.0
30,5: East Suburban,University,91.0
30,6: North County West,University,25.0
30,7: North County East,University,98.0
30,8: East County,University,51.0
31,1: Downtown,University,
31,2: Central,University,1.0
31,3: North City,University,43.0
31,4: South Suburban,University,12.0
31,5: East Suburban,University,74.0
31,6: North County West,University,129.0
31,7: North County East,University,45.0
31,8: East County,University,55.0
32,1: Downtown,University,
32,2: Central,University,1.0
32,3: North City,University,78.0
32,4: South Suburban,University,8.0
32,5: East Suburban,University,86.0
32,6: North County West,University,17.0
32,7: North County East,University,28.0
32,8: East County,University,32.0
33,1: Downtown,University,
33,2: Central,University,3.0
33,3: North City,University,123.0
33,4: South Suburban,University,1.0
33,5: East Suburban,University,49.0
33,6: North County West,University,36.0
33,7: North County East,University,19.0
33,8: East County,University,60.0
34,1: Downtown,University,1.0
34,2: Central,University,8.0
34,3: North City,University,39.0
34,4: South Suburban,University,5.0
34,5: East Suburban,University,31.0
34,6: North County West,University,9.0
34,7: North County East,University,13.0
34,8: East County,University,38.0
35,1: Downtown,University,
35,2: Central,University,1.0
35,3: North City,University,8.0
35,4: South Suburban,University,2.0
35,5: East Suburban,University,29.0
35,6: North County West,University,13.0
35,7: North County East,University,7.0
35,8: East County,University,10.0
36,1: Downtown,University,2.0
36,2: Central,University,2.0
36,3: North City,University,6.0
36,4: South Suburban,University,1.0
36,5: East Suburban,University,12.0
36,6: North County West,University,9.0
36,7: North County East,University,33.0
36,8: East County,University,30.0
37,1: Downtown,University,1.0
37,2: Central,University,1.0
37,3: North City,University,2.0
37,4: South Suburban,University,
37,5: East Suburban,University,16.0
37,6: North County West,University,1.0
37,7: North County East,University,4.0
37,8: East County,University,66.0
38,1: Downtown,University,
38,2: Central,University,
38,3: North City,University,3.0
38,4: South Suburban,University,
38,5: East Suburban,University,11.0
38,6: North County West,University,10.0
38,7: North County East,University,2.0
38,8: East County,University,18.0
39,1: Downtown,University,
39,2: Central,University,
39,3: North City,University,
39,4: South Suburban,University,
39,5: East Suburban,University,8.0
39,6: North County West,University,3.0
39,7: North County East,University,1.0
39,8: East County,University,28.0
40,1: Downtown,University,
40,2: Central,University,2.0
40,3: North City,University,
40,4: South Suburban,University,
40,5: East Suburban,University,12.0
40,6: North County West,University,7.0
40,7: North County East,University,
40,8: East County,University,19.0
41,1: Downtown,University,
41,2: Central,University,
41,3: North City,University,
41,4: South Suburban,University,
41,5: East Suburban,University,5.0
41,6: North County West,University,1.0
41,7: North County East,University,2.0
41,8: East County,University,24.0
42,1: Downtown,University,
42,2: Central,University,
42,3: North City,University,
42,4: South Suburban,University,1.0
42,5: East Suburban,University,4.0
42,6: North County West,University,
42,7: North County East,University,
42,8: East County,University,9.0
43,1: Downtown,University,
43,2: Central,University,
43,3: North City,University,
43,4: South Suburban,University,
43,5: East Suburban,University,1.0
43,6: North County West,University,
43,7: North County East,University,3.0
43,8: East County,University,25.0
44,1: Downtown,University,
44,2: Central,University,
44,3: North City,University,
44,4: South Suburban,University,
44,5: East Suburban,University,
44,6: North County West,University,
44,7: North County East,University,
44,8: East County,University,20.0
45,1: Downtown,University,
45,2: Central,University,
45,3: North City,University,
45,4: South Suburban,University,
45,5: East Suburban,University,2.0
45,6: North County West,University,
45,7: North County East,University,
45,8: East County,University,19.0
46,2: Central,University,
46,3: North City,University,
46,4: South Suburban,University,
46,5: East Suburban,University,
46,6: North County West,University,
46,7: North County East,University,1.0
46,8: East County,University,14.0
47,2: Central,University,
47,3: North City,University,
47,4: South Suburban,University,
47,5: East Suburban,University,1.0
47,6: North County West,University,
47,7: North County East,University,
47,8: East County,University,4.0
48,1: Downtown,University,
48,2: Central,University,
48,3: North City,University,
48,4: South Suburban,University,
48,5: East Suburban,University,
48,6: North County West,University,
48,7: North County East,University,
48,8: East County,University,15.0
49,1: Downtown,University,
49,2: Central,University,
49,3: North City,University,
49,4: South Suburban,University,
49,5: East Suburban,University,
49,6: North County West,University,
49,7: North County East,University,
49,8: East County,University,11.0
50,2: Central,University,
50,3: North City,University,
50,4: South Suburban,University,
50,5: East Suburban,University,1.0
50,6: North County West,University,
50,7: North County East,University,
50,8: East County,University,9.0
99999,1: Downtown,University,
99999,2: Central,University,
99999,3: North City,University,
99999,4: South Suburban,University,
99999,5: East Suburban,University,
99999,6: North County West,University,
99999,7: North County East,University,
99999,8: East County,University,17.0
1,1: Downtown,School,4758.0
1,2: Central,School,33275.0
1,3: North City,School,28702.0
1,4: South Suburban,School,25586.0
1,5: East Suburban,School,26628.0
1,6: North County West,School,18150.0
1,7: North County East,School,21722.0
1,8: East County,School,417.0
2,1: Downtown,School,1873.0
2,2: Central,School,22061.0
2,3: North City,School,23233.0
2,4: South Suburban,School,19472.0
2,5: East Suburban,School,21452.0
2,6: North County West,School,16810.0
2,7: North County East,School,22073.0
2,8: East County,School,744.0
3,1: Downtown,School,897.0
3,2: Central,School,17635.0
3,3: North City,School,21135.0
3,4: South Suburban,School,17242.0
3,5: East Suburban,School,17781.0
3,6: North County West,School,14465.0
3,7: North County East,School,22346.0
3,8: East County,School,536.0
4,1: Downtown,School,622.0
4,2: Central,School,11186.0
4,3: North City,School,19070.0
4,4: South Suburban,School,12077.0
4,5: East Suburban,School,12213.0
4,6: North County West,School,13665.0
4,7: North County East,School,15918.0
4,8: East County,School,493.0
5,1: Downtown,School,574.0
5,2: Central,School,8490.0
5,3: North City,School,13686.0
5,4: South Suburban,School,7673.0
5,5: East Suburban,School,8053.0
5,6: North County West,School,8638.0
5,7: North County East,School,10107.0
5,8: East County,School,378.0
6,1: Downtown,School,494.0
6,2: Central,School,6552.0
6,3: North City,School,10691.0
6,4: South Suburban,School,5715.0
6,5: East Suburban,School,6139.0
6,6: North County West,School,6161.0
6,7: North County East,School,7050.0
6,8: East County,School,289.0
7,1: Downtown,School,456.0
7,2: Central,School,5632.0
7,3: North City,School,8393.0
7,4: South Suburban,School,3938.0
7,5: East Suburban,School,4995.0
7,6: North County West,School,3726.0
7,7: North County East,School,4439.0
7,8: East County,School,110.0
8,1: Downtown,School,328.0
8,2: Central,School,4626.0
8,3: North City,School,6738.0
8,4: South Suburban,School,3107.0
8,5: East Suburban,School,3756.0
8,6: North County West,School,2490.0
8,7: North County East,School,2518.0
8,8: East County,School,119.0
9,1: Downtown,School,255.0
9,2: Central,School,3914.0
9,3: North City,School,5843.0
9,4: South Suburban,School,2273.0
9,5: East Suburban,School,2902.0
9,6: North County West,School,1557.0
9,7: North County East,School,1930.0
9,8: East County,School,117.0
10,1: Downtown,School,256.0
10,2: Central,School,3515.0
10,3: North City,School,5289.0
10,4: South Suburban,School,1786.0
10,5: East Suburban,School,2146.0
10,6: North County West,School,2138.0
10,7: North County East,School,1358.0
10,8: East County,School,49.0
11,1: Downtown,School,193.0
11,2: Central,School,3335.0
11,3: North City,School,4355.0
11,4: South Suburban,School,1232.0
11,5: East Suburban,School,1727.0
11,6: North County West,School,996.0
11,7: North County East,School,911.0
11,8: East County,School,106.0
12,1: Downtown,School,215.0
12,2: Central,School,2878.0
12,3: North City,School,3874.0
12,4: South Suburban,School,897.0
12,5: East Suburban,School,1606.0
12,6: North County West,School,1446.0
12,7: North County East,School,830.0
12,8: East County,School,191.0
13,1: Downtown,School,164.0
13,2: Central,School,2421.0
13,3: North City,School,3577.0
13,4: South Suburban,School,775.0
13,5: East Suburban,School,1401.0
13,6: North County West,School,972.0
13,7: North County East,School,635.0
13,8: East County,School,176.0
14,1: Downtown,School,138.0
14,2: Central,School,2136.0
14,3: North City,School,2994.0
14,4: South Suburban,School,647.0
14,5: East Suburban,School,1049.0
14,6: North County West,School,684.0
14,7: North County East,School,643.0
14,8: East County,School,54.0
15,1: Downtown,School,98.0
15,2: Central,School,1824.0
15,3: North City,School,2611.0
15,4: South Suburban,School,594.0
15,5: East Suburban,School,933.0
15,6: North County West,School,1589.0
15,7: North County East,School,583.0
15,8: East County,School,98.0
16,1: Downtown,School,119.0
16,2: Central,School,1443.0
16,3: North City,School,2203.0
16,4: South Suburban,School,457.0
16,5: East Suburban,School,802.0
16,6: North County West,School,504.0
16,7: North County East,School,393.0
16,8: East County,School,225.0
17,1: Downtown,School,111.0
17,2: Central,School,1330.0
17,3: North City,School,1749.0
17,4: South Suburban,School,344.0
17,5: East Suburban,School,639.0
17,6: North County West,School,307.0
17,7: North County East,School,309.0
