purpose,avgDist
4: Escort,4.632850393885279
5: Individual Maintenance,4.497277603584574
6: Individual Discretionary,4.952535569314244
7: Joint Maintenance,5.640118910412982
8: Joint Discretionary,5.313034860125287
9: Work-based,3.425498800667366
Total,4.663356195503332
