distbin,purpose,freq
1,1: Work,92171
1,2: University,6192
1,3: School,53458
1,4: Escort,57317
1,5: Individual Maintenance,62124
1,6: Individual Discretionary,44511
1,7: Joint Maintenance,9023
1,8: Joint Discretionary,7076
1,9: Work-based,2197
2,1: Work,96548
2,2: University,8784
2,3: School,51093
2,4: Escort,67636
2,5: Individual Maintenance,97906
2,6: Individual Discretionary,58923
2,7: Joint Maintenance,12797
2,8: Joint Discretionary,9055
2,9: Work-based,5386
3,1: Work,53241
3,2: University,3361
3,3: School,21573
3,4: Escort,38777
3,5: Individual Maintenance,40348
3,6: Individual Discretionary,27602
3,7: Joint Maintenance,6137
3,8: Joint Discretionary,4435
3,9: Work-based,1386
4,1: Work,43134
4,2: University,2799
4,3: School,18281
4,4: Escort,32627
4,5: Individual Maintenance,32906
4,6: Individual Discretionary,22598
4,7: Joint Maintenance,4867
4,8: Joint Discretionary,3601
4,9: Work-based,928
5,1: Work,37261
5,2: University,2296
5,3: School,14420
5,4: Escort,27856
5,5: Individual Maintenance,27580
5,6: Individual Discretionary,19377
5,7: Joint Maintenance,4304
5,8: Joint Discretionary,3118
5,9: Work-based,743
6,1: Work,35045
6,2: University,2421
6,3: School,14547
6,4: Escort,26551
6,5: Individual Maintenance,26286
6,6: Individual Discretionary,18244
6,7: Joint Maintenance,4044
6,8: Joint Discretionary,2956
6,9: Work-based,720
7,1: Work,30453
7,2: University,2057
7,3: School,12875
7,4: Escort,22657
7,5: Individual Maintenance,22356
7,6: Individual Discretionary,15993
7,7: Joint Maintenance,3417
7,8: Joint Discretionary,2544
7,9: Work-based,626
8,1: Work,25408
8,2: University,1712
8,3: School,10140
8,4: Escort,19471
8,5: Individual Maintenance,19411
8,6: Individual Discretionary,13601
8,7: Joint Maintenance,2927
8,8: Joint Discretionary,2204
8,9: Work-based,535
9,1: Work,23058
9,2: University,1454
9,3: School,9098
9,4: Escort,17862
9,5: Individual Maintenance,17194
9,6: Individual Discretionary,12338
9,7: Joint Maintenance,2548
9,8: Joint Discretionary,1946
9,9: Work-based,481
10,1: Work,21767
10,2: University,1479
10,3: School,8798
10,4: Escort,16340
10,5: Individual Maintenance,16620
10,6: Individual Discretionary,11837
10,7: Joint Maintenance,2462
10,8: Joint Discretionary,1889
10,9: Work-based,444
11,1: Work,21633
11,2: University,1485
11,3: School,8376
11,4: Escort,16032
11,5: Individual Maintenance,16218
11,6: Individual Discretionary,11305
