distbin,District,purpose,value
13,8: East County,School,332.0
14,1: Downtown,School,341.0
14,2: Central,School,3876.0
14,3: North City,School,3748.0
14,4: South Suburban,School,637.0
14,5: East Suburban,School,3061.0
14,6: North County West,School,1979.0
14,7: North County East,School,3326.0
14,8: East County,School,170.0
15,1: Downtown,School,317.0
15,2: Central,School,4028.0
15,3: North City,School,4092.0
15,4: South Suburban,School,694.0
15,5: East Suburban,School,2853.0
15,6: North County West,School,1787.0
15,7: North County East,School,3086.0
15,8: East County,School,279.0
16,1: Downtown,School,286.0
16,2: Central,School,4077.0
16,3: North City,School,4557.0
16,4: South Suburban,School,838.0
16,5: East Suburban,School,2770.0
16,6: North County West,School,1816.0
16,7: North County East,School,2402.0
16,8: East County,School,267.0
17,1: Downtown,School,270.0
17,2: Central,School,4219.0
17,3: North City,School,5114.0
17,4: South Suburban,School,784.0
17,5: East Suburban,School,3426.0
17,6: North County West,School,1739.0
17,7: North County East,School,2267.0
17,8: East County,School,339.0
18,1: Downtown,School,307.0
18,2: Central,School,4070.0
18,3: North City,School,5343.0
18,4: South Suburban,School,1000.0
18,5: East Suburban,School,2816.0
18,6: North County West,School,1793.0
18,7: North County East,School,1432.0
18,8: East County,School,250.0
19,1: Downtown,School,433.0
19,2: Central,School,4130.0
19,3: North City,School,5146.0
19,4: South Suburban,School,1119.0
19,5: East Suburban,School,3151.0
19,6: North County West,School,1918.0
19,7: North County East,School,1644.0
19,8: East County,School,160.0
20,1: Downtown,School,231.0
20,2: Central,School,4123.0
20,3: North City,School,4485.0
20,4: South Suburban,School,1439.0
20,5: East Suburban,School,2953.0
20,6: North County West,School,1926.0
20,7: North County East,School,1537.0
20,8: East County,School,384.0
21,1: Downtown,School,275.0
21,2: Central,School,3927.0
21,3: North City,School,4211.0
21,4: South Suburban,School,1494.0
21,5: East Suburban,School,2557.0
21,6: North County West,School,2125.0
21,7: North County East,School,1429.0
21,8: East County,School,155.0
22,1: Downtown,School,268.0
22,2: Central,School,3759.0
22,3: North City,School,3997.0
22,4: South Suburban,School,1349.0
22,5: East Suburban,School,2576.0
22,6: North County West,School,1915.0
22,7: North County East,School,1396.0
22,8: East County,School,200.0
23,1: Downtown,School,195.0
23,2: Central,School,3488.0
23,3: North City,School,3415.0
23,4: South Suburban,School,1446.0
23,5: East Suburban,School,2240.0
23,6: North County West,School,1640.0
23,7: North County East,School,1192.0
23,8: East County,School,231.0
24,1: Downtown,School,177.0
24,2: Central,School,3127.0
24,3: North City,School,3521.0
24,4: South Suburban,School,1279.0
24,5: East Suburban,School,2146.0
24,6: North County West,School,1489.0
24,7: North County East,School,1609.0
24,8: East County,School,237.0
25,1: Downtown,School,179.0
25,2: Central,School,2655.0
25,3: North City,School,2654.0
25,4: South Suburban,School,1577.0
25,5: East Suburban,School,1677.0
25,6: North County West,School,1512.0
25,7: North County East,School,1899.0
25,8: East County,School,257.0
26,1: Downtown,School,173.0
26,2: Central,School,2629.0
26,3: North City,School,2555.0
26,4: South Suburban,School,1411.0
26,5: East Suburban,School,1747.0
26,6: North County West,School,1669.0
26,7: North County East,School,1482.0
26,8: East County,School,147.0
27,1: Downtown,School,117.0
27,2: Central,School,2398.0
27,3: North City,School,2783.0
27,4: South Suburban,School,1180.0
27,5: East Suburban,School,2187.0
27,6: North County West,School,1051.0
27,7: North County East,School,1423.0
27,8: East County,School,185.0
28,1: Downtown,School,142.0
28,2: Central,School,2275.0
28,3: North City,School,2988.0
28,4: South Suburban,School,1060.0
28,5: East Suburban,School,1708.0
28,6: North County West,School,1454.0
28,7: North County East,School,1632.0
28,8: East County,School,123.0
29,1: Downtown,School,159.0
29,2: Central,School,2588.0
29,3: North City,School,2398.0
29,4: South Suburban,School,1057.0
29,5: East Suburban,School,1740.0
29,6: North County West,School,1322.0
29,7: North County East,School,1913.0
29,8: East County,School,363.0
30,1: Downtown,School,133.0
30,2: Central,School,1978.0
30,3: North City,School,2640.0
30,4: South Suburban,School,1211.0
30,5: East Suburban,School,2282.0
30,6: North County West,School,1527.0
30,7: North County East,School,1918.0
30,8: East County,School,285.0
31,1: Downtown,School,128.0
31,2: Central,School,2129.0
31,3: North City,School,2984.0
31,4: South Suburban,School,841.0
31,5: East Suburban,School,2336.0
31,6: North County West,School,1234.0
31,7: North County East,School,1928.0
31,8: East County,School,192.0
32,1: Downtown,School,122.0
32,2: Central,School,2272.0
32,3: North City,School,3338.0
32,4: South Suburban,School,1005.0
32,5: East Suburban,School,2314.0
32,6: North County West,School,1453.0
32,7: North County East,School,2095.0
32,8: East County,School,162.0
33,1: Downtown,School,136.0
33,2: Central,School,2479.0
33,3: North City,School,2965.0
33,4: South Suburban,School,961.0
33,5: East Suburban,School,2137.0
33,6: North County West,School,1383.0
33,7: North County East,School,2435.0
33,8: East County,School,179.0
34,1: Downtown,School,152.0
34,2: Central,School,2257.0
34,3: North City,School,3314.0
34,4: South Suburban,School,913.0
34,5: East Suburban,School,2387.0
34,6: North County West,School,1233.0
34,7: North County East,School,2459.0
34,8: East County,School,213.0
35,1: Downtown,School,149.0
35,2: Central,School,2254.0
35,3: North City,School,2981.0
35,4: South Suburban,School,975.0
35,5: East Suburban,School,2224.0
35,6: North County West,School,1083.0
35,7: North County East,School,1790.0
35,8: East County,School,236.0
36,1: Downtown,School,129.0
36,2: Central,School,2365.0
36,3: North City,School,3152.0
36,4: South Suburban,School,929.0
36,5: East Suburban,School,2488.0
36,6: North County West,School,1393.0
36,7: North County East,School,1645.0
36,8: East County,School,373.0
37,1: Downtown,School,125.0
37,2: Central,School,2161.0
37,3: North City,School,2501.0
37,4: South Suburban,School,1163.0
37,5: East Suburban,School,2407.0
37,6: North County West,School,1758.0
37,7: North County East,School,1741.0
37,8: East County,School,246.0
38,1: Downtown,School,87.0
38,2: Central,School,2239.0
38,3: North City,School,2580.0
38,4: South Suburban,School,1041.0
38,5: East Suburban,School,1748.0
38,6: North County West,School,1614.0
38,7: North County East,School,2344.0
38,8: East County,School,232.0
39,1: Downtown,School,71.0
39,2: Central,School,1689.0
39,3: North City,School,2745.0
39,4: South Suburban,School,1093.0
39,5: East Suburban,School,1616.0
39,6: North County West,School,1600.0
39,7: North County East,School,1976.0
39,8: East County,School,221.0
40,1: Downtown,School,74.0
40,2: Central,School,1502.0
40,3: North City,School,2180.0
40,4: South Suburban,School,1030.0
40,5: East Suburban,School,1728.0
40,6: North County West,School,1247.0
40,7: North County East,School,2103.0
40,8: East County,School,106.0
41,1: Downtown,School,86.0
41,2: Central,School,1547.0
41,3: North City,School,1814.0
41,4: South Suburban,School,997.0
41,5: East Suburban,School,1830.0
41,6: North County West,School,1436.0
41,7: North County East,School,1665.0
41,8: East County,School,419.0
42,1: Downtown,School,63.0
42,2: Central,School,1719.0
42,3: North City,School,1937.0
42,4: South Suburban,School,922.0
42,5: East Suburban,School,1100.0
42,6: North County West,School,1149.0
42,7: North County East,School,1972.0
42,8: East County,School,231.0
43,1: Downtown,School,92.0
43,2: Central,School,1242.0
43,3: North City,School,1661.0
43,4: South Suburban,School,941.0
43,5: East Suburban,School,1050.0
43,6: North County West,School,972.0
43,7: North County East,School,1845.0
43,8: East County,School,106.0
44,1: Downtown,School,107.0
44,2: Central,School,1276.0
44,3: North City,School,1642.0
44,4: South Suburban,School,728.0
44,5: East Suburban,School,984.0
44,6: North County West,School,1089.0
44,7: North County East,School,1852.0
44,8: East County,School,77.0
45,1: Downtown,School,91.0
45,2: Central,School,1372.0
45,3: North City,School,1275.0
45,4: South Suburban,School,658.0
45,5: East Suburban,School,944.0
45,6: North County West,School,863.0
45,7: North County East,School,880.0
45,8: East County,School,55.0
46,1: Downtown,School,78.0
46,2: Central,School,1289.0
46,3: North City,School,1267.0
46,4: South Suburban,School,939.0
46,5: East Suburban,School,873.0
46,6: North County West,School,948.0
46,7: North County East,School,838.0
46,8: East County,School,74.0
47,1: Downtown,School,94.0
47,2: Central,School,1265.0
47,3: North City,School,1028.0
47,4: South Suburban,School,808.0
47,5: East Suburban,School,765.0
47,6: North County West,School,686.0
47,7: North County East,School,744.0
47,8: East County,School,59.0
48,1: Downtown,School,89.0
48,2: Central,School,1083.0
48,3: North City,School,1149.0
48,4: South Suburban,School,675.0
48,5: East Suburban,School,655.0
48,6: North County West,School,440.0
48,7: North County East,School,739.0
48,8: East County,School,60.0
49,1: Downtown,School,75.0
49,2: Central,School,1160.0
49,3: North City,School,832.0
49,4: South Suburban,School,731.0
49,5: East Suburban,School,544.0
49,6: North County West,School,550.0
49,7: North County East,School,880.0
49,8: East County,School,64.0
50,1: Downtown,School,61.0
50,2: Central,School,1033.0
50,3: North City,School,780.0
50,4: South Suburban,School,737.0
50,5: East Suburban,School,568.0
50,6: North County West,School,508.0
50,7: North County East,School,950.0
50,8: East County,School,34.0
99999,1: Downtown,School,600.0
99999,2: Central,School,8934.0
99999,3: North City,School,8887.0
99999,4: South Suburban,School,13844.0
99999,5: East Suburban,School,5513.0
99999,6: North County West,School,5681.0
99999,7: North County East,School,5306.0
99999,8: East County,School,435.0
