distbin,purpose,freq
1,4: Escort,221671
1,5: Individual Maintenance,128824
1,6: Individual Discretionary,123418
1,7: Joint Maintenance,13393
1,8: Joint Discretionary,17432
1,9: Work-based,39274
2,4: Escort,218188
2,5: Individual Maintenance,161439
2,6: Individual Discretionary,102862
2,7: Joint Maintenance,11851
2,8: Joint Discretionary,14703
2,9: Work-based,15483
3,4: Escort,148939
3,5: Individual Maintenance,129085
3,6: Individual Discretionary,66936
3,7: Joint Maintenance,15609
3,8: Joint Discretionary,11904
3,9: Work-based,10057
4,4: Escort,104708
4,5: Individual Maintenance,75748
4,6: Individual Discretionary,43699
4,7: Joint Maintenance,11983
4,8: Joint Discretionary,7754
4,9: Work-based,6043
5,4: Escort,72840
5,5: Individual Maintenance,55576
5,6: Individual Discretionary,39189
5,7: Joint Maintenance,8889
5,8: Joint Discretionary,6968
5,9: Work-based,4936
6,4: Escort,52945
6,5: Individual Maintenance,40038
6,6: Individual Discretionary,24252
6,7: Joint Maintenance,6384
6,8: Joint Discretionary,4246
6,9: Work-based,2403
7,4: Escort,40270
7,5: Individual Maintenance,29006
7,6: Individual Discretionary,21783
7,7: Joint Maintenance,4909
7,8: Joint Discretionary,3859
7,9: Work-based,2451
8,4: Escort,31875
8,5: Individual Maintenance,22311
8,6: Individual Discretionary,19191
8,7: Joint Maintenance,4046
8,8: Joint Discretionary,3421
8,9: Work-based,2875
9,4: Escort,27938
9,5: Individual Maintenance,18688
9,6: Individual Discretionary,16471
9,7: Joint Maintenance,3288
9,8: Joint Discretionary,3027
9,9: Work-based,890
10,4: Escort,25376
10,5: Individual Maintenance,17475
10,6: Individual Discretionary,14424
10,7: Joint Maintenance,3125
10,8: Joint Discretionary,2787
10,9: Work-based,1012
11,4: Escort,24183
11,5: Individual Maintenance,15288
11,6: Individual Discretionary,13010
11,7: Joint Maintenance,2744
11,8: Joint Discretionary,2417
11,9: Work-based,1272
12,4: Escort,22085
12,5: Individual Maintenance,11844
12,6: Individual Discretionary,10237
12,7: Joint Maintenance,2240
12,8: Joint Discretionary,2023
12,9: Work-based,1399
13,4: Escort,21442
13,5: Individual Maintenance,10103
13,6: Individual Discretionary,9127
13,7: Joint Maintenance,1948
13,8: Joint Discretionary,1771
