coefficient_name,value,constrain
coef_one,1,T
coef_zero,0,T
coef_dist_res_bus,0.031572,F
coef_dist_res_per,-0.00369,F
coef_dist_vis_bus,0.069621,F
coef_dist_vis_per,0.014213,F
coef_res_bus_log_dist,-0.49207,F
coef_res_bus_sq_dist,-0.000462,F
coef_res_per_log_dist,-0.237938,F
coef_res_per_sq_dist,0,F
coef_vis_bus_log_dist,-0.896526,F
coef_vis_bus_sq_dist,-0.000894,F
coef_vis_per_log_dist,-0.363881,F
coef_vis_per_sq_dist,-0.00032,F
coef_dist_res_bus_15_30,0.484559,F
coef_dist_res_bus_30_50,-0.317834,F
coef_dist_res_bus_50,-0.048749,F
coef_dist_res_per_15_30,0.484559,F
coef_dist_res_per_30_50,-0.317834,F
coef_dist_res_per_50,-0.048749,F
coef_dist_vis_bus_15_30,0.484559,F
coef_dist_vis_bus_30_50,-0.317834,F
coef_dist_vis_bus_50,-0.048749,F
coef_dist_vis_per_15_30,0.484559,F
coef_dist_vis_per_30_50,-0.317834,F
coef_dist_vis_per_50,-0.048749,F
coef_ljolla_vis_bus_samp,0.711787,F
coef_ljolla_vis_per_samp,0.337033,F
coef_dist_res_bus_samp0,0,F
coef_dist_res_bus_samp1,0,F
coef_dist_res_bus_samp2,0,F
coef_dist_res_bus_samp3,0,F
coef_dist_res_bus_samp4,0,F
coef_dist_res_bus_samp5,0,F
coef_dist_res_bus_samp6,0,F
coef_dist_res_bus_samp7,0,F
coef_dist_res_bus_samp8,0,F
coef_dist_res_bus_samp9,0,F
coef_dist_res_per_samp0,0,F
coef_dist_res_per_samp1,0,F
coef_dist_res_per_samp2,0,F
coef_dist_res_per_samp3,0,F
coef_dist_res_per_samp4,0,F
coef_dist_res_per_samp5,0,F
coef_dist_res_per_samp6,0,F
coef_dist_res_per_samp7,0,F
coef_dist_res_per_samp8,0,F
coef_dist_res_per_samp9,0,F
coef_dist_vis_bus_samp0,0,F
coef_dist_vis_bus_samp1,0,F
coef_dist_vis_bus_samp2,0,F
coef_dist_vis_bus_samp3,0,F
coef_dist_vis_bus_samp4,0,F
coef_dist_vis_bus_samp5,0,F
coef_dist_vis_bus_samp6,0,F
coef_dist_vis_bus_samp7,0,F
coef_dist_vis_bus_samp8,0,F
coef_dist_vis_bus_samp9,0,F
coef_dist_vis_per_samp0,0,F
coef_dist_vis_per_samp1,0,F
coef_dist_vis_per_samp2,0,F
coef_dist_vis_per_samp3,0,F
coef_dist_vis_per_samp4,0,F
coef_dist_vis_per_samp5,0,F
coef_dist_vis_per_samp6,0,F
coef_dist_vis_per_samp7,0,F
coef_dist_vis_per_samp8,0,F
coef_dist_vis_per_samp9,0,F
coef_dt_vis_bus_samp,0,F
coef_dt_vis_per_samp,0,F
coef_int_res_bus,0,F
coef_int_res_per,0,F
coef_int_vis_bus,0,F
coef_int_vis_per,0,F
coef_int_emp,0,F
