distbin,purpose,freq
16,Total,13530
17,Total,11808
18,Total,10268
19,Total,12601
2,Total,1522968
20,Total,12099
21,Total,10388
22,Total,4438
23,Total,5108
24,Total,5372
25,Total,4359
26,Total,6176
27,Total,4183
28,Total,5118
29,Total,7036
3,Total,469792
30,Total,2195
31,Total,1851
32,Total,2123
33,Total,2880
34,Total,6273
35,Total,1189
36,Total,4310
37,Total,1696
38,Total,409
39,Total,893
4,Total,273122
40,Total,954
41,Total,1104
42,Total,17295
5,Total,193530
6,Total,129596
7,Total,91803
8,Total,58057
9,Total,49249
