distbin,purpose,freq
1,1: Work,73777
10,1: Work,14606
11,1: Work,17929
12,1: Work,15259
13,1: Work,11671
14,1: Work,7545
15,1: Work,5033
16,1: Work,7129
17,1: Work,6481
18,1: Work,5016
19,1: Work,3442
2,1: Work,467218
20,1: Work,5799
21,1: Work,3153
22,1: Work,2940
23,1: Work,3041
24,1: Work,3253
25,1: Work,2704
26,1: Work,3494
27,1: Work,1093
28,1: Work,2828
29,1: Work,2090
3,1: Work,183512
30,1: Work,1563
31,1: Work,1047
32,1: Work,733
33,1: Work,2009
34,1: Work,4882
35,1: Work,575
36,1: Work,3850
37,1: Work,1043
38,1: Work,108
39,1: Work,412
4,1: Work,104804
40,1: Work,265
41,1: Work,1056
42,1: Work,7872
5,1: Work,80712
6,1: Work,44207
7,1: Work,45635
8,1: Work,23846
9,1: Work,21622
1,2: University,11570
10,2: University,3328
11,2: University,1706
12,2: University,789
13,2: University,351
14,2: University,407
15,2: University,2107
16,2: University,178
17,2: University,547
18,2: University,780
19,2: University,1608
2,2: University,104527
20,2: University,52
21,2: University,1358
22,2: University,26
23,2: University,29
24,2: University,647
25,2: University,346
26,2: University,85
27,2: University,332
28,2: University,608
29,2: University,174
3,2: University,23079
30,2: University,70
31,2: University,0
32,2: University,430
33,2: University,209
34,2: University,10
35,2: University,0
36,2: University,0
37,2: University,0
38,2: University,0
39,2: University,50
4,2: University,14953
40,2: University,0
41,2: University,0
42,2: University,596
5,2: University,8339
6,2: University,6767
7,2: University,2374
8,2: University,1607
9,2: University,3957
1,3: School,12624
10,3: School,7226
11,3: School,2966
12,3: School,4068
13,3: School,1121
14,3: School,1343
15,3: School,1110
16,3: School,1245
17,3: School,476
18,3: School,247
19,3: School,1235
2,3: School,162947
20,3: School,1545
21,3: School,111
22,3: School,806
23,3: School,175
24,3: School,104
25,3: School,129
26,3: School,89
27,3: School,89
28,3: School,264
29,3: School,73
3,3: School,49120
30,3: School,26
31,3: School,593
32,3: School,0
33,3: School,322
34,3: School,32
35,3: School,325
36,3: School,0
37,3: School,43
38,3: School,62
39,3: School,0
4,3: School,24505
40,3: School,54
41,3: School,0
42,3: School,1514
5,3: School,21741
6,3: School,13535
7,3: School,4184
8,3: School,5355
9,3: School,4965
1,4: Escort,18362
10,4: Escort,3057
11,4: Escort,2527
12,4: Escort,5180
13,4: Escort,4222
14,4: Escort,4221
15,4: Escort,672
16,4: Escort,746
17,4: Escort,202
18,4: Escort,94
19,4: Escort,1328
2,4: Escort,95440
20,4: Escort,1254
21,4: Escort,170
22,4: Escort,72
23,4: Escort,91
24,4: Escort,495
25,4: Escort,26
26,4: Escort,854
27,4: Escort,2032
28,4: Escort,663
29,4: Escort,83
3,4: Escort,36223
30,4: Escort,61
31,4: Escort,0
32,4: Escort,823
33,4: Escort,34
34,4: Escort,64
35,4: Escort,157
36,4: Escort,32
37,4: Escort,180
38,4: Escort,55
39,4: Escort,42
4,4: Escort,31307
40,4: Escort,10
41,4: Escort,0
42,4: Escort,2727
5,4: Escort,19144
6,4: Escort,16557
7,4: Escort,8467
8,4: Escort,4450
9,4: Escort,5008
1,5: Individual Maintenance,23144
10,5: Individual Maintenance,8045
11,5: Individual Maintenance,4896
12,5: Individual Maintenance,8692
13,5: Individual Maintenance,2961
14,5: Individual Maintenance,4398
15,5: Individual Maintenance,2600
16,5: Individual Maintenance,538
17,5: Individual Maintenance,1482
18,5: Individual Maintenance,2447
19,5: Individual Maintenance,510
2,5: Individual Maintenance,248791
20,5: Individual Maintenance,1689
21,5: Individual Maintenance,1207
22,5: Individual Maintenance,218
23,5: Individual Maintenance,176
24,5: Individual Maintenance,365
25,5: Individual Maintenance,486
26,5: Individual Maintenance,858
27,5: Individual Maintenance,110
28,5: Individual Maintenance,161
29,5: Individual Maintenance,3988
3,5: Individual Maintenance,85810
30,5: Individual Maintenance,319
31,5: Individual Maintenance,107
32,5: Individual Maintenance,12
33,5: Individual Maintenance,222
34,5: Individual Maintenance,143
35,5: Individual Maintenance,96
36,5: Individual Maintenance,16
37,5: Individual Maintenance,0
38,5: Individual Maintenance,15
39,5: Individual Maintenance,38
4,5: Individual Maintenance,45790
40,5: Individual Maintenance,49
41,5: Individual Maintenance,16
42,5: Individual Maintenance,1630
5,5: Individual Maintenance,28781
6,5: Individual Maintenance,13728
7,5: Individual Maintenance,13307
8,5: Individual Maintenance,10988
9,5: Individual Maintenance,6182
1,6: Individual Discretionary,20771
10,6: Individual Discretionary,5949
11,6: Individual Discretionary,11356
12,6: Individual Discretionary,4440
13,6: Individual Discretionary,4462
14,6: Individual Discretionary,2208
15,6: Individual Discretionary,1954
16,6: Individual Discretionary,3496
17,6: Individual Discretionary,1554
18,6: Individual Discretionary,840
19,6: Individual Discretionary,4411
2,6: Individual Discretionary,216224
20,6: Individual Discretionary,1493
21,6: Individual Discretionary,4356
22,6: Individual Discretionary,298
23,6: Individual Discretionary,940
24,6: Individual Discretionary,410
25,6: Individual Discretionary,587
26,6: Individual Discretionary,727
27,6: Individual Discretionary,485
28,6: Individual Discretionary,554
29,6: Individual Discretionary,517
3,6: Individual Discretionary,71787
30,6: Individual Discretionary,153
31,6: Individual Discretionary,11
32,6: Individual Discretionary,123
33,6: Individual Discretionary,82
34,6: Individual Discretionary,1115
35,6: Individual Discretionary,33
36,6: Individual Discretionary,143
37,6: Individual Discretionary,363
38,6: Individual Discretionary,167
39,6: Individual Discretionary,350
4,6: Individual Discretionary,37967
40,6: Individual Discretionary,574
41,6: Individual Discretionary,31
42,6: Individual Discretionary,1297
5,6: Individual Discretionary,27849
6,6: Individual Discretionary,24322
7,6: Individual Discretionary,15286
8,6: Individual Discretionary,10039
9,6: Individual Discretionary,6640
1,7: Joint Maintenance,4050
10,7: Joint Maintenance,81
11,7: Joint Maintenance,26
12,7: Joint Maintenance,405
13,7: Joint Maintenance,430
14,7: Joint Maintenance,106
15,7: Joint Maintenance,598
16,7: Joint Maintenance,14
17,7: Joint Maintenance,705
18,7: Joint Maintenance,0
19,7: Joint Maintenance,27
2,7: Joint Maintenance,19955
20,7: Joint Maintenance,10
21,7: Joint Maintenance,3
22,7: Joint Maintenance,0
23,7: Joint Maintenance,0
24,7: Joint Maintenance,78
25,7: Joint Maintenance,0
26,7: Joint Maintenance,0
27,7: Joint Maintenance,13
28,7: Joint Maintenance,0
29,7: Joint Maintenance,0
3,7: Joint Maintenance,4902
30,7: Joint Maintenance,0
31,7: Joint Maintenance,0
32,7: Joint Maintenance,0
33,7: Joint Maintenance,0
34,7: Joint Maintenance,16
35,7: Joint Maintenance,0
36,7: Joint Maintenance,0
37,7: Joint Maintenance,0
38,7: Joint Maintenance,0
39,7: Joint Maintenance,0
4,7: Joint Maintenance,4417
40,7: Joint Maintenance,0
41,7: Joint Maintenance,0
42,7: Joint Maintenance,0
5,7: Joint Maintenance,1549
6,7: Joint Maintenance,2056
7,7: Joint Maintenance,1010
8,7: Joint Maintenance,296
9,7: Joint Maintenance,295
1,8: Joint Discretionary,1422
10,8: Joint Discretionary,2108
11,8: Joint Discretionary,287
12,8: Joint Discretionary,437
13,8: Joint Discretionary,541
14,8: Joint Discretionary,24
15,8: Joint Discretionary,21
16,8: Joint Discretionary,0
17,8: Joint Discretionary,248
18,8: Joint Discretionary,13
19,8: Joint Discretionary,16
2,8: Joint Discretionary,20969
20,8: Joint Discretionary,0
21,8: Joint Discretionary,26
22,8: Joint Discretionary,62
23,8: Joint Discretionary,0
24,8: Joint Discretionary,0
25,8: Joint Discretionary,78
26,8: Joint Discretionary,62
27,8: Joint Discretionary,27
28,8: Joint Discretionary,22
29,8: Joint Discretionary,108
3,8: Joint Discretionary,5777
30,8: Joint Discretionary,0
31,8: Joint Discretionary,90
32,8: Joint Discretionary,0
33,8: Joint Discretionary,0
34,8: Joint Discretionary,0
35,8: Joint Discretionary,0
36,8: Joint Discretionary,0
37,8: Joint Discretionary,65
38,8: Joint Discretionary,0
39,8: Joint Discretionary,0
4,8: Joint Discretionary,1496
40,8: Joint Discretionary,0
41,8: Joint Discretionary,0
42,8: Joint Discretionary,0
5,8: Joint Discretionary,3284
6,8: Joint Discretionary,1458
7,8: Joint Discretionary,446
8,8: Joint Discretionary,854
9,8: Joint Discretionary,375
1,9: Work-based,4434
10,9: Work-based,1534
11,9: Work-based,174
12,9: Work-based,697
13,9: Work-based,752
14,9: Work-based,903
15,9: Work-based,36
16,9: Work-based,179
17,9: Work-based,109
18,9: Work-based,828
19,9: Work-based,21
2,9: Work-based,186892
20,9: Work-based,253
21,9: Work-based,0
22,9: Work-based,12
23,9: Work-based,653
24,9: Work-based,17
25,9: Work-based,0
26,9: Work-based,4
27,9: Work-based,0
28,9: Work-based,15
29,9: Work-based,0
3,9: Work-based,9578
30,9: Work-based,0
31,9: Work-based,0
32,9: Work-based,0
33,9: Work-based,0
34,9: Work-based,8
35,9: Work-based,0
36,9: Work-based,267
37,9: Work-based,0
38,9: Work-based,0
39,9: Work-based,0
4,9: Work-based,7880
40,9: Work-based,0
41,9: Work-based,0
42,9: Work-based,1655
5,9: Work-based,2127
6,9: Work-based,6963
7,9: Work-based,1091
8,9: Work-based,618
9,9: Work-based,203
1,Total,170156
10,Total,45938
11,Total,41871
12,Total,39972
13,Total,26514
14,Total,21159
15,Total,14134
