Purpose,OutboundPeriod,ReturnPeriod,Percent
5,39,36,0
5,39,37,0
5,39,38,0
5,39,39,0
5,39,40,0.00004
5,40,1,0
5,40,2,0
5,40,3,0
5,40,4,0
5,40,5,0
5,40,6,0
5,40,7,0
5,40,8,0
5,40,9,0
5,40,10,0
5,40,11,0
5,40,12,0
5,40,13,0
5,40,14,0
5,40,15,0
5,40,16,0
5,40,17,0
5,40,18,0
5,40,19,0
5,40,20,0
5,40,21,0
5,40,22,0
5,40,23,0
5,40,24,0
5,40,25,0
5,40,26,0
5,40,27,0
5,40,28,0
5,40,29,0
5,40,30,0
5,40,31,0
5,40,32,0
5,40,33,0
5,40,34,0
5,40,35,0
5,40,36,0
5,40,37,0
5,40,38,0
5,40,39,0
5,40,40,0.0001
6,1,1,0
6,1,2,0
6,1,3,0
6,1,4,0
6,1,5,0
6,1,6,0
6,1,7,0
6,1,8,0
6,1,9,0
6,1,10,0
6,1,11,0.00006
6,1,12,0.00034
6,1,13,0
6,1,14,0
6,1,15,0
6,1,16,0
6,1,17,0
6,1,18,0
6,1,19,0
6,1,20,0
6,1,21,0
6,1,22,0
6,1,23,0
6,1,24,0
6,1,25,0
6,1,26,0
6,1,27,0
6,1,28,0
6,1,29,0
6,1,30,0
6,1,31,0
6,1,32,0
6,1,33,0
6,1,34,0
6,1,35,0
6,1,36,0
6,1,37,0
6,1,38,0
6,1,39,0
6,1,40,0
6,2,1,0
6,2,2,0
6,2,3,0
6,2,4,0.00004
6,2,5,0.00026
6,2,6,0
6,2,7,0
6,2,8,0.00039
6,2,9,0
6,2,10,0
6,2,11,0
6,2,12,0
6,2,13,0.00002
6,2,14,0
6,2,15,0
6,2,16,0
6,2,17,0
6,2,18,0
6,2,19,0
6,2,20,0
6,2,21,0
6,2,22,0
6,2,23,0
6,2,24,0
6,2,25,0
6,2,26,0.00004
6,2,27,0
6,2,28,0
6,2,29,0
6,2,30,0
6,2,31,0
6,2,32,0.00396
6,2,33,0
6,2,34,0
6,2,35,0
6,2,36,0
6,2,37,0
6,2,38,0
6,2,39,0
6,2,40,0
6,3,1,0
6,3,2,0
6,3,3,0
6,3,4,0
6,3,5,0.00038
6,3,6,0
6,3,7,0
6,3,8,0
6,3,9,0
6,3,10,0
6,3,11,0
6,3,12,0
6,3,13,0
6,3,14,0
6,3,15,0
6,3,16,0
6,3,17,0
6,3,18,0
6,3,19,0
6,3,20,0
6,3,21,0
6,3,22,0
6,3,23,0
6,3,24,0
6,3,25,0
6,3,26,0
6,3,27,0
6,3,28,0
6,3,29,0
6,3,30,0
6,3,31,0
6,3,32,0
6,3,33,0
6,3,34,0
6,3,35,0
6,3,36,0
6,3,37,0
6,3,38,0
6,3,39,0
6,3,40,0
6,4,1,0
6,4,2,0
6,4,3,0
6,4,4,0
6,4,5,0
6,4,6,0
6,4,7,0.00001
6,4,8,0
6,4,9,0.00008
6,4,10,0.00011
6,4,11,0.00032
6,4,12,0.00007
6,4,13,0
6,4,14,0
6,4,15,0
6,4,16,0.0001
6,4,17,0
6,4,18,0
6,4,19,0.00005
6,4,20,0
6,4,21,0
6,4,22,0
6,4,23,0.00031
6,4,24,0
6,4,25,0
6,4,26,0
6,4,27,0.00005
6,4,28,0.00041
6,4,29,0
6,4,30,0
6,4,31,0
6,4,32,0
6,4,33,0
6,4,34,0
6,4,35,0
6,4,36,0
6,4,37,0
6,4,38,0
6,4,39,0
6,4,40,0
6,5,1,0
6,5,2,0
6,5,3,0
6,5,4,0
6,5,5,0
6,5,6,0
6,5,7,0.00023
6,5,8,0.00048
6,5,9,0.00037
6,5,10,0.00232
6,5,11,0.0003
6,5,12,0.00032
6,5,13,0.00003
6,5,14,0.00114
6,5,15,0.00013
6,5,16,0
6,5,17,0.00043
6,5,18,0
6,5,19,0
6,5,20,0
6,5,21,0.00018
6,5,22,0.00005
6,5,23,0
6,5,24,0.00002
6,5,25,0.00015
6,5,26,0.00011
6,5,27,0
6,5,28,0
6,5,29,0.00007
6,5,30,0
6,5,31,0
6,5,32,0
6,5,33,0
6,5,34,0
6,5,35,0
6,5,36,0
6,5,37,0
6,5,38,0
6,5,39,0
6,5,40,0
6,6,1,0
6,6,2,0
6,6,3,0
6,6,4,0
6,6,5,0
6,6,6,0.0001
6,6,7,0.0004
6,6,8,0.00187
6,6,9,0.00141
6,6,10,0.0006
6,6,11,0.00129
6,6,12,0.00063
6,6,13,0.00021
6,6,14,0.00201
6,6,15,0.00013
6,6,16,0.00054
6,6,17,0.00301
6,6,18,0.00043
6,6,19,0.00014
6,6,20,0.00002
6,6,21,0
6,6,22,0.00084
6,6,23,0
6,6,24,0
6,6,25,0.00004
6,6,26,0
6,6,27,0
6,6,28,0
6,6,29,0.0002
6,6,30,0
6,6,31,0.00001
6,6,32,0
6,6,33,0
6,6,34,0
6,6,35,0
6,6,36,0.00007
6,6,37,0
6,6,38,0
6,6,39,0
6,6,40,0
6,7,1,0
6,7,2,0
6,7,3,0
6,7,4,0
6,7,5,0
6,7,6,0
6,7,7,0.00007
6,7,8,0.00091
6,7,9,0.00199
6,7,10,0.00284
6,7,11,0.00182
6,7,12,0.00165
6,7,13,0.00132
6,7,14,0.00112
6,7,15,0.00343
6,7,16,0.00013
6,7,17,0.00007
6,7,18,0.00676
6,7,19,0.0002
6,7,20,0.00031
6,7,21,0
6,7,22,0
6,7,23,0.00005
6,7,24,0.00127
6,7,25,0.00138
6,7,26,0
6,7,27,0.00022
6,7,28,0.00002
6,7,29,0.00026
6,7,30,0
6,7,31,0.0001
6,7,32,0.00001
6,7,33,0
6,7,34,0
6,7,35,0
6,7,36,0
6,7,37,0
6,7,38,0
6,7,39,0
6,7,40,0
6,8,1,0
6,8,2,0
6,8,3,0
6,8,4,0
6,8,5,0
6,8,6,0
6,8,7,0
6,8,8,0.00002
6,8,9,0.00053
6,8,10,0.00306
6,8,11,0.00445
6,8,12,0.0006
6,8,13,0.00085
6,8,14,0.00179
6,8,15,0.00248
6,8,16,0.00023
6,8,17,0.00516
6,8,18,0.00049
6,8,19,0.00008
6,8,20,0.00126
6,8,21,0.00017
6,8,22,0.00015
6,8,23,0.00033
6,8,24,0.00116
6,8,25,0.00004
6,8,26,0.00053
6,8,27,0.00031
6,8,28,0.00002
6,8,29,0
6,8,30,0
6,8,31,0.00007
6,8,32,0.00013
6,8,33,0
6,8,34,0
6,8,35,0
6,8,36,0
6,8,37,0
6,8,38,0
6,8,39,0
6,8,40,0
6,9,1,0
6,9,2,0
6,9,3,0
6,9,4,0
6,9,5,0
6,9,6,0
6,9,7,0
6,9,8,0
6,9,9,0.00002
6,9,10,0.0014
6,9,11,0.00522
6,9,12,0.00352
6,9,13,0.00436
6,9,14,0.00593
6,9,15,0.01535
6,9,16,0.00237
6,9,17,0.00095
6,9,18,0.00076
6,9,19,0.0009
6,9,20,0.001
6,9,21,0.01158
6,9,22,0.00117
6,9,23,0.00011
6,9,24,0.00458
6,9,25,0.00109
6,9,26,0
6,9,27,0
6,9,28,0.00586
6,9,29,0
6,9,30,0
6,9,31,0.00007
6,9,32,0
6,9,33,0
6,9,34,0
6,9,35,0
6,9,36,0
6,9,37,0
6,9,38,0
6,9,39,0
6,9,40,0
6,10,1,0
6,10,2,0
6,10,3,0
6,10,4,0
6,10,5,0
6,10,6,0
6,10,7,0
6,10,8,0
6,10,9,0
6,10,10,0.00021
6,10,11,0.0028
6,10,12,0.00995
6,10,13,0.01419
6,10,14,0.00515
6,10,15,0.0141
6,10,16,0.01063
6,10,17,0.00682
6,10,18,0.00628
6,10,19,0.0014
6,10,20,0.00186
6,10,21,0.00011
6,10,22,0.00003
6,10,23,0.00434
6,10,24,0.00105
6,10,25,0.00018
6,10,26,0.00022
6,10,27,0
6,10,28,0.00106
6,10,29,0
6,10,30,0.00036
6,10,31,0.00031
6,10,32,0
6,10,33,0
6,10,34,0
6,10,35,0
6,10,36,0.00078
6,10,37,0
6,10,38,0
6,10,39,0
6,10,40,0
6,11,1,0
6,11,2,0
6,11,3,0
6,11,4,0
6,11,5,0
6,11,6,0
6,11,7,0
6,11,8,0
6,11,9,0
6,11,10,0
6,11,11,0.00016
6,11,12,0.00514
6,11,13,0.0161
6,11,14,0.00637
6,11,15,0.00473
6,11,16,0.01356
6,11,17,0.00348
6,11,18,0.00442
6,11,19,0.0061
6,11,20,0.00057
6,11,21,0.00059
6,11,22,0.00019
6,11,23,0.00453
6,11,24,0.00117
6,11,25,0.00046
6,11,26,0.00353
6,11,27,0.0006
6,11,28,0.00005
6,11,29,0.0001
6,11,30,0.00003
6,11,31,0.00001
6,11,32,0
6,11,33,0.00014
6,11,34,0
6,11,35,0
6,11,36,0
6,11,37,0
6,11,38,0
6,11,39,0
6,11,40,0
6,12,1,0
6,12,2,0
6,12,3,0
6,12,4,0
6,12,5,0
6,12,6,0
6,12,7,0
6,12,8,0
6,12,9,0
6,12,10,0
6,12,11,0
6,12,12,0.00231
6,12,13,0.00416
6,12,14,0.00373
6,12,15,0.00534
6,12,16,0.01456
6,12,17,0.00872
6,12,18,0.00617
6,12,19,0.00126
6,12,20,0.00074
6,12,21,0.00421
6,12,22,0.0003
6,12,23,0.00013
6,12,24,0.00053
6,12,25,0.0001
6,12,26,0.00008
6,12,27,0.00082
6,12,28,0.0003
6,12,29,0
6,12,30,0.00123
6,12,31,0
6,12,32,0
6,12,33,0
6,12,34,0
6,12,35,0
6,12,36,0
6,12,37,0
6,12,38,0
6,12,39,0
6,12,40,0
6,13,1,0
6,13,2,0
6,13,3,0
6,13,4,0
6,13,5,0
6,13,6,0
6,13,7,0
6,13,8,0
6,13,9,0
6,13,10,0
6,13,11,0
6,13,12,0
6,13,13,0.00068
6,13,14,0.00174
6,13,15,0.00153
6,13,16,0.00391
6,13,17,0.00707
6,13,18,0.01135
6,13,19,0.00912
6,13,20,0.00088
6,13,21,0.00301
6,13,22,0.00015
6,13,23,0.00211
6,13,24,0.00097
6,13,25,0.00026
6,13,26,0
6,13,27,0.00008
6,13,28,0.00004
6,13,29,0
6,13,30,0.00003
6,13,31,0
6,13,32,0
6,13,33,0
6,13,34,0
6,13,35,0
6,13,36,0
6,13,37,0
6,13,38,0
6,13,39,0
6,13,40,0
6,14,1,0
6,14,2,0
6,14,3,0
6,14,4,0
6,14,5,0
6,14,6,0
6,14,7,0
6,14,8,0
6,14,9,0
6,14,10,0
6,14,11,0
6,14,12,0
6,14,13,0
6,14,14,0.00242
6,14,15,0.00784
6,14,16,0.01169
6,14,17,0.00587
6,14,18,0.00116
6,14,19,0.00114
6,14,20,0.00784
6,14,21,0.00108
6,14,22,0.00438
6,14,23,0.00007
6,14,24,0.00042
6,14,25,0.00036
6,14,26,0.0006
6,14,27,0.001
6,14,28,0
6,14,29,0.00023
6,14,30,0.00008
6,14,31,0.00004
6,14,32,0
6,14,33,0
6,14,34,0
6,14,35,0
6,14,36,0
6,14,37,0
6,14,38,0
6,14,39,0
6,14,40,0
6,15,1,0
6,15,2,0
6,15,3,0
6,15,4,0
6,15,5,0
6,15,6,0
6,15,7,0
6,15,8,0
6,15,9,0
6,15,10,0
6,15,11,0
6,15,12,0
6,15,13,0
6,15,14,0
6,15,15,0.00194
6,15,16,0.00569
6,15,17,0.00462
6,15,18,0.00234
6,15,19,0.00539
6,15,20,0.00155
6,15,21,0.00221
6,15,22,0.00516
6,15,23,0.00582
6,15,24,0.00053
6,15,25,0.00007
6,15,26,0.00006
6,15,27,0
6,15,28,0.00018
6,15,29,0.00007
6,15,30,0
6,15,31,0.00021
6,15,32,0
6,15,33,0
6,15,34,0
6,15,35,0
6,15,36,0.00129
6,15,37,0
6,15,38,0
6,15,39,0
6,15,40,0
6,16,1,0
6,16,2,0
6,16,3,0
6,16,4,0
6,16,5,0
6,16,6,0
6,16,7,0
6,16,8,0
6,16,9,0
6,16,10,0
6,16,11,0
6,16,12,0
6,16,13,0
6,16,14,0
6,16,15,0
6,16,16,0.00026
6,16,17,0.01536
6,16,18,0.00086
6,16,19,0.00785
6,16,20,0.00373
6,16,21,0.00618
6,16,22,0.00127
6,16,23,0.0038
6,16,24,0.00008
6,16,25,0.00023
6,16,26,0.00124
6,16,27,0.00054
6,16,28,0.00009
6,16,29,0
6,16,30,0
6,16,31,0
6,16,32,0
6,16,33,0
6,16,34,0
6,16,35,0
6,16,36,0
6,16,37,0
6,16,38,0
6,16,39,0
6,16,40,0
6,17,1,0
6,17,2,0
6,17,3,0
6,17,4,0
6,17,5,0
6,17,6,0
6,17,7,0
6,17,8,0
6,17,9,0
6,17,10,0
6,17,11,0
6,17,12,0
6,17,13,0
6,17,14,0
6,17,15,0
6,17,16,0
6,17,17,0.00004
6,17,18,0.00329
6,17,19,0.00569
6,17,20,0.00367
6,17,21,0.00628
6,17,22,0.00705
6,17,23,0.00452
6,17,24,0.00131
6,17,25,0.001
6,17,26,0.00239
6,17,27,0.00084
6,17,28,0.00049
6,17,29,0.00431
6,17,30,0.00011
6,17,31,0
6,17,32,0
6,17,33,0
6,17,34,0
6,17,35,0.00022
6,17,36,0
6,17,37,0
6,17,38,0
6,17,39,0
6,17,40,0
6,18,1,0
6,18,2,0
6,18,3,0
6,18,4,0
6,18,5,0
6,18,6,0
6,18,7,0
6,18,8,0
6,18,9,0
6,18,10,0
6,18,11,0
6,18,12,0
6,18,13,0
6,18,14,0
6,18,15,0
6,18,16,0
6,18,17,0
6,18,18,0.00025
6,18,19,0.00465
6,18,20,0.00288
6,18,21,0.00672
6,18,22,0.00806
6,18,23,0.00142
6,18,24,0.00119
6,18,25,0.00186
6,18,26,0.00174
6,18,27,0.00023
6,18,28,0
6,18,29,0.00007
6,18,30,0.00004
6,18,31,0.00047
6,18,32,0
6,18,33,0
6,18,34,0.0001
6,18,35,0
6,18,36,0
6,18,37,0
6,18,38,0
6,18,39,0
6,18,40,0
6,19,1,0
6,19,2,0
6,19,3,0
6,19,4,0
6,19,5,0
6,19,6,0
6,19,7,0
6,19,8,0
6,19,9,0
6,19,10,0
6,19,11,0
6,19,12,0
6,19,13,0
6,19,14,0
6,19,15,0
6,19,16,0
6,19,17,0
6,19,18,0
6,19,19,0.00036
6,19,20,0.00479
6,19,21,0.00335
6,19,22,0.00634
6,19,23,0.0132
6,19,24,0.00697
6,19,25,0.00194
6,19,26,0.00785
6,19,27,0.00091
6,19,28,0.00111
6,19,29,0.00024
6,19,30,0.00041
6,19,31,0.00005
6,19,32,0.00005
6,19,33,0
6,19,34,0
6,19,35,0.00012
6,19,36,0.00005
6,19,37,0
6,19,38,0
6,19,39,0
6,19,40,0
6,20,1,0
6,20,2,0
6,20,3,0
6,20,4,0
6,20,5,0
6,20,6,0
6,20,7,0
6,20,8,0
6,20,9,0
6,20,10,0
6,20,11,0
6,20,12,0
6,20,13,0
6,20,14,0
6,20,15,0
6,20,16,0
6,20,17,0
6,20,18,0
6,20,19,0
6,20,20,0.00468
6,20,21,0.0202
6,20,22,0.00551
6,20,23,0.00837
6,20,24,0.00993
6,20,25,0.01314
6,20,26,0.00073
6,20,27,0.00434
6,20,28,0.00696
6,20,29,0.00001
6,20,30,0.00001
6,20,31,0.0001
6,20,32,0.00026
6,20,33,0.00014
6,20,34,0
6,20,35,0.00112
6,20,36,0.00007
6,20,37,0
6,20,38,0
6,20,39,0
6,20,40,0
6,21,1,0
6,21,2,0
6,21,3,0
6,21,4,0
6,21,5,0
6,21,6,0
6,21,7,0
6,21,8,0
6,21,9,0
6,21,10,0
6,21,11,0
6,21,12,0
6,21,13,0
6,21,14,0
6,21,15,0
6,21,16,0
6,21,17,0
6,21,18,0
6,21,19,0
6,21,20,0
6,21,21,0.00052
6,21,22,0.00607
6,21,23,0.00334
6,21,24,0.00704
6,21,25,0.00181
6,21,26,0.00953
6,21,27,0.00065
6,21,28,0.00612
6,21,29,0.0022
6,21,30,0.00008
6,21,31,0.00017
6,21,32,0.00065
6,21,33,0.00002
6,21,34,0
6,21,35,0.00001
6,21,36,0
6,21,37,0
6,21,38,0
6,21,39,0
6,21,40,0
6,22,1,0
6,22,2,0
6,22,3,0
6,22,4,0
6,22,5,0
6,22,6,0
6,22,7,0
6,22,8,0
6,22,9,0
6,22,10,0
6,22,11,0
6,22,12,0
6,22,13,0
6,22,14,0
6,22,15,0
6,22,16,0
6,22,17,0
6,22,18,0
6,22,19,0
6,22,20,0
6,22,21,0
6,22,22,0.00139
6,22,23,0.00261
6,22,24,0.00893
6,22,25,0.00718
6,22,26,0.00771
6,22,27,0.00401
6,22,28,0.00348
6,22,29,0.00004
6,22,30,0.00111
6,22,31,0.00022
6,22,32,0.00023
6,22,33,0
6,22,34,0.00004
6,22,35,0
6,22,36,0
6,22,37,0
6,22,38,0
6,22,39,0
6,22,40,0
6,23,1,0
6,23,2,0
6,23,3,0
6,23,4,0
6,23,5,0
6,23,6,0
6,23,7,0
6,23,8,0
6,23,9,0
6,23,10,0
6,23,11,0
6,23,12,0
6,23,13,0
6,23,14,0
6,23,15,0
6,23,16,0
6,23,17,0
6,23,18,0
6,23,19,0
6,23,20,0
6,23,21,0
6,23,22,0
6,23,23,0.00216
6,23,24,0.00628
6,23,25,0.00943
6,23,26,0.00521
6,23,27,0.00295
6,23,28,0.00199
6,23,29,0.00003
6,23,30,0.00001
6,23,31,0.00004
6,23,32,0.00464
6,23,33,0.00011
6,23,34,0
6,23,35,0.00026
6,23,36,0.00004
6,23,37,0
6,23,38,0.00001
6,23,39,0
6,23,40,0
6,24,1,0
6,24,2,0
6,24,3,0
6,24,4,0
6,24,5,0
6,24,6,0
6,24,7,0
6,24,8,0
6,24,9,0
6,24,10,0
6,24,11,0
6,24,12,0
6,24,13,0
6,24,14,0
6,24,15,0
6,24,16,0
6,24,17,0
6,24,18,0
6,24,19,0
6,24,20,0
6,24,21,0
6,24,22,0
6,24,23,0
6,24,24,0.0011
6,24,25,0.00654
6,24,26,0.02301
6,24,27,0.00269
6,24,28,0.00782
6,24,29,0.00153
6,24,30,0.00355
6,24,31,0.00044
6,24,32,0
6,24,33,0.00009
6,24,34,0.00013
6,24,35,0
6,24,36,0.0001
6,24,37,0
6,24,38,0
6,24,39,0
6,24,40,0
6,25,1,0
6,25,2,0
6,25,3,0
6,25,4,0
6,25,5,0
6,25,6,0
6,25,7,0
6,25,8,0
6,25,9,0
6,25,10,0
6,25,11,0
6,25,12,0
6,25,13,0
6,25,14,0
6,25,15,0
6,25,16,0
6,25,17,0
6,25,18,0
6,25,19,0
6,25,20,0
6,25,21,0
6,25,22,0
6,25,23,0
6,25,24,0
6,25,25,0.00143
6,25,26,0.00966
6,25,27,0.00312
6,25,28,0.02182
6,25,29,0.00365
6,25,30,0.00068
6,25,31,0.00039
6,25,32,0.00068
6,25,33,0
6,25,34,0
6,25,35,0
6,25,36,0
6,25,37,0.00034
6,25,38,0
6,25,39,0
6,25,40,0
6,26,1,0
6,26,2,0
6,26,3,0
6,26,4,0
6,26,5,0
6,26,6,0
6,26,7,0
6,26,8,0
6,26,9,0
6,26,10,0
6,26,11,0
6,26,12,0
6,26,13,0
6,26,14,0
6,26,15,0
6,26,16,0
6,26,17,0
6,26,18,0
6,26,19,0
6,26,20,0
6,26,21,0
6,26,22,0
6,26,23,0
6,26,24,0
6,26,25,0
6,26,26,0.00022
6,26,27,0.00391
6,26,28,0.00295
6,26,29,0.00431
6,26,30,0.00198
6,26,31,0.00427
6,26,32,0.00245
6,26,33,0.00044
6,26,34,0.00167
6,26,35,0.0001
6,26,36,0
6,26,37,0.00005
6,26,38,0
6,26,39,0
6,26,40,0
6,27,1,0
6,27,2,0
6,27,3,0
6,27,4,0
6,27,5,0
6,27,6,0
6,27,7,0
6,27,8,0
6,27,9,0
6,27,10,0
6,27,11,0
6,27,12,0
6,27,13,0
6,27,14,0
6,27,15,0
6,27,16,0
6,27,17,0
6,27,18,0
6,27,19,0
6,27,20,0
6,27,21,0
6,27,22,0
6,27,23,0
6,27,24,0
6,27,25,0
6,27,26,0
6,27,27,0.00435
6,27,28,0.00432
6,27,29,0.00145
6,27,30,0.0147
6,27,31,0.00064
6,27,32,0.00103
6,27,33,0.00012
6,27,34,0.00048
6,27,35,0.00186
6,27,36,0.00049
6,27,37,0
6,27,38,0.0014
6,27,39,0
6,27,40,0
6,28,1,0
6,28,2,0
6,28,3,0
6,28,4,0
6,28,5,0
6,28,6,0
6,28,7,0
6,28,8,0
6,28,9,0
6,28,10,0
6,28,11,0
6,28,12,0
6,28,13,0
6,28,14,0
6,28,15,0
6,28,16,0
6,28,17,0
6,28,18,0
6,28,19,0
6,28,20,0
6,28,21,0
6,28,22,0
6,28,23,0
6,28,24,0
6,28,25,0
6,28,26,0
6,28,27,0
6,28,28,0.00027
6,28,29,0.0006
6,28,30,0.0003
6,28,31,0.00059
6,28,32,0.00166
6,28,33,0.00155
6,28,34,0.00007
6,28,35,0.00009
6,28,36,0.00065
6,28,37,0
6,28,38,0
6,28,39,0
6,28,40,0
6,29,1,0
6,29,2,0
6,29,3,0
6,29,4,0
6,29,5,0
6,29,6,0
6,29,7,0
6,29,8,0
6,29,9,0
6,29,10,0
6,29,11,0
6,29,12,0
6,29,13,0
6,29,14,0
6,29,15,0
6,29,16,0
6,29,17,0
6,29,18,0
6,29,19,0
6,29,20,0
6,29,21,0
6,29,22,0
6,29,23,0
6,29,24,0
6,29,25,0
6,29,26,0
6,29,27,0
6,29,28,0
6,29,29,0.00012
6,29,30,0.00134
6,29,31,0.00103
6,29,32,0.00065
6,29,33,0.0015
6,29,34,0.00243
6,29,35,0.00015
6,29,36,0.00016
6,29,37,0.00005
6,29,38,0
6,29,39,0
6,29,40,0
6,30,1,0
6,30,2,0
6,30,3,0
6,30,4,0
6,30,5,0
6,30,6,0
6,30,7,0
6,30,8,0
6,30,9,0
6,30,10,0
6,30,11,0
6,30,12,0
6,30,13,0
6,30,14,0
6,30,15,0
6,30,16,0
6,30,17,0
6,30,18,0
6,30,19,0
6,30,20,0
6,30,21,0
6,30,22,0
6,30,23,0
6,30,24,0
6,30,25,0
6,30,26,0
6,30,27,0
6,30,28,0
6,30,29,0
6,30,30,0.00034
6,30,31,0.00556
6,30,32,0.00168
6,30,33,0.00171
6,30,34,0.00013
6,30,35,0
6,30,36,0
6,30,37,0.00011
6,30,38,0
6,30,39,0
6,30,40,0
6,31,1,0
6,31,2,0
6,31,3,0
6,31,4,0
6,31,5,0
6,31,6,0
6,31,7,0
6,31,8,0
6,31,9,0
6,31,10,0
6,31,11,0
6,31,12,0
6,31,13,0
6,31,14,0
6,31,15,0
6,31,16,0
6,31,17,0
6,31,18,0
6,31,19,0
6,31,20,0
6,31,21,0
6,31,22,0
6,31,23,0
6,31,24,0
6,31,25,0
6,31,26,0
6,31,27,0
6,31,28,0
6,31,29,0
6,31,30,0
6,31,31,0.00028
6,31,32,0.00171
6,31,33,0.00002
6,31,34,0.00034
6,31,35,0.00125
6,31,36,0.0014
6,31,37,0
6,31,38,0
6,31,39,0
6,31,40,0
6,32,1,0
6,32,2,0
6,32,3,0
6,32,4,0
6,32,5,0
6,32,6,0
6,32,7,0
6,32,8,0
6,32,9,0
6,32,10,0
6,32,11,0
6,32,12,0
6,32,13,0
6,32,14,0
6,32,15,0
6,32,16,0
6,32,17,0
6,32,18,0
6,32,19,0
6,32,20,0
6,32,21,0
6,32,22,0
6,32,23,0
6,32,24,0
6,32,25,0
6,32,26,0
6,32,27,0
6,32,28,0
6,32,29,0
6,32,30,0
6,32,31,0
6,32,32,0.00047
6,32,33,0.0015
6,32,34,0.00011
6,32,35,0.00021
6,32,36,0
6,32,37,0
6,32,38,0
6,32,39,0
6,32,40,0.00007
6,33,1,0
6,33,2,0
6,33,3,0
6,33,4,0
6,33,5,0
6,33,6,0
6,33,7,0
6,33,8,0
6,33,9,0
6,33,10,0
6,33,11,0
6,33,12,0
6,33,13,0
6,33,14,0
6,33,15,0
6,33,16,0
6,33,17,0
6,33,18,0
6,33,19,0
6,33,20,0
6,33,21,0
6,33,22,0
6,33,23,0
6,33,24,0
6,33,25,0
6,33,26,0
6,33,27,0
6,33,28,0
6,33,29,0
6,33,30,0
6,33,31,0
6,33,32,0
6,33,33,0.00026
6,33,34,0.00015
6,33,35,0
6,33,36,0.00001
6,33,37,0
6,33,38,0
6,33,39,0.00001
6,33,40,0
6,34,1,0
6,34,2,0
6,34,3,0
6,34,4,0
6,34,5,0
6,34,6,0
6,34,7,0
6,34,8,0
6,34,9,0
6,34,10,0
6,34,11,0
6,34,12,0
6,34,13,0
6,34,14,0
6,34,15,0
6,34,16,0
6,34,17,0
6,34,18,0
6,34,19,0
6,34,20,0
6,34,21,0
6,34,22,0
6,34,23,0
6,34,24,0
6,34,25,0
6,34,26,0
6,34,27,0
6,34,28,0
6,34,29,0
6,34,30,0
6,34,31,0
6,34,32,0
6,34,33,0
6,34,34,0
6,34,35,0.00069
6,34,36,0.00063
6,34,37,0.00008
6,34,38,0.00019
6,34,39,0
6,34,40,0
6,35,1,0
6,35,2,0
6,35,3,0
6,35,4,0
6,35,5,0
6,35,6,0
6,35,7,0
6,35,8,0
6,35,9,0
6,35,10,0
6,35,11,0
6,35,12,0
6,35,13,0
6,35,14,0
6,35,15,0
6,35,16,0
6,35,17,0
6,35,18,0
6,35,19,0
6,35,20,0
6,35,21,0
6,35,22,0
6,35,23,0
6,35,24,0
6,35,25,0
6,35,26,0
6,35,27,0
6,35,28,0
6,35,29,0
6,35,30,0
6,35,31,0
6,35,32,0
6,35,33,0
6,35,34,0
6,35,35,0.00038
6,35,36,0.00303
6,35,37,0
6,35,38,0
6,35,39,0
6,35,40,0.00025
6,36,1,0
6,36,2,0
6,36,3,0
6,36,4,0
6,36,5,0
6,36,6,0
6,36,7,0
6,36,8,0
6,36,9,0
6,36,10,0
6,36,11,0
6,36,12,0
6,36,13,0
6,36,14,0
6,36,15,0
6,36,16,0
6,36,17,0
6,36,18,0
6,36,19,0
6,36,20,0
6,36,21,0
6,36,22,0
6,36,23,0
6,36,24,0
6,36,25,0
6,36,26,0
6,36,27,0
6,36,28,0
6,36,29,0
6,36,30,0
6,36,31,0
6,36,32,0
6,36,33,0
6,36,34,0
6,36,35,0
6,36,36,0
6,36,37,0
6,36,38,0
6,36,39,0
6,36,40,0
6,37,1,0
6,37,2,0
6,37,3,0
6,37,4,0
6,37,5,0
6,37,6,0
6,37,7,0
6,37,8,0
6,37,9,0
6,37,10,0
6,37,11,0
6,37,12,0
6,37,13,0
6,37,14,0
6,37,15,0
6,37,16,0
6,37,17,0
6,37,18,0
6,37,19,0
6,37,20,0
6,37,21,0
6,37,22,0
6,37,23,0
6,37,24,0
6,37,25,0
6,37,26,0
6,37,27,0
6,37,28,0
6,37,29,0
6,37,30,0
6,37,31,0
6,37,32,0
6,37,33,0
6,37,34,0
6,37,35,0
6,37,36,0
6,37,37,0
6,37,38,0
6,37,39,0
6,37,40,0
6,38,1,0
6,38,2,0
6,38,3,0
6,38,4,0
6,38,5,0
6,38,6,0
6,38,7,0
6,38,8,0
6,38,9,0
6,38,10,0
6,38,11,0
6,38,12,0
6,38,13,0
6,38,14,0
6,38,15,0
6,38,16,0
6,38,17,0
6,38,18,0
6,38,19,0
6,38,20,0
6,38,21,0
6,38,22,0
6,38,23,0
6,38,24,0
6,38,25,0
6,38,26,0
6,38,27,0
6,38,28,0
6,38,29,0
6,38,30,0
6,38,31,0
6,38,32,0
6,38,33,0
6,38,34,0
6,38,35,0
6,38,36,0
6,38,37,0
6,38,38,0
6,38,39,0.00004
6,38,40,0
6,39,1,0
6,39,2,0
6,39,3,0
6,39,4,0
6,39,5,0
6,39,6,0
6,39,7,0
6,39,8,0
6,39,9,0
6,39,10,0
6,39,11,0
6,39,12,0
6,39,13,0
6,39,14,0
6,39,15,0
6,39,16,0
6,39,17,0
6,39,18,0
6,39,19,0
