mgra,taz,lightTruckTripsProds,lightTruckTripsAttrs,medTruckTripsProds,medTruckTripsAttrs,heavyTruckTripsProds,heavyTruckTripsAttrs,CommercialVehicleTripsProds,CommercialVehicleTripsAttrs,ExternalInternalTripsProds,ExternalInternalTripsAttrs,ExternalExternalTripsProds,ExternalExternalTripsAttrs
15671,80,0.11189821,0.11189821,0.10454826,0.10454826,0.16084464,0.14674571,0.058346838,0.058346838,0.019869301,0.019869301,0.2,0.2
15674,80,0.087022811,0.087022811,0.070018031,0.070018031,0.058336262,0.073070362,0.042393837,0.042393837,0.009934651,0.009934651,0.2,0.2
15677,80,0.020643704,0.020643704,0.016124669,0.016124669,0.01318475,0.017045459,0.008261098,0.008261098,0,0,0.2,0.2
15826,81,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.33333334,0.33333334,0.33333334,0.33333334
15827,81,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.33333334,0.33333334,0.33333334,0.33333334
15833,81,0,0,0,0,0,0,0,0,0.33333334,0.33333334,0.33333334,0.33333334
15828,82,0.41974428,0.42570233,0.42596814,0.44144848,0.62816834,0.5860948,0.55398887,0.55398887,0.62790698,0.62790698,0.2,0.2
15834,82,0.21943626,0.21900646,0.2533848,0.25126812,0.24243268,0.24311812,0.22002763,0.22002763,0.18604651,0.18604651,0.2,0.2
15835,82,0.26713431,0.26326337,0.22211415,0.21319579,0.096707642,0.12451737,0.1632743,0.1632743,0.13953489,0.13953489,0.2,0.2
15836,82,0.017514773,0.017154185,0.020817621,0.019816248,0.005432419,0.00882891,0.009571813,0.009571813,0,0,0.2,0.2
15837,82,0.07617037,0.074873663,0.077715337,0.074271359,0.027258934,0.03744084,0.053137373,0.053137373,0.046511628,0.046511628,0.2,0.2
15678,83,0.50511742,0.50418258,0.51316082,0.51114601,0.43258318,0.46599928,0.49562141,0.49562141,0.5,0.5,0.33333334,0.33333334
15681,83,0.11161204,0.11348947,0.10119832,0.1052149,0.26464471,0.19304413,0.16291191,0.16291191,0.31818181,0.31818181,0.33333334,0.33333334
15684,83,0.38327053,0.38232794,0.38564083,0.38363907,0.3027721,0.34095654,0.34146667,0.34146667,0.18181817,0.18181817,0.33333334,0.33333334
15679,84,0.15808764,0.17934415,0.19617166,0.1464572,0.048774511,0.09908887,0.11774001,0.11774001,0,0,0.5,0.5
15680,84,0.84191233,0.82065588,0.80382836,0.8535428,0.95122552,0.90091115,0.88226002,0.88226002,1,1,0.5,0.5
15685,85,0,0,0,0,0,0,0,0,0,0,0.25,0.25
15686,85,0.6397289,0.6384384,0.6310485,0.62686568,0.58264083,0.59291565,0.58714616,0.58714616,0.58700299,0.58700299,0.25,0.25
15689,85,0.36027107,0.36156157,0.3689515,0.37313429,0.41735917,0.40708438,0.41285384,0.41285384,0.41299695,0.41299695,0.25,0.25
15691,85,0,0,0,0,0,0,0,0,0,0,0.25,0.25
15687,86,0.34192863,0.33843046,0.32232141,0.31421754,0.20323807,0.2164229,0.31377265,0.31377265,0.3710407,0.3710407,0.5,0.5
15690,86,0.65807134,0.66156954,0.67767864,0.68578243,0.79676187,0.78357702,0.68622732,0.68622732,0.6289593,0.6289593,0.5,0.5
15688,87,0.14256856,0.13879012,0.16541408,0.15519449,0.037731744,0.061365429,0.078136146,0.078136146,0.027027026,0.027027026,0.33333334,0.33333334
15693,87,0.081450284,0.079291634,0.092372455,0.086665504,0.020767165,0.034609694,0.038266044,0.038266044,0,0,0.33333334,0.33333334
15700,87,0.77598113,0.78191823,0.74221349,0.75813997,0.94150108,0.90402484,0.88359779,0.88359779,0.97297293,0.97297293,0.33333334,0.33333334
15694,88,0.16959979,0.16932712,0.18314391,0.18284552,0.1616078,0.17259653,0.16097736,0.16097736,0,0,0.25,0.25
15695,88,0.30743462,0.30694035,0.33605099,0.33550346,0.29885998,0.31502128,0.31357387,0.31357387,0.2,0.2,0.25,0.25
15704,88,0.21199973,0.21165891,0.22892989,0.2285569,0.20200974,0.21574567,0.20122172,0.20122172,0,0,0.25,0.25
15705,88,0.31096587,0.31207365,0.25187522,0.25309417,0.33752245,0.29663652,0.32422704,0.32422704,0.80000001,0.80000001,0.25,0.25
15696,89,0.30662459,0.30662459,0.3053838,0.3053838,0.30458465,0.30592552,0.29788077,0.29788077,0,0,0.33333334,0.33333334
15697,89,0.27001271,0.27001271,0.26892006,0.26892006,0.26821634,0.26939711,0.26231292,0.26231292,0,0,0.33333334,0.33333334
15698,89,0.42336273,0.42336273,0.4256961,0.4256961,0.42719898,0.42467737,0.43980634,0.43980634,1,1,0.33333334,0.33333334
15699,90,1,1,1,1,1,1,1,1,1,1,1,1
15701,91,0.75983465,0.75983465,0.80409163,0.80409163,0.82150352,0.78823155,0.8843655,0.8843655,0.91666669,0.91666669,0.5,0.5
15707,91,0.24016537,0.24016537,0.19590835,0.19590835,0.17849651,0.21176845,0.11563448,0.11563448,0.083333328,0.083333328,0.5,0.5
15682,92,0.070158549,0.069949538,0.13849634,0.1373235,0.27354223,0.23976749,0.06554503,0.06554503,0.06761729,0.06761729,0.5,0.5
15683,92,0.92984146,0.93005049,0.86150366,0.86267656,0.72645777,0.76023251,0.93445498,0.93445498,0.9323827,0.9323827,0.5,0.5
15857,93,0,0,0,0,0,0,0,0,0,0,0.25,0.25
15858,93,0.88614666,0.88809842,0.87653375,0.88132131,0.96031064,0.93898195,0.93333334,0.93333334,1,1,0.25,0.25
15859,93,0.028463325,0.027975386,0.030866563,0.029669667,0.009922332,0.015254511,0.016666666,0.016666666,0,0,0.25,0.25
15860,93,0.085389972,0.083926156,0.09259969,0.089009002,0.029766995,0.045763534,0.049999993,0.049999993,0,0,0.25,0.25
15427,94,0.5346275,0.5337286,0.55241859,0.55018139,0.49657533,0.50869304,0.5649156,0.5649156,0.68000001,0.68000001,0.125,0.125
15428,94,0.076853693,0.076807708,0.074798822,0.074737944,0.0724409,0.074380077,0.067582972,0.067582972,0.039999999,0.039999999,0.125,0.125
15430,94,0.071739338,0.071131319,0.072388373,0.071080782,0.036529236,0.049792171,0.047705624,0.047705624,0,0,0.125,0.125
15431,94,0.071739338,0.071131319,0.072388373,0.071080782,0.036529236,0.049792171,0.047705624,0.047705624,0,0,0.125,0.125
15432,94,0,0,0,0,0,0,0,0,0,0,0.125,0.125
15434,94,0.029891392,0.02963805,0.030161822,0.029616991,0.015220515,0.020746736,0.019877344,0.019877344,0,0,0.125,0.125
15435,94,0.16134429,0.16421452,0.1435528,0.14999151,0.31530783,0.25925165,0.21643363,0.21643363,0.28000003,0.28000003,0.125,0.125
15437,94,0.053804506,0.053348489,0.054291278,0.053310584,0.027396927,0.037344128,0.035779219,0.035779219,0,0,0.125,0.125
15702,95,0.50753748,0.50753748,0.46799845,0.46799845,0.44549593,0.48451579,0.31516764,0.31516764,0,0,0.33333334,0.33333334
15706,95,0.16467786,0.16467786,0.22975262,0.22975262,0.26678798,0.20256776,0.48128656,0.48128656,1,1,0.33333334,0.33333334
15708,95,0.32778463,0.32778463,0.30224898,0.30224898,0.28771612,0.31291643,0.20354578,0.20354578,0,0,0.33333334,0.33333334
15703,96,1,1,1,1,1,1,1,1,1,1,1,1
15831,97,0.891945,0.88291085,0.88243228,0.90077865,0.95181549,0.91675335,0.93812561,0.93812561,0.97471255,0.97471255,0.5,0.5
15832,97,0.10805501,0.11708912,0.11756775,0.099221364,0.048184518,0.083246656,0.06187439,0.06187439,0.025287488,0.025287488,0.5,0.5
15839,98,0.62373227,0.62907749,0.66852361,0.67726219,0.91443276,0.85595071,0.79178715,0.79178715,1,1,0.11111111,0.11111111
15840,98,0.070550203,0.069547981,0.062151816,0.060513347,0.016043849,0.027009234,0.039039914,0.039039914,0,0,0.11111111,0.11111111
16243,98,0.09406694,0.092730641,0.08286909,0.080684468,0.0213918,0.036012311,0.052053221,0.052053221,0,0,0.11111111,0.11111111
16248,98,0.04703347,0.046365321,0.041434545,0.040342234,0.0106959,0.018006155,0.02602661,0.02602661,0,0,0.11111111,0.11111111
16257,98,0,0,0,0,0,0,0,0,0,0,0.11111111,0.11111111
16258,98,0,0,0,0,0,0,0,0,0,0,0.11111111,0.11111111
16259,98,0,0,0,0,0,0,0,0,0,0,0.11111111,0.11111111
16260,98,0.16461715,0.16227862,0.1450209,0.14119782,0.037435651,0.063021541,0.091093138,0.091093138,0,0,0.11111111,0.11111111
16261,98,0,0,0,0,0,0,0,0,0,0,0.11111111,0.11111111
15713,99,0.92755282,0.92785347,0.9246121,0.92528629,0.94806516,0.93923086,0.92370975,0.92370975,0.91666669,0.91666669,0.5,0.5
15715,99,0.072447158,0.072146483,0.07538788,0.074713692,0.051934838,0.0607692,0.076290265,0.076290265,0.083333328,0.083333328,0.5,0.5
15714,100,0.23126292,0.23156755,0.16831921,0.16885403,0.15574251,0.17363755,0.15175162,0.15175162,0.12346791,0.12346791,0.16666667,0.16666667
15717,100,0.023828924,0.023691742,0.023710782,0.023570934,0.012208366,0.018714316,0.009329211,0.009329211,0,0,0.16666667,0.16666667
15718,100,0.026545696,0.026392873,0.027370917,0.027209481,0.014412351,0.021272693,0.012686667,0.012686667,0.003631409,0.003631409,0.16666667,0.16666667
15720,100,0.49663305,0.49622792,0.49456555,0.49393991,0.55529159,0.55049855,0.39492384,0.39492384,0.34145507,0.34145507,0.16666667,0.16666667
15721,100,0.17496397,0.1751837,0.17415506,0.17427357,0.15697038,0.15201873,0.24081923,0.24081923,0.26872429,0.26872429,0.16666667,0.16666667
15722,100,0.046765469,0.046936173,0.11187846,0.11215211,0.10537483,0.083858177,0.19048947,0.19048947,0.26272136,0.26272136,0.16666667,0.16666667
20751,101,0,0,0,0,0,0,0,0,0,0,0.052631579,0.052631579
20752,101,0,0,0,0,0,0,0,0,0,0,0.052631579,0.052631579
20755,101,0,0,0,0,0,0,0,0,0,0,0.052631579,0.052631579
20756,101,0,0,0,0,0,0,0,0,0,0,0.052631579,0.052631579
20762,101,0,0,0,0,0,0,0,0,0,0,0.052631579,0.052631579
20763,101,0,0,0,0,0,0,0,0,0,0,0.052631579,0.052631579
20764,101,0,0,0,0,0,0,0,0,0,0,0.052631579,0.052631579
20765,101,0,0,0,0,0,0,0,0,0,0,0.052631579,0.052631579
20766,101,0,0,0,0,0,0,0,0,0,0,0.052631579,0.052631579
20770,101,0,0,0,0,0,0,0,0,0,0,0.052631579,0.052631579
20791,101,0,0,0,0,0,0,0,0,0,0,0.052631579,0.052631579
20815,101,0.084602118,0.083980158,0.076464154,0.075387888,0.041812375,0.058502715,0.038902521,0.038902521,0,0,0.052631579,0.052631579
20816,101,0.46541142,0.46198991,0.4303408,0.42428356,0.23875867,0.3260068,0.24965531,0.24965531,0.062499993,0.062499993,0.052631579,0.052631579
20817,101,0.18289687,0.18890388,0.13542368,0.14759289,0.48253125,0.38072211,0.22230013,0.22230013,0.1875,0.1875,0.052631579,0.052631579
20818,101,0.036258049,0.035991494,0.032770351,0.032309093,0.017919589,0.025072593,0.016672509,0.016672509,0,0,0.052631579,0.052631579
20819,101,0.1280006,0.12705959,0.22236378,0.21923393,0.15941536,0.1344149,0.38953927,0.38953927,0.6875,0.6875,0.052631579,0.052631579
20820,101,0,0,0,0,0,0,0,0,0,0,0.052631579,0.052631579
20821,101,0.054486841,0.054086275,0.058943484,0.058113832,0.035670005,0.041850779,0.060700219,0.060700219,0.062499993,0.062499993,0.052631579,0.052631579
20833,101,0.048344068,0.047988661,0.0436938,0.043078791,0.023892786,0.033430122,0.022230012,0.022230012,0,0,0.052631579,0.052631579
15716,102,0.53914988,0.54409385,0.54101247,0.55171782,0.79052275,0.70355356,0.69158125,0.69158125,0.88735265,0.88735265,0.5,0.5
15719,102,0.46085015,0.45590609,0.45898753,0.44828224,0.20947723,0.29644641,0.30841875,0.30841875,0.11264735,0.11264735,0.5,0.5
15692,103,0.78788507,0.79249126,0.81055874,0.79201949,0.7988947,0.7891975,0.85160553,0.85160553,0.9071725,0.9071725,0.5,0.5
15709,103,0.21211495,0.20750874,0.18944126,0.20798048,0.20110531,0.21080253,0.14839447,0.14839447,0.092827506,0.092827506,0.5,0.5
15710,104,0.43419755,0.43335301,0.40502253,0.40348807,0.32561699,0.38040978,0.29093951,0.29093951,0.07692308,0.07692308,0.33333334,0.33333334
15711,104,0.36997429,0.3711997,0.39255241,0.39485383,0.50166708,0.43749765,0.48623323,0.48623323,0.69230771,0.69230771,0.33333334,0.33333334
15712,104,0.19582824,0.19544736,0.20242506,0.20165814,0.17271596,0.18209259,0.22282727,0.22282727,0.23076925,0.23076925,0.33333334,0.33333334
15723,105,0.16327383,0.16315338,0.1645935,0.16447863,0.15326007,0.1622036,0.13664542,0.13664542,0,0,0.5,0.5
15724,105,0.83672625,0.83684665,0.83540654,0.8355214,0.84673989,0.83779639,0.86335456,0.86335456,1,1,0.5,0.5
15340,106,0.58147746,0.58147746,0.61376703,0.61376703,0.63216728,0.6002717,0.73907357,0.73907357,1,1,0.5,0.5
15346,106,0.4185226,0.4185226,0.38623288,0.38623288,0.36783269,0.39972824,0.26092649,0.26092649,0,0,0.5,0.5
15341,107,0.49903196,0.49903196,0.66405529,0.66405529,0.72317904,0.60747313,0.88986981,0.88986981,1,1,0.5,0.5
15342,107,0.50096804,0.50096804,0.33594477,0.33594477,0.27682093,0.39252687,0.11013015,0.11013015,0,0,0.5,0.5
15339,108,0.023586735,0.023441451,0.027585087,0.026316985,0.01090541,0.014606927,0.024516376,0.024516376,0.027027026,0.027027026,0.14285715,0.14285715
15343,108,0.077077277,0.076602504,0.077630974,0.074062236,0.028156407,0.043765686,0.037014507,0.037014507,0,0,0.14285715,0.14285715
15345,108,0.47387385,0.48399398,0.41829115,0.42594954,0.68656856,0.63891059,0.48324499,0.48324499,0.40540537,0.40540537,0.14285715,0.14285715
15347,108,0.11009622,0.11028734,0.10695467,0.10383039,0.074449055,0.087170199,0.069916293,0.069916293,0.027027026,0.027027026,0.14285715,0.14285715
15350,108,0.111758,0.11106961,0.15850779,0.1512211,0.068295129,0.078026041,0.21194205,0.21194205,0.32432434,0.32432434,0.14285715,0.14285715
15351,108,0.16078719,0.15204813,0.16790201,0.1774741,0.115983,0.11320626,0.15280223,0.15280223,0.21621621,0.21621621,0.14285715,0.14285715
15354,108,0.042820707,0.042556949,0.043128319,0.041145686,0.015642449,0.024314268,0.020563615,0.020563615,0,0,0.14285715,0.14285715
15402,109,0.12169696,0.12059011,0.1356741,0.13302229,0.067600481,0.088030428,0.12688245,0.12688245,0.11111111,0.11111111,0.2,0.2
15403,109,0.12511501,0.12397707,0.13275316,0.13015844,0.064138167,0.087993503,0.095471285,0.095471285,0,0,0.2,0.2
15404,109,0.33369026,0.33412296,0.30681619,0.30776402,0.33609748,0.3282139,0.31908798,0.31908798,0.33333334,0.33333334,0.2,0.2
15405,109,0.29085001,0.29383215,0.28170729,0.28880191,0.46100017,0.40284321,0.3317008,0.3317008,0.44444445,0.44444445,0.2,0.2
15407,109,0.1286478,0.12747774,0.14304928,0.14025332,0.071163714,0.092918955,0.12685747,0.12685747,0.11111111,0.11111111,0.2,0.2
15429,110,0.36269519,0.36269519,0.24856947,0.24856947,0.16293859,0.24179246,0.095908582,0.095908582,0,0,0.33333334,0.33333334
15433,110,0.22600831,0.22600831,0.3999109,0.3999109,0.36628032,0.2847116,0.74276519,0.74276519,0.93209881,0.93209881,0.33333334,0.33333334
15436,110,0.41129652,0.41129652,0.35151958,0.35151958,0.47078106,0.47349599,0.1613262,0.1613262,0.067901239,0.067901239,0.33333334,0.33333334
15725,111,1,1,1,1,1,1,1,1,1,1,1,1
15726,112,0.33954957,0.33954957,0.35013419,0.35013419,0.35681757,0.34554443,0.39917389,0.39917389,1,1,0.33333334,0.33333334
15727,112,0.40360859,0.40360859,0.39714023,0.39714023,0.39305595,0.39994508,0.36717153,0.36717153,0,0,0.33333334,0.33333334
15728,112,0.25684181,0.25684181,0.2527256,0.2527256,0.25012648,0.25451049,0.23365462,0.23365462,0,0,0.33333334,0.33333334
15344,113,1,1,1,1,1,1,1,1,1,1,1,1
16092,114,0.01692901,0.017690446,0.004987584,0.005596364,0.025688672,0.027750377,0.004535409,0.004535409,0.00197336,0.00197336,0.090909094,0.090909094
16093,114,0.97548121,0.97472566,0.99220186,0.99159479,0.97236109,0.96844864,0.99475312,0.99475312,0.99802667,0.99802667,0.090909094,0.090909094
16094,114,0,0,0,0,0,0,0,0,0,0,0.090909094,0.090909094
16095,114,0,0,0,0,0,0,0,0,0,0,0.090909094,0.090909094
16097,114,0.000948728,0.000947993,0.00035132,0.000351105,0.000243779,0.00047513,8.89E-05,8.89E-05,0,0,0.090909094,0.090909094
16098,114,0,0,0,0,0,0,0,0,0,0,0.090909094,0.090909094
16099,114,0,0,0,0,0,0,0,0,0,0,0.090909094,0.090909094
16100,114,0.000948728,0.000947993,0.00035132,0.000351105,0.000243779,0.00047513,8.89E-05,8.89E-05,0,0,0.090909094,0.090909094
16101,114,0.005692367,0.005687958,0.002107921,0.002106632,0.001462672,0.002850781,0.000533577,0.000533577,0,0,0.090909094,0.090909094
16103,114,0,0,0,0,0,0,0,0,0,0,0.090909094,0.090909094
16123,114,0,0,0,0,0,0,0,0,0,0,0.090909094,0.090909094
16051,115,0,0,0,0,0,0,0,0,0.033333335,0.033333335,0.033333335,0.033333335
16052,115,0,0,0,0,0,0,0,0,0.033333335,0.033333335,0.033333335,0.033333335
16076,115,0,0,0,0,0,0,0,0,0.033333335,0.033333335,0.033333335,0.033333335
16077,115,0.13432837,0.13432837,0.13432837,0.13432837,0.13432837,0.13432837,0.13432835,0.13432835,0.033333335,0.033333335,0.033333335,0.033333335
16078,115,0,0,0,0,0,0,0,0,0.033333335,0.033333335,0.033333335,0.033333335
16079,115,0,0,0,0,0,0,0,0,0.033333335,0.033333335,0.033333335,0.033333335
16080,115,0.014925374,0.014925374,0.014925374,0.014925374,0.014925373,0.014925374,0.014925373,0.014925373,0.033333335,0.033333335,0.033333335,0.033333335
16096,115,0.13432837,0.13432837,0.13432837,0.13432837,0.13432837,0.13432837,0.13432835,0.13432835,0.033333335,0.033333335,0.033333335,0.033333335
16102,115,0,0,0,0,0,0,0,0,0.033333335,0.033333335,0.033333335,0.033333335
16104,115,0,0,0,0,0,0,0,0,0.033333335,0.033333335,0.033333335,0.033333335
16105,115,0.089552239,0.089552239,0.089552239,0.089552239,0.089552231,0.089552246,0.089552239,0.089552239,0.033333335,0.033333335,0.033333335,0.033333335
16106,115,0.10447761,0.10447761,0.10447761,0.10447761,0.10447761,0.10447761,0.10447761,0.10447761,0.033333335,0.033333335,0.033333335,0.033333335
16107,115,0.029850747,0.029850747,0.029850747,0.029850747,0.029850746,0.029850747,0.029850746,0.029850746,0.033333335,0.033333335,0.033333335,0.033333335
16108,115,0,0,0,0,0,0,0,0,0.033333335,0.033333335,0.033333335,0.033333335
16109,115,0,0,0,0,0,0,0,0,0.033333335,0.033333335,0.033333335,0.033333335
16110,115,0,0,0,0,0,0,0,0,0.033333335,0.033333335,0.033333335,0.033333335
16111,115,0.029850747,0.029850747,0.029850747,0.029850747,0.029850746,0.029850747,0.029850746,0.029850746,0.033333335,0.033333335,0.033333335,0.033333335
16112,115,0.31343284,0.31343284,0.31343284,0.31343284,0.31343284,0.31343284,0.31343284,0.31343284,0.033333335,0.033333335,0.033333335,0.033333335
16113,115,0,0,0,0,0,0,0,0,0.033333335,0.033333335,0.033333335,0.033333335
16114,115,0,0,0,0,0,0,0,0,0.033333335,0.033333335,0.033333335,0.033333335
16115,115,0.10447761,0.10447761,0.10447761,0.10447761,0.10447761,0.10447761,0.10447761,0.10447761,0.033333335,0.033333335,0.033333335,0.033333335
16116,115,0,0,0,0,0,0,0,0,0.033333335,0.033333335,0.033333335,0.033333335
16117,115,0,0,0,0,0,0,0,0,0.033333335,0.033333335,0.033333335,0.033333335
16118,115,0.014925374,0.014925374,0.014925374,0.014925374,0.014925373,0.014925374,0.014925373,0.014925373,0.033333335,0.033333335,0.033333335,0.033333335
16119,115,0,0,0,0,0,0,0,0,0.033333335,0.033333335,0.033333335,0.033333335
16120,115,0,0,0,0,0,0,0,0,0.033333335,0.033333335,0.033333335,0.033333335
16121,115,0,0,0,0,0,0,0,0,0.033333335,0.033333335,0.033333335,0.033333335
16122,115,0,0,0,0,0,0,0,0,0.033333335,0.033333335,0.033333335,0.033333335
16124,115,0.029850747,0.029850747,0.029850747,0.029850747,0.029850746,0.029850747,0.029850746,0.029850746,0.033333335,0.033333335,0.033333335,0.033333335
16125,115,0,0,0,0,0,0,0,0,0.033333335,0.033333335,0.033333335,0.033333335
15729,116,0.3787879,0.3787879,0.37878788,0.37878788,0.37878788,0.37878788,0.37878788,0.37878788,0.5,0.5,0.5,0.5
15730,116,0.62121212,0.62121212,0.62121212,0.62121212,0.62121212,0.62121212,0.62121212,0.62121212,0.5,0.5,0.5,0.5
15731,117,0.38812789,0.3879241,0.38482332,0.38441423,0.36778966,0.3776226,0.35804492,0.35804492,0.2,0.2,0.5,0.5
15732,117,0.61187214,0.61207587,0.61517668,0.61558574,0.63221037,0.6223774,0.64195508,0.64195508,0.80000001,0.80000001,0.5,0.5
16049,118,0,0,0,0,0,0,0,0,0,0,0.047619049,0.047619049
16050,118,0,0,0,0,0,0,0,0,0,0,0.047619049,0.047619049
16053,118,0,0,0,0,0,0,0,0,0,0,0.047619049,0.047619049
16054,118,0,0,0,0,0,0,0,0,0,0,0.047619049,0.047619049
16055,118,0.001567114,0.001507751,0.001773654,0.001619716,0.000294799,0.000524472,0.000517847,0.000517847,0,0,0.047619049,0.047619049
16056,118,0,0,0,0,0,0,0,0,0,0,0.047619049,0.047619049
16057,118,0.003134229,0.003015502,0.003547309,0.003239431,0.000589598,0.001048945,0.001035693,0.001035693,0,0,0.047619049,0.047619049
16058,118,0,0,0,0,0,0,0,0,0,0,0.047619049,0.047619049
16059,118,0.017446576,0.017709605,0.014894293,0.015718464,0.022635492,0.02179412,0.018642481,0.018642481,0.01811298,0.01811298,0.047619049,0.047619049
16060,118,0,0,0,0,0,0,0,0,0,0,0.047619049,0.047619049
16061,118,0.4862757,0.49310902,0.41775256,0.43935627,0.62047225,0.59885269,0.51266819,0.51266819,0.49508813,0.49508813,0.047619049,0.047619049
16066,118,0,0,0,0,0,0,0,0,0,0,0.047619049,0.047619049
16067,118,0,0,0,0,0,0,0,0,0,0,0.047619049,0.047619049
16068,118,0.14730875,0.14172859,0.1667235,0.15225327,0.027711123,0.049300391,0.048677582,0.048677582,0,0,0.047619049,0.047619049
16069,118,0.014104029,0.013569759,0.015962888,0.014577441,0.002653193,0.004720251,0.00466062,0.00466062,0,0,0.047619049,0.047619049
16070,118,0,0,0,0,0,0,0,0,0,0,0.047619049,0.047619049
16071,118,0.025999682,0.025014797,0.046747409,0.042690117,0.009636529,0.011581966,0.045127392,0.045127392,0.066414267,0.066414267,0.047619049,0.047619049
16072,118,0.19191232,0.19480565,0.16383721,0.17290308,0.2489904,0.23973531,0.20506729,0.20506729,0.19924279,0.19924279,0.047619049,0.047619049
16073,118,0.1122516,0.10953929,0.16876113,0.15764217,0.067016587,0.072441816,0.1636029,0.1636029,0.22114182,0.22114182,0.047619049,0.047619049
16074,118,0,0,0,0,0,0,0,0,0,0,0.047619049,0.047619049
16075,118,0,0,0,0,0,0,0,0,0,0,0.047619049,0.047619049
15406,119,0.51807398,0.51865828,0.61485749,0.61434555,0.62069285,0.58113867,0.78743368,0.78743368,0.91525424,0.91525424,0.25,0.25
15408,119,0.11494754,0.11373255,0.10043449,0.098521926,0.046774752,0.070918955,0.041108597,0.041108597,0,0,0.25,0.25
15409,119,0.2770195,0.27860111,0.20610707,0.2100284,0.29592609,0.29244059,0.13928573,0.13928573,0.084745765,0.084745765,0.25,0.25
15410,119,0.089958951,0.089008093,0.078600906,0.077104121,0.036606327,0.055501793,0.032171946,0.032171946,0,0,0.25,0.25
20962,120,0.084051728,0.084051728,0.035688907,0.035083991,0.02725991,0.05354616,0.020491187,0.020491187,0,0,0.25,0.25
20963,120,0,0,0,0,0,0,0,0,0,0,0.25,0.25
21020,120,0,0,0,0,0,0,0,0,0,0,0.25,0.25
21026,120,0.91594827,0.91594827,0.96431112,0.96491599,0.97274005,0.94645387,0.97950882,0.97950882,1,1,0.25,0.25
15348,121,0.62248552,0.59592265,0.56658888,0.61564541,0.56394142,0.5370391,0.53025877,0.53025877,0.61669034,0.61669034,0.25,0.25
15349,121,0.25153932,0.27332026,0.23379378,0.21862715,0.33134919,0.34232122,0.36793426,0.36793426,0.30423388,0.30423388,0.25,0.25
15352,121,0.049900506,0.051794708,0.05864574,0.048689198,0.010919993,0.02041789,0.025157897,0.025157897,0,0,0.25,0.25
15353,121,0.076074667,0.078962423,0.14097157,0.11703822,0.093789414,0.1002218,0.07664904,0.07664904,0.079075776,0.079075776,0.25,0.25
15733,122,0.69017339,0.69017339,0.68986219,0.68986219,0.68966478,0.68999732,0.68665063,0.68665063,0.66666669,0.66666669,0.5,0.5
15735,122,0.30982661,0.30982661,0.31013778,0.31013778,0.31033522,0.31000262,0.31334937,0.31334937,0.33333334,0.33333334,0.5,0.5
15309,123,1,1,1,1,1,1,1,1,1,1,1,1
15734,124,0.58827972,0.58827972,0.5930025,0.5930025,0.59600717,0.59094924,0.62012589,0.62012589,1,1,0.5,0.5
15736,124,0.41172031,0.41172031,0.40699753,0.40699753,0.40399286,0.40905082,0.37987408,0.37987408,0,0,0.5,0.5
15310,125,0.086992227,0.084533118,0.071737356,0.06862773,0.035235234,0.047024865,0.019080348,0.019080348,0.006292763,0.006292763,0.33333334,0.33333334
15311,125,0.27709618,0.26926321,0.55584723,0.53175277,0.21454206,0.19891976,0.65940207,0.65940207,0.78289968,0.78289968,0.33333334,0.33333334
15312,125,0.63591158,0.6462037,0.37241542,0.39961949,0.75022274,0.75405544,0.32151765,0.32151765,0.21080758,0.21080758,0.33333334,0.33333334
15861,126,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334
15870,126,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334
15871,126,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334
15862,127,1,1,1,1,1,1,1,1,1,1,1,1
15863,128,0,0,0,0,0,0,0,0,0.33333334,0.33333334,0.33333334,0.33333334
15868,128,1,1,1,1,1,1,1,1,0.33333334,0.33333334,0.33333334,0.33333334
15874,128,0,0,0,0,0,0,0,0,0.33333334,0.33333334,0.33333334,0.33333334
15864,129,0.95198023,0.95356143,0.89856982,0.90621936,0.97504652,0.97354603,0.88419724,0.88419724,0.77777785,0.77777785,0.33333334,0.33333334
15869,129,0.048019733,0.04643856,0.10143019,0.093780681,0.024953442,0.02645403,0.11580276,0.11580276,0.22222222,0.22222222,0.33333334,0.33333334
15882,129,0,0,0,0,0,0,0,0,0,0,0.33333334,0.33333334
16197,130,0,0,0,0,0,0,0,0,0.090909094,0.090909094,0.090909094,0.090909094
16199,130,0,0,0,0,0,0,0,0,0.090909094,0.090909094,0.090909094,0.090909094
16200,130,0,0,0,0,0,0,0,0,0.090909094,0.090909094,0.090909094,0.090909094
16201,130,0.33333331,0.33333331,0.33333334,0.33333334,0.33333334,0.33333334,0.33333331,0.33333331,0.090909094,0.090909094,0.090909094,0.090909094
16202,130,0,0,0,0,0,0,0,0,0.090909094,0.090909094,0.090909094,0.090909094
16211,130,0.27777779,0.27777779,0.27777779,0.27777779,0.27777779,0.27777776,0.27777776,0.27777776,0.090909094,0.090909094,0.090909094,0.090909094
