TAZ,MGRA
2525,11189
2526,4005
2527,11187
2528,5394
2529,5481
2530,5483
2531,4275
2532,5272
2533,5598
2534,5472
2535,5532
2536,5503
2537,5655
2538,4278
2539,22258
2540,5509
2541,6366
2542,11024
2543,4032
2544,5321
2545,5664
2546,6298
2547,5601
2548,22278
2549,5649
2550,5383
2551,22260
2552,22282
2553,22254
2554,5657
2555,10992
2556,10807
2557,10996
2558,4026
2559,5603
2560,10993
2561,22280
2562,5604
2563,5605
2564,5606
2565,22221
2566,10804
2567,4033
2568,11028
2569,10815
2570,5274
2571,22262
2572,22227
2573,6356
2574,4126
2575,5500
2576,4243
2577,6762
2578,6300
2579,11192
2580,10563
2581,10568
2582,5497
2583,10988
2584,5530
2585,4285
2586,10533
2587,5352
2588,5611
2589,5663
2590,5614
2591,5609
2592,5612
2593,6387
2594,5661
2595,6381
2596,10163
2597,5424
2598,4045
2599,11044
2600,22163
2601,11046
2602,22256
2603,22263
2604,10987
2605,22197
2606,10184
2607,22264
2608,4035
2609,5613
2610,5690
2611,11165
2612,10209
2613,11003
2614,6392
2615,4294
2616,10534
2617,11199
2618,5615
2619,10214
2620,10510
2621,5512
2622,4124
2623,4265
2624,11049
2625,5331
2626,5672
2627,5522
2628,5616
2629,5405
2630,4036
2631,10509
2632,10989
2633,5347
2634,5432
2635,22204
2636,5370
2637,5617
2638,5327
2639,5673
2640,6401
2641,5369
2642,5411
2643,10768
2644,4112
2645,10572
2646,5676
2647,5618
2648,5619
2649,10536
2650,6436
2651,6419
2652,5414
2653,11052
2654,11169
2655,5678
2656,4053
2657,10691
2658,5683
2659,5538
2660,10754
2661,5625
2662,11196
2663,5342
2664,5689
2665,10520
2666,5557
2667,5682
2668,10766
2669,5556
2670,10760
2671,5624
2672,21982
2673,10771
2674,4108
2675,10796
2676,11200
2677,5695
2678,10727
2679,10653
2680,10513
2681,6749
2682,4119
2683,4042
2684,5716
2685,5568
2686,5365
2687,5541
2688,5549
2689,22233
2690,5403
2691,10575
2692,6769
2693,10773
2694,10539
2695,4057
2696,5726
2698,5627
2699,10651
2700,5628
2701,10514
2702,10543
2703,22206
2704,10189
2705,6426
2706,4249
2707,10629
2708,6567
2709,5686
2710,10542
2711,10725
2712,10648
2713,10741
2714,10178
2715,11201
2716,3953
2717,10154
2718,10143
2719,6575
2720,5376
2721,10761
2722,3984
2723,10660
2724,10496
2725,5629
2726,5717
2727,3788
2728,5366
2729,10190
2730,3987
2731,22215
2732,3997
2733,5573
2734,3995
2735,5578
2736,5951
2737,4109
2738,10631
2739,3785
2740,10684
2741,6439
2742,10639
2743,22164
2744,5898
2745,5745
2746,6738
2747,10783
2748,10784
2749,10744
2750,10731
2751,10635
2752,6767
2753,5548
2754,3803
2755,6740
2756,10548
2757,3970
2758,5734
2759,6088
2760,10686
2761,10546
2762,10776
2763,3958
2764,10181
2765,3992
2766,10191
2767,6263
2768,3789
2769,5776
2770,6245
2771,6157
2772,3806
2773,6140
2774,5902
2775,10699
2776,10531
2777,6557
2778,10671
2779,5804
2780,6259
2781,6761
2782,3819
2783,10525
2784,10179
2785,5585
2786,3831
2787,6084
2788,6407
2789,10549
2790,3971
2791,5586
2792,10736
2793,6592
2794,6152
2795,6444
2796,5749
2797,3979
2798,3809
2799,6411
2800,6418
2801,10551
2802,10553
2803,10661
2804,10555
2805,10594
2806,10589
2807,10623
2808,10606
2809,10722
2810,10718
2811,10700
2812,10459
2813,10696
2814,6447
2815,5741
2816,3975
2817,3768
2818,10474
2819,3791
2820,6596
2821,22209
2822,6585
2823,5950
2824,3774
2825,3802
2826,6265
2827,6100
2828,10183
2829,3966
2830,3814
2831,10159
2832,6126
2833,3817
2834,22174
2835,22168
2836,6700
2837,3818
2838,5771
2839,5783
2840,5909
2841,6695
2842,3825
2843,6651
2844,6149
2845,3629
2846,6232
2847,6681
2848,6534
2849,6725
2850,3889
2851,6451
2852,3780
2853,5940
2854,5753
2855,10485
2856,3855
2857,6711
2858,3844
2859,10250
2860,10579
2861,10602
2862,10600
2863,10620
2864,10705
2865,10709
2866,10710
2867,10266
2868,6218
2869,3890
2870,10483
2871,3793
2872,10488
2873,6533
2874,3829
2875,10587
2876,10585
2877,6465
2878,6660
2879,5914
2880,3863
2881,3882
2882,10270
2883,6683
2884,6097
2885,3928
2886,6706
2887,6705
2888,5930
2889,22175
2890,6698
2891,3797
2892,10582
2893,3903
2894,10584
2895,3630
2896,3631
2897,3870
2898,6460
2899,3932
2900,10292
2901,10282
2902,10287
2903,3907
2904,10283
2905,10217
2906,10273
2907,6405
2908,3634
2909,5774
2910,5772
2911,6625
2912,3645
2913,5781
2914,10466
2915,3935
2916,6457
2917,5957
2918,5752
2919,10340
2920,3886
2921,10329
2922,6549
2923,3909
2924,6686
2925,3914
2926,3876
2927,10331
2928,10334
2929,6717
2930,3915
2931,5784
2932,3759
2933,10293
2934,10251
2935,3754
2936,6665
2937,6266
2938,6253
2939,6674
2940,3916
2941,3917
2942,3921
2943,10224
2944,6222
2945,9891
2946,10227
2947,10253
2948,3764
2949,6137
2950,10256
2951,5962
2952,3738
2953,9867
2954,6553
2955,3730
2956,9865
2957,10309
2958,9807
2959,10442
2960,5766
2961,10443
2962,10428
2963,10430
2964,10383
2965,10372
2966,10347
2967,10364
2968,10305
2969,10298
2970,10316
2971,10150
2972,22380
2973,6598
2974,3713
2975,6406
2976,6607
2977,6510
2978,6505
2979,6498
2980,5760
2981,3636
2982,5990
2983,3643
2984,5805
2985,10373
2986,10363
2987,10240
2988,5800
2989,5986
2990,6494
2991,5799
2992,9655
2993,9869
2994,9646
2995,9855
2996,10312
2997,9816
2998,6556
2999,6135
3000,10431
3001,10388
3002,6472
3003,10297
3004,10324
3005,10260
3006,3741
3007,6515
3008,6676
3009,6120
3010,9877
3011,3731
3012,10194
3013,10193
3014,6469
3015,5814
3016,6632
3017,9609
3018,5979
3019,10230
3020,6165
3021,10092
3022,6123
3023,6205
3024,3699
3025,10438
3026,9840
3027,6615
3028,9661
3029,10130
3030,22421
3031,10396
3032,10415
3033,9964
3034,9958
3035,10044
3036,10034
3037,10031
3038,10046
3039,10072
3040,6507
3041,22387
3042,10080
3043,10073
3044,10128
3045,6474
3046,5830
3047,9664
3048,9818
3049,9662
3050,10057
3051,5999
3052,6166
3053,10135
3054,10114
3055,6641
3056,6482
3057,6002
3058,6476
3059,6526
3060,9828
3061,9885
3062,5821
3063,5883
3064,6020
3065,9622
3066,6018
3067,10094
3068,9821
3069,10457
3072,3635
3073,6619
3074,9848
3075,9614
3076,5831
3078,10418
3079,3666
3080,6647
3081,9824
3082,10038
3083,9967
3084,9627
3085,6023
3086,5791
3087,9827
3088,9621
3089,6035
3090,6170
3091,6169
3092,9837
3093,1062
3094,6108
3095,22422
3096,6106
3097,9677
3098,1065
3099,5837
3100,10111
3101,10084
3102,9690
3103,5823
3104,6171
3105,9972
3106,10061
3107,9973
3108,10008
3109,5897
3110,10016
3111,1206
3112,1074
3113,9691
3114,9992
3115,594
3116,9924
3117,9938
3118,5794
3119,9629
3120,6180
3121,6200
3122,6177
3123,9946
3124,10062
3125,9834
3126,6058
3127,6176
3128,9633
3129,601
3130,3653
3131,1077
3132,1258
3133,1198
3134,574
3135,590
3136,9692
3137,3659
3138,9763
3139,9988
3140,9683
3141,10010
3142,1213
3143,9929
3144,6052
3145,1201
3146,9632
3147,6181
3148,582
3149,6040
3150,6201
3151,6203
3152,9764
3153,5844
3154,9636
3155,9637
3156,6183
3157,22377
3158,9708
3159,1251
3160,6182
3161,9994
3162,10064
3163,10001
3164,10069
3165,9765
3166,5842
3167,3662
3168,9710
3169,6044
3170,9941
3171,3654
3172,3646
3173,6080
3174,6184
3175,9909
3176,1070
3177,9721
3178,9642
3179,9779
3180,9900
3181,3637
3182,10125
3183,6185
3184,617
3185,9804
3186,9716
3187,5846
3188,9777
3189,10137
3190,5873
3192,22392
3193,6199
3194,9701
3195,1098
3196,6187
3197,10022
3199,1236
3200,1102
3201,6068
3202,1225
3203,8912
3204,9915
3205,1253
3206,1215
3207,9987
3208,587
3209,9781
3210,3638
3211,6189
3212,6061
3213,9458
3214,10025
3215,367
3216,9460
3217,5874
3218,10122
3219,1216
3220,3689
3221,6190
3222,8899
3223,6191
3224,9544
3225,1249
3226,1235
3227,6071
3228,10139
3230,22445
3231,1134
3232,21907
3233,5849
3234,9546
3235,9463
3236,21916
3237,9790
3238,9726
3239,9727
3240,9917
3241,1111
3242,9728
3243,6192
3244,9596
3245,9465
3246,6193
3247,5882
3248,9548
3249,5850
3250,232
3251,5867
3252,621
3253,355
3254,9558
3255,375
3256,9799
3257,9588
3258,9482
3259,564
3260,9605
3261,562
3262,9794
3263,9473
3264,9470
3265,5868
3266,8845
3267,9919
3268,8927
3269,9562
3270,9751
3271,9749
3272,627
3273,1090
3274,610
3275,5853
3276,6195
3277,545
3278,1078
3279,1157
3280,241
3281,609
3283,5871
3284,9475
3285,9478
3286,616
3287,8914
3288,9757
3289,556
3290,554
3291,8955
3292,8961
3293,9500
3294,1142
3295,5864
3296,5860
3297,240
3298,5863
3299,9501
3300,9736
3301,1126
3302,9503
3303,1143
3304,8901
3305,5861
3306,9760
3307,9561
3308,9484
3309,8878
3310,8925
3311,400
3312,394
3313,385
3314,537
3315,523
3316,897
3317,657
3318,8882
3319,3052
3320,3054
3321,22427
3322,8975
3323,8855
3324,3024
3325,219
3326,9490
3327,249
3328,5866
3329,9491
3330,3060
3331,23
3332,3021
3333,9738
3334,9593
3335,9019
3336,9737
3337,363
3338,3026
3339,1080
3340,716
3341,9566
3342,638
3343,705
3344,3027
3345,1163
3346,3025
3347,913
3348,3121
3349,65
3350,22404
3351,3118
3352,9745
3353,9498
3354,8962
3355,8856
3356,8931
3357,8895
3358,6
3359,260
3360,3028
3361,8921
3362,194
3363,984
3364,8904
3365,3064
3366,263
3367,8907
3368,22395
3369,22430
3370,3576
3371,67
3372,9494
3373,224
3374,3120
3375,986
3376,904
3377,9519
3378,971
3379,27
3380,9529
3381,8943
3382,3043
3383,724
3384,9530
3385,20
3386,3581
3387,3141
3388,3047
3389,266
3390,324
3391,8881
3392,431
3393,409
3394,9433
3395,514
3396,504
3397,494
3398,672
3399,699
3400,692
3401,3070
3402,686
3403,3093
3404,1188
3405,3551
3406,3139
3407,14
3408,9456
3409,8867
3410,919
3411,8932
3412,908
3413,3044
3414,8959
3415,3589
3416,3145
3417,1173
3418,3567
3419,226
3420,196
3421,3607
3422,9535
3423,8946
3424,9022
3425,197
3426,3149
3427,205
3428,3492
3429,22447
3430,78
3431,91
3432,3046
3433,735
3434,8874
3435,8859
3436,3500
3437,981
3438,9533
3439,3127
3440,9380
3441,3573
3442,925
3443,3150
3444,274
3445,336
3446,416
3447,3611
3448,92
3449,228
3450,201
3451,229
3452,3501
3453,8868
3454,3554
3455,9020
3456,8965
3457,43
3458,16
3459,3049
3460,923
3461,3076
3462,273
3463,3151
3464,739
3465,3619
3466,8933
3467,3132
3468,3559
3469,3050
3470,113
3471,3560
3472,210
3473,3422
3474,3168
3475,3615
3476,3136
3477,9033
3478,8939
3479,3110
3480,8934
3481,8937
3482,124
3483,211
3484,212
3485,215
3486,1182
3487,3620
3488,8940
3489,9439
3490,1183
3491,9446
3492,3508
3493,756
3494,3562
3495,22448
3496,8993
3497,743
3498,763
3499,3153
3500,3625
3501,853
3502,1002
3503,148
3504,97
3505,1024
3506,3154
3507,8982
3508,3593
3509,9035
3510,150
3511,8952
3512,281
3513,288
3514,465
3515,168
3516,155
3517,3111
3518,311
3519,938
3520,303
3521,459
3522,157
3523,435
3524,3087
3525,934
3526,3537
3527,116
3528,3114
3529,3592
3530,8951
3531,3516
3532,3156
3533,8892
3534,3594
3535,3112
3536,769
3537,134
3538,129
3539,3440
3540,854
3541,3523
3542,3513
3543,3098
3544,8766
3545,3600
3546,8936
3547,161
3548,930
3549,101
3550,188
3551,160
3552,8770
3553,1027
3554,3174
3555,3425
3556,3109
3557,294
3558,9389
3559,9382
3560,9390
3561,3190
3562,9384
3563,3017
3564,3602
3565,135
3566,3428
3567,9400
3568,21911
3569,477
3570,476
3571,178
3572,3528
3573,169
3574,948
3575,3543
3576,22550
3577,9414
3578,3429
3579,8985
3580,9229
3581,3101
3582,8826
3583,8749
3584,8809
3585,3176
3586,3529
3587,9409
3588,9411
3589,3514
3590,1005
3591,3444
3592,793
3593,103
3594,22485
3595,801
3596,8813
3597,848
3598,961
3599,9044
3600,8942
3601,9232
3602,3431
3603,8777
3604,9001
3605,190
3606,143
3607,8819
3608,173
3609,181
3610,298
3611,2947
3612,9394
3613,3201
3614,3445
3615,22481
3616,9397
3617,3534
3618,3209
3619,1037
3620,22438
3621,3451
3622,3456
3623,22486
3624,3447
3625,2922
3626,1034
3627,3177
3629,3460
3630,1289
3631,2960
3632,3453
3633,9007
3634,3216
3635,2751
3636,9402
3637,2765
3638,9241
3639,3411
3640,1029
3641,2752
3642,2279
3643,2950
3644,9372
3645,9424
3646,2282
3647,9358
3648,2892
3649,2890
3650,2920
3651,2921
3652,2998
3653,2228
3654,821
3655,785
3656,2755
3657,3455
3658,3219
3659,3468
3660,22566
3661,874
3662,3218
3663,8779
3664,2975
3665,2242
3666,3417
3667,8788
3668,3013
3669,3466
3670,963
3671,2964
3672,3477
3673,22561
3674,2894
3675,2996
3676,3419
3677,9360
3678,22554
3679,9363
3680,9366
3681,22598
3682,9051
3683,2970
3684,2929
3685,9249
3686,3373
3687,1046
3688,3226
3689,3481
3690,8781
3691,2757
3692,2997
3693,3359
3694,3015
3695,22564
3696,3488
3697,2986
3698,883
3699,2905
3700,1900
3701,2904
3702,22571
3703,3486
3704,1040
3705,1048
3706,3227
3707,2932
3708,1922
3709,9045
3710,2290
3711,8817
3712,3366
3713,823
3714,2295
3715,955
3716,2247
3717,2248
3718,22492
3719,2759
3720,3490
3721,22462
3722,9131
3723,22572
3724,2911
3725,3228
3726,2912
3727,9348
3728,9321
3729,953
3730,2993
3731,2918
3732,8820
3733,2232
3734,9226
3735,22582
3736,3378
3737,2917
3738,2982
3739,9265
3740,22505
3741,1291
3742,2944
3743,22516
3744,1295
3745,3230
3746,829
3747,9137
3748,22579
3749,3390
3750,1902
3751,22580
3752,8835
3753,21833
3754,22605
3755,22587
3756,2945
3757,22406
3758,8824
3759,8797
3760,3001
3761,810
3762,22472
3763,2867
3764,2874
3765,2853
3766,2761
3767,3349
3768,9333
3769,9280
3770,3391
3771,9330
3772,9136
3773,21974
3774,2801
3775,8799
3776,2726
3777,9089
3778,3294
3779,3394
3780,8800
3781,2802
3782,2273
3783,22615
3784,2804
3785,3003
3786,2326
3787,2237
3788,2315
3789,3005
3790,2275
3791,2882
3792,2872
3793,2854
3794,1298
3795,3245
3796,1044
3797,1304
3798,6781
3799,22593
3800,3289
3801,2807
3802,22623
3803,22612
3804,21819
3805,1916
3806,22511
3807,22532
3808,9284
3809,9256
3810,9271
3811,1924
3812,2815
3813,9290
3814,9164
3815,22625
3816,22349
3817,2268
3818,2794
3819,2780
3820,2816
3821,22631
3822,811
3823,3402
3824,1261
3825,2313
3826,2311
3827,8833
3828,22635
3829,2818
3830,2819
3831,9345
3832,22634
3833,1314
3834,2826
3835,2821
3837,9096
3838,22651
3839,3361
3840,2822
3842,2823
3843,1915
3844,2799
3845,2787
3846,3322
3847,2824
3848,2831
3849,1058
3850,2827
3851,2828
3852,2829
3853,22644
3854,2766
3856,9277
3857,2830
3858,2769
3859,9149
3860,2768
3861,1910
3862,9297
3863,2739
3864,2731
3865,3325
3866,2308
3867,2260
3868,21990
3869,22466
3870,2741
3871,2832
3872,2833
3873,2834
3874,2835
3875,22652
3876,3303
3877,2740
3878,9111
3880,9296
3881,3328
3882,8792
3883,2307
3884,3259
3885,3331
3886,2772
3887,2836
3888,2837
3889,2838
3890,2839
3891,2840
3892,2735
3893,2736
3894,2737
3895,1919
3896,9262
3897,6795
3898,22496
3899,3344
3900,9298
3901,22494
3902,9172
3903,9169
3904,2227
3905,2742
3906,2743
3907,2744
3908,2745
3909,2746
3910,2747
3911,2748
3912,2841
3913,2842
3914,2843
3915,2844
3916,2845
3917,1266
3918,9316
3919,22535
3920,1317
3921,3333
3922,21995
3923,9310
3924,3337
3925,9153
3926,2677
3927,22536
3928,2682
3929,2675
3930,2674
3931,2673
3932,2672
3934,2618
3935,2617
3936,2616
3937,2615
3938,2614
3939,2578
3940,2577
3941,2576
3942,2575
3943,2557
3944,2574
3945,9308
3946,2344
3947,2525
3948,2560
3949,2369
3951,2338
3952,2678
3953,2681
3954,2620
3955,2679
3956,2680
3957,2621
3958,2622
3959,2628
3960,2624
3961,2579
3962,2580
3963,2581
3964,2582
3965,2583
3966,2558
3967,2559
3968,2198
3969,2204
3970,2211
3971,1975
3972,1941
3973,1286
3974,2683
3975,1960
3976,2684
3977,2685
3978,2625
3979,2626
3980,2627
3982,2584
3983,2585
3984,2586
3985,2587
3986,2588
3987,2561
3988,2562
3989,2563
3990,2358
3991,1939
3992,1386
3993,1396
3995,1370
3996,2218
3997,2526
3998,2527
3999,2528
4000,2529
4001,2565
4002,2566
4003,2567
4004,2589
4005,2590
4006,2591
4007,2592
4008,2593
4009,2630
4010,2632
4011,2633
4012,2635
4013,2687
4014,2564
4015,3279
4016,22539
4017,3321
4018,1332
4019,2654
4020,2690
4021,2691
4022,2692
4024,2637
4025,2638
4026,2639
4027,2640
4028,22468
4029,2568
4030,2569
4031,2570
4032,2531
4033,2532
4035,2540
4036,2594
4037,2595
4038,2596
4039,2597
4040,2598
4041,2530
4042,2185
4043,2187
4044,2203
4045,9202
4046,1331
4047,7521
4048,2536
4049,2693
4050,2643
4051,2644
4052,2641
4053,2599
4054,2600
4055,2601
4056,2602
4057,2603
4058,2535
4059,2571
4061,2537
4062,2538
4063,2539
4064,1376
4065,9199
4066,2223
4067,1418
4068,9088
4069,9179
4070,2655
4071,9186
4072,9188
4073,22417
4074,9209
4075,2697
4076,22517
4077,2647
4078,2604
4079,2605
4080,2606
4081,2607
4082,2608
4083,2541
4084,2696
4086,2542
4087,2543
4088,2544
4089,2545
4090,2546
4091,2547
4092,2548
4093,2371
4094,1980
4095,1958
4096,2196
4097,2195
4098,1965
4099,1335
4100,2695
4101,2651
4102,2642
4103,2648
4104,2649
4105,2650
4106,2609
4107,2610
4108,2611
4109,2612
4110,2613
4111,2549
4112,2550
4113,2551
4114,2552
4115,2553
4116,2554
4117,2555
4118,2556
4119,22540
4120,22499
4121,1390
4122,1361
4123,2658
4124,2656
4125,2657
4126,2700
4127,2153
4128,2701
4129,2703
4130,2706
4131,2705
4132,2704
4133,2659
4134,2707
4135,2708
4136,2484
4137,2485
4138,2487
4139,2488
4140,2461
4141,2486
4142,2463
4143,2462
4144,2397
4145,2388
4146,2376
4147,2165
4148,2169
4149,1377
4150,2000
4152,8584
4154,2465
4155,2660
4156,2709
4157,2711
4158,2712
4159,2713
4160,2714
4161,2715
4162,2489
4163,2490
4164,2491
4165,2492
4166,2493
4167,2466
4168,1480
4169,2661
4170,1349
4171,21993
4172,2467
4173,2664
4174,2717
4175,2666
4176,2718
4177,2719
4178,2494
4179,2699
4180,2495
4181,2496
4182,2468
4183,2469
4184,1430
4185,2497
4186,1357
4187,1869
4188,1871
4189,1452
4190,1849
4191,1485
4192,2155
4193,6773
4194,6776
4195,2721
4196,2670
4197,1865
4198,2499
4200,2470
4201,2498
4202,2471
4203,2407
4204,2403
4205,2177
4206,2160
4207,2380
4208,1354
4209,9194
4210,1458
4211,9072
4213,2723
4215,2472
4216,2473
4217,1873
4218,1460
4219,9077
4220,9066
4221,1413
4222,1394
4223,2101
4224,2504
4225,2102
4226,1842
4227,2518
4228,2522
4229,1985
4230,22520
4231,2520
4232,2521
4233,2411
4234,2476
4235,2117
4236,2419
4237,2420
4238,2109
4239,2507
4240,1486
4241,2413
4242,1984
4243,7522
4244,1844
4245,1878
4246,1336
4247,21958
4248,7512
4249,1820
4250,1515
4251,2428
4252,22521
4253,1545
4254,7470
4255,2429
4256,1516
4257,2416
4258,2126
4259,2123
4260,2128
4261,2129
4262,2010
4263,2018
4264,2013
4265,1466
4266,1489
4267,1490
4268,8601
4269,1829
4270,1342
4271,1830
4272,7438
4273,1416
4274,2482
4275,2438
4276,1532
4277,22735
4278,1888
4279,2440
4280,7502
4281,2439
4282,1547
4283,7442
4284,2134
4285,2151
4286,2455
4287,2450
4288,1824
4289,1825
4290,2460
4291,7508
4292,2144
4293,1555
4294,1856
4295,1438
4296,7489
4297,2036
4298,2060
4299,2049
4300,2038
4301,7402
4302,22418
4303,2141
4304,8585
4305,1439
4306,2138
4307,7454
4308,1786
4309,1501
4310,7372
4311,7460
4312,2051
4313,7767
4314,2093
4315,2045
4316,22703
4317,2025
4318,7386
4319,2061
4320,7409
4321,1805
4322,7432
4323,7761
4324,1852
4325,7753
4326,7430
4327,7382
4328,1721
4329,7750
4330,2095
4331,21918
4332,1809
4333,1688
4334,7755
4335,22711
4336,2068
4337,2086
4338,2031
4339,7765
4340,22715
4341,2096
4342,1577
4343,7714
4344,2070
4345,1567
4346,1699
4347,21930
4348,22004
4349,7758
4350,22723
4351,22882
4352,7785
4353,7744
4354,2074
4355,8594
4356,22008
4357,21998
4358,22883
4359,7778
4360,22343
4361,7703
4362,22732
4363,1731
4364,22452
4365,8591
4366,7746
4367,1670
4368,1755
4369,22523
4370,7705
4371,7720
4372,7747
4373,1733
4374,22501
4375,7770
4376,1563
4377,7694
4378,22844
4379,7724
4380,1711
4381,1569
4382,8593
4383,1704
4384,22881
4385,7771
4386,7700
4387,7602
4388,7791
4389,7673
4390,22891
4391,7733
4392,22705
4393,1709
4394,1740
4395,22840
4396,7670
4397,7795
4398,21999
4399,7608
4400,1678
4401,7691
4402,1579
4403,1749
4404,7612
4405,7609
4406,1573
4407,1736
4408,21845
4409,7650
4410,1595
4411,7846
4412,7651
4413,8610
4414,7654
4415,22897
4416,7800
4417,1675
4418,1767
4419,8575
4420,7610
4421,1601
4422,21929
4423,6777
4424,1713
4425,7657
4426,7632
4427,22851
4428,8604
4429,7618
4430,7852
4431,22853
4432,22750
4433,7615
4434,7855
4435,1607
4436,1751
4437,22899
4438,7837
4439,7638
4440,7621
4441,7639
4442,1669
4443,1777
4444,7833
4445,22864
4446,1778
4447,7631
4448,1609
4449,7624
4450,7811
4451,22878
4452,8612
4453,8579
4454,1615
4455,22334
4456,7628
4457,7877
4458,22873
4459,8577
4460,1758
4461,7527
4462,22755
4463,8634
4464,7814
4465,22772
4466,7885
4467,1764
4468,7546
4469,7887
4470,7550
4471,7541
4472,7858
4473,7551
4474,7553
4475,8642
4476,7874
4477,22779
4478,21825
4479,7555
4480,21937
4481,7560
4482,7840
4483,22347
4484,22776
4485,21848
4486,7817
4487,8595
4488,22454
4489,22455
4490,1625
4491,22801
4492,22786
4493,22328
4494,8636
4495,22783
4496,7892
4497,7570
4498,22072
4499,7878
4500,8701
4501,7584
4502,22803
4503,22804
4504,1629
4505,22812
4506,8699
4507,7575
4508,7862
4509,22809
4510,8641
4511,22066
4512,8710
4513,8712
4514,8618
4515,8719
4516,8727
4517,8697
4518,7829
4519,22814
4520,8722
4521,22080
4522,1624
4523,22829
4524,8652
4525,22835
4526,7594
4527,22838
4528,7593
4529,8703
4530,7911
4531,7942
4532,7598
4533,1637
4534,8685
4535,8644
4536,22826
4537,7910
4538,8622
4539,7949
4540,8655
4541,8728
4542,8717
4543,8718
4544,7583
4545,22526
4546,8623
4547,8646
4548,8689
4549,7916
4550,7950
4551,8729
4552,7912
4553,8730
4554,8740
4555,7955
4556,7991
4557,8706
4558,22357
4559,8024
4560,7962
4561,8427
4562,7918
4563,8741
4564,22335
4565,22332
4566,7930
4567,8690
4568,8708
4569,8662
4570,8004
4571,8724
4572,7964
4573,8544
4574,8691
4575,8417
4576,7969
4577,22352
4578,7932
4579,8746
4580,8529
4581,8747
4582,8489
4583,8428
4584,7977
4585,7922
4587,7900
4588,8405
4589,8005
4590,7367
4591,7995
4592,8680
4593,7965
4594,8492
4595,8733
4596,7974
4597,22051
4598,8748
4599,8407
4600,8418
4601,8738
4602,7981
4603,8059
4604,22027
4605,7902
4606,22085
4607,8002
4608,8560
4609,8673
4610,7999
4611,8415
4612,22528
4613,8408
4614,8532
4615,8682
4616,8039
4617,8061
4618,8419
4619,8491
4620,8433
4621,8041
4622,8073
4623,8398
4624,8054
4625,8739
4626,8559
4627,8668
4628,8536
4629,7984
4630,8063
4631,8053
4632,8069
4633,8547
4634,8683
4635,7986
4636,8009
4637,8667
4638,8010
4639,8047
4640,8572
4641,8075
4642,8495
4643,7987
4644,8549
4645,8011
4646,8100
4647,8095
4648,21956
4649,8420
4650,7988
4651,8670
4652,8496
4653,8013
4654,8416
4655,8421
4656,8497
4657,8498
4658,8058
4659,8676
4660,8550
4661,8412
4662,8097
4663,8411
4664,8449
4665,8500
4666,8507
4667,8020
4668,8104
4669,8501
4670,8089
4671,8017
4672,8678
4673,8023
4674,8399
4675,8079
4677,8273
4679,8270
4680,8377
4681,8022
4682,8126
4683,21855
4684,8080
4685,8274
4686,8030
4687,8109
4688,8382
4689,8506
4690,8280
4691,8031
4692,8025
4693,8522
4694,8127
4695,8400
4697,8456
4698,8395
4699,8085
4700,8032
4701,8117
4702,8132
4703,8510
4704,8383
4705,8401
4706,8119
4707,8035
4708,8027
4709,22088
4710,22092
4711,8121
4712,8285
4713,8391
4714,8509
4715,8413
4716,8036
4717,8511
4718,8150
4719,8292
4720,8459
4721,8038
4722,8170
4723,8296
4724,8517
4725,8397
4726,8029
4727,8184
4728,8403
4729,8386
4730,8153
4731,8136
4732,8137
4733,8152
4734,8460
4735,8174
4736,8157
4737,8158
4738,22100
4739,8521
4740,8299
4741,8321
4742,8169
4743,8144
4744,8338
4746,8146
4747,8325
4748,8525
4749,8177
4750,8202
4751,8468
4752,8180
4753,8466
4754,8467
4755,8186
4756,8165
4757,8315
4758,8484
4759,8306
4760,8166
4761,8469
4762,21870
4763,21832
4764,8243
4765,8244
4766,8188
4767,7134
4768,7361
4769,8442
4770,8435
4772,8343
4773,8167
4774,8311
4775,8436
4776,8261
4777,8330
4778,21864
4779,7130
4780,8355
4781,8222
4782,8198
4783,8221
4784,8480
4785,8266
4786,8267
4787,8224
4788,8207
4789,8212
4790,8357
4791,8216
4792,8346
4793,8349
4794,8334
4795,8228
4796,21892
4797,7146
4798,7139
4799,8233
4800,8443
4801,8251
4802,8444
4803,22363
4804,8350
4805,6935
4806,8253
4807,8234
4808,8237
4809,8445
4810,8256
4811,8367
4812,6937
4813,8368
4814,8364
4815,8369
4816,8373
4817,6958
4818,6920
4819,7351
4820,7143
4821,7190
4822,6807
4823,6815
4824,6804
4825,6963
4826,6962
4827,7194
4828,7333
4829,7323
4830,7144
4831,21878
4832,7330
4833,7347
4834,6967
4835,6965
4836,7326
4837,6932
4838,7338
4839,7273
4840,7264
4841,7265
4842,7287
4843,7339
4844,7207
4845,7201
4846,7159
4847,7158
4848,7219
4849,7196
4850,6878
4851,6869
4852,6884
4853,6922
4854,6824
4855,6820
4856,6969
4857,7303
4858,7300
4859,7312
4860,7222
4861,6926
4862,6928
4863,7094
4864,7290
4865,6974
4866,7205
4867,6973
4868,6925
4869,6886
4870,6828
4871,6950
4872,6879
4873,6944
4874,6881
4875,6975
4876,7254
4877,7272
4878,7292
4879,7296
4880,7178
4881,7320
4882,7322
4883,7175
4884,7174
4885,7229
4886,7240
4887,7185
4888,7179
4889,6977
4890,6945
4892,7108
4893,6837
4894,6978
4896,7098
4897,6836
4898,6839
4899,7183
4900,6951
4901,7244
4904,7258
4905,7257
4906,7166
4907,7230
4908,6998
4909,6985
4910,7234
4911,6851
4914,6848
4915,6843
4916,6984
4917,6987
4918,6989
