Time,dtaPeriod,TOD,ExternalInternalTrips,lightTruckTrips,medTruckTrips,heavyTruckTrips,CommercialVehicleTrips,ExternalExternalTrips
6:15 AM,40,2,0.033347669,0.03685795,0.03685795,0.03685795,0.016290611,0.022648618
6:20 AM,41,2,0.03500223,0.038686675,0.038686675,0.038686675,0.017098878,0.02377234
6:25 AM,42,2,0.03635063,0.040177013,0.040177013,0.040177013,0.017757583,0.024688129
6:30 AM,43,2,0.027550656,0.029081248,0.029081248,0.029081248,0.020276695,0.025821273
6:35 AM,44,2,0.02917873,0.030799771,0.030799771,0.030799771,0.021474923,0.027347152
6:40 AM,45,2,0.030725585,0.032432562,0.032432562,0.032432562,0.022613375,0.028796909
6:45 AM,46,2,0.031320896,0.033060946,0.033060946,0.033060946,0.023051511,0.029354852
6:50 AM,47,2,0.030994426,0.032716338,0.032716338,0.032716338,0.022811236,0.029048874
6:55 AM,48,2,0.030229707,0.031909136,0.031909136,0.031909136,0.02224842,0.028332158
7:00 AM,49,2,0.027140629,0.023994271,0.023994271,0.023994271,0.023012441,0.028033177
7:05 AM,50,2,0.027753422,0.024536024,0.024536024,0.024536024,0.023532026,0.028666122
7:10 AM,51,2,0.028667056,0.025343743,0.025343743,0.025343743,0.024306694,0.029609803
7:15 AM,52,2,0.02928572,0.025890686,0.025890686,0.025890686,0.024831256,0.030248811
7:20 AM,53,2,0.029507626,0.026086867,0.026086867,0.026086867,0.025019409,0.030478015
7:25 AM,54,2,0.029432393,0.026020356,0.026020356,0.026020356,0.024955619,0.030400308
7:30 AM,55,2,0.029508921,0.026231172,0.026231172,0.026231172,0.027823541,0.030438742
7:35 AM,56,2,0.029958389,0.026630715,0.026630715,0.026630715,0.028247339,0.030902373
7:40 AM,57,2,0.030477765,0.0270924,0.0270924,0.0270924,0.028737051,0.031438114
7:45 AM,58,2,0.030536458,0.027144574,0.027144574,0.027144574,0.028792392,0.031498657
7:50 AM,59,2,0.029956852,0.026629348,0.026629348,0.026629348,0.028245889,0.030900787
7:55 AM,60,2,0.028851449,0.025646729,0.025646729,0.025646729,0.02720362,0.029760553
8:00 AM,61,2,0.023681752,0.024502276,0.024502276,0.024502276,0.036728157,0.028770136
8:05 AM,62,2,0.02343995,0.024252095,0.024252095,0.024252095,0.036353144,0.028476378
8:10 AM,63,2,0.023629921,0.024448648,0.024448648,0.024448648,0.036647771,0.028707168
8:15 AM,64,2,0.023837784,0.024663713,0.024663713,0.024663713,0.036970146,0.028959693
8:20 AM,65,2,0.023806301,0.02463114,0.02463114,0.02463114,0.03692132,0.028921445
8:25 AM,66,2,0.02345692,0.024269653,0.024269653,0.024269653,0.036379462,0.028496994
8:30 AM,67,2,0.022973086,0.023796824,0.023796824,0.023796824,0.040224065,0.028081405
8:35 AM,68,2,0.023010938,0.023836034,0.023836034,0.023836034,0.040290342,0.028127675
8:40 AM,69,2,0.023266445,0.024100702,0.024100702,0.024100702,0.040737714,0.028439997
8:45 AM,70,2,0.023276824,0.024111453,0.024111453,0.024111453,0.040755887,0.028452684
8:50 AM,71,2,0.022767642,0.023584014,0.023584014,0.023584014,0.03986435,0.02783028
8:55 AM,72,2,0.021775761,0.022556567,0.022556567,0.022556567,0.038127643,0.026617842
9:00 AM,73,3,0.012857312,0.012857312,0.012857312,0.012857312,0.008486608,0.012857312
9:05 AM,74,3,0.012581763,0.012581763,0.012581763,0.012581763,0.008304729,0.012581763
9:10 AM,75,3,0.012592529,0.012592528,0.012592528,0.012592528,0.008311835,0.012592529
9:15 AM,76,3,0.012646449,0.012646448,0.012646448,0.012646448,0.008347425,0.012646449
9:20 AM,77,3,0.012608062,0.012608062,0.012608062,0.012608062,0.008322088,0.012608062
9:25 AM,78,3,0.01246448,0.01246448,0.01246448,0.01246448,0.008227315,0.01246448
9:30 AM,79,3,0.012385348,0.012385348,0.012385348,0.012385348,0.009180666,0.012385348
9:35 AM,80,3,0.012467691,0.012467691,0.012467691,0.012467691,0.009241703,0.012467691
9:40 AM,81,3,0.012638375,0.012638375,0.012638375,0.012638375,0.009368223,0.012638375
9:45 AM,82,3,0.012636014,0.012636014,0.012636014,0.012636014,0.009366473,0.012636014
9:50 AM,83,3,0.012320096,0.012320096,0.012320096,0.012320096,0.009132298,0.012320096
9:55 AM,84,3,0.011751245,0.011751245,0.011751245,0.011751245,0.008710636,0.011751245
10:00 AM,85,3,0.011289904,0.011289904,0.011289904,0.011289904,0.010775516,0.011289904
10:05 AM,86,3,0.011166955,0.011166955,0.011166955,0.011166955,0.010658169,0.011166955
10:10 AM,87,3,0.011297883,0.011297883,0.011297883,0.011297883,0.010783132,0.011297883
10:15 AM,88,3,0.0114273,0.0114273,0.0114273,0.0114273,0.010906653,0.0114273
10:20 AM,89,3,0.011473335,0.011473335,0.011473335,0.011473335,0.01095059,0.011473335
10:25 AM,90,3,0.011447509,0.011447509,0.011447509,0.011447509,0.01092594,0.011447509
10:30 AM,91,3,0.011448406,0.011448406,0.011448406,0.011448406,0.01227863,0.011448406
10:35 AM,92,3,0.011598078,0.011598078,0.011598078,0.011598078,0.012439157,0.011598078
10:40 AM,93,3,0.011818244,0.011818244,0.011818244,0.011818244,0.012675288,0.011818244
10:45 AM,94,3,0.011883306,0.011883306,0.011883306,0.011883306,0.012745069,0.011883306
10:50 AM,95,3,0.011735381,0.011735381,0.011735381,0.011735381,0.012586416,0.011735381
10:55 AM,96,3,0.011445431,0.011445431,0.011445431,0.011445431,0.01227544,0.011445431
11:00 AM,97,3,0.011273992,0.011273992,0.011273992,0.011273992,0.013930887,0.011273992
11:05 AM,98,3,0.011354022,0.011354022,0.011354022,0.011354022,0.014029777,0.011354022
11:10 AM,99,3,0.011598787,0.011598787,0.011598787,0.011598787,0.014332224,0.011598787
11:15 AM,100,3,0.011802143,0.011802143,0.011802143,0.011802143,0.014583505,0.011802143
11:20 AM,101,3,0.011862579,0.011862579,0.011862579,0.011862579,0.014658183,0.011862579
11:25 AM,102,3,0.011803182,0.011803182,0.011803182,0.011803182,0.014584789,0.011803182
11:30 AM,103,3,0.011809981,0.011809981,0.011809981,0.011809981,0.013525854,0.011809981
11:35 AM,104,3,0.011963714,0.011963714,0.011963714,0.011963714,0.013701923,0.011963714
11:40 AM,105,3,0.012182699,0.012182699,0.012182699,0.012182699,0.013952724,0.012182699
11:45 AM,106,3,0.012284118,0.012284118,0.012284118,0.012284118,0.014068878,0.012284118
11:50 AM,107,3,0.012158761,0.012158761,0.012158761,0.012158761,0.013925308,0.012158761
11:55 AM,108,3,0.011884628,0.011884628,0.011884628,0.011884628,0.013611347,0.011884628
12:00 PM,109,3,0.01172471,0.01172471,0.01172471,0.01172471,0.013792745,0.01172471
12:05 PM,110,3,0.011866828,0.011866828,0.011866828,0.011866828,0.013959931,0.011866828
12:10 PM,111,3,0.01217505,0.01217505,0.01217505,0.01217505,0.014322518,0.01217505
12:15 PM,112,3,0.012375904,0.012375904,0.012375904,0.012375904,0.014558799,0.012375904
12:20 PM,113,3,0.012421373,0.012421373,0.012421373,0.012421373,0.014612287,0.012421373
12:25 PM,114,3,0.012370805,0.012370805,0.012370805,0.012370805,0.0145528,0.012370805
12:30 PM,115,3,0.012339407,0.013177102,0.013177102,0.013177102,0.013645717,0.012339407
12:35 PM,116,3,0.012464811,0.01331102,0.01331102,0.01331102,0.013784397,0.012464811
12:40 PM,117,3,0.012651784,0.013510686,0.013510686,0.013510686,0.013991163,0.012651784
12:45 PM,118,3,0.012698999,0.013561106,0.013561106,0.013561106,0.014043377,0.012698999
12:50 PM,119,3,0.012534831,0.013385794,0.013385794,0.013385794,0.01386183,0.012534831
12:55 PM,120,3,0.012245496,0.013076815,0.013076815,0.013076815,0.013541863,0.012245496
1:00 PM,121,3,0.012060459,0.012880391,0.012880391,0.012880391,0.014254037,0.012060459
1:05 PM,122,3,0.012183738,0.013012051,0.013012051,0.013012051,0.014399738,0.012183738
1:10 PM,123,3,0.012475765,0.013323932,0.013323932,0.013323932,0.01474488,0.012475765
1:15 PM,124,3,0.012675769,0.013537534,0.013537534,0.013537534,0.014981261,0.012675769
1:20 PM,125,3,0.012729123,0.013594514,0.013594514,0.013594514,0.015044318,0.012729123
1:25 PM,126,3,0.012703154,0.01356678,0.01356678,0.01356678,0.015013627,0.012703154
1:30 PM,127,3,0.012720246,0.013541752,0.013541752,0.013541752,0.01457883,0.012720246
1:35 PM,128,3,0.012963122,0.013800313,0.013800313,0.013800313,0.014857193,0.012963122
1:40 PM,129,3,0.013325878,0.014186497,0.014186497,0.014186497,0.015272951,0.013325878
1:45 PM,130,3,0.013442689,0.014310852,0.014310852,0.014310852,0.01540683,0.013442689
1:50 PM,131,3,0.013297454,0.014156237,0.014156237,0.014156237,0.015240375,0.013297454
1:55 PM,132,3,0.013021055,0.013861988,0.013861988,0.013861988,0.014923591,0.013021055
2:00 PM,133,3,0.012874357,0.013670902,0.013670902,0.013670902,0.013655132,0.012874357
2:05 PM,134,3,0.013153919,0.013967761,0.013967761,0.013967761,0.013951648,0.013153919
2:10 PM,135,3,0.013722251,0.014571255,0.014571255,0.014571255,0.014554446,0.013722251
2:15 PM,136,3,0.014102807,0.014975356,0.014975356,0.014975356,0.014958081,0.014102807
2:20 PM,137,3,0.014188927,0.015066806,0.015066806,0.015066806,0.015049425,0.014188927
2:25 PM,138,3,0.014180806,0.015058182,0.015058182,0.015058182,0.015040812,0.014180806
2:30 PM,139,3,0.014275898,0.014495091,0.014495091,0.014495091,0.013301377,0.014275898
2:35 PM,140,3,0.014850037,0.014706677,0.014706677,0.014706677,0.013495539,0.014850037
2:40 PM,141,3,0.015564736,0.014506127,0.014506127,0.014506127,0.013311505,0.015564736
2:45 PM,142,3,0.015791937,0.013294825,0.013294825,0.013294825,0.012199957,0.015791937
2:50 PM,143,3,0.015576587,0.013829507,0.013829507,0.013829507,0.012690607,0.015576587
2:55 PM,144,3,0.015213265,0.014167773,0.014167773,0.014167773,0.013001015,0.015213265
3:00 PM,145,3,0.01498649,0.012767697,0.012767697,0.012767697,0.011585503,0.01498649
3:05 PM,146,3,0.015338433,0.013067534,0.013067534,0.013067534,0.011857577,0.015338433
3:10 PM,147,3,0.016002423,0.013633219,0.013633219,0.013633219,0.012370883,0.016002423
3:15 PM,148,3,0.016331514,0.013913587,0.013913587,0.013913587,0.012625292,0.016331514
3:20 PM,149,3,0.016300493,0.013887159,0.013887159,0.013887159,0.012601311,0.016300493
3:25 PM,150,3,0.016116967,0.013730804,0.013730804,0.013730804,0.012459434,0.016116967
3:30 PM,151,4,0.028932208,0.030757886,0.030757886,0.030757886,0.02913905,0.024859115
3:35 PM,152,4,0.029556038,0.031421081,0.031421081,0.031421081,0.02976734,0.025395122
3:40 PM,153,4,0.030473621,0.032396565,0.032396565,0.032396565,0.030691482,0.026183527
3:45 PM,154,4,0.030553603,0.032481594,0.032481594,0.032481594,0.030772037,0.026252249
3:50 PM,155,4,0.029964648,0.031855475,0.031855475,0.031855475,0.030178871,0.025746208
3:55 PM,156,4,0.029242162,0.031087398,0.031087398,0.031087398,0.02945122,0.025125433
4:00 PM,157,4,0.028761444,0.025163373,0.025163373,0.025163373,0.025975095,0.024676758
4:05 PM,158,4,0.029140245,0.025494786,0.025494786,0.025494786,0.026317198,0.025001762
4:10 PM,159,4,0.029887343,0.026148422,0.026148422,0.026148422,0.026991919,0.025642758
4:15 PM,160,4,0.030112181,0.026345133,0.026345133,0.026345133,0.027194976,0.025835665
4:20 PM,161,4,0.029850966,0.026116595,0.026116595,0.026116595,0.026959066,0.025611547
4:25 PM,162,4,0.029411024,0.025731691,0.025731691,0.025731691,0.026561745,0.025234085
4:30 PM,163,4,0.029077324,0.023316688,0.023316688,0.023316688,0.023488779,0.024938461
4:35 PM,164,4,0.02936452,0.023546987,0.023546987,0.023546987,0.023720778,0.025184778
4:40 PM,165,4,0.029922939,0.023994775,0.023994775,0.023994775,0.024171871,0.025663711
4:45 PM,166,4,0.029934129,0.024003749,0.024003749,0.024003749,0.02418091,0.025673309
4:50 PM,167,4,0.029491973,0.02364919,0.02364919,0.02364919,0.023823735,0.025294089
4:55 PM,168,4,0.028973533,0.02323346,0.02323346,0.02323346,0.023404937,0.024849444
5:00 PM,169,4,0.02863024,0.02297691,0.02297691,0.02297691,0.023145795,0.024568473
5:05 PM,170,4,0.029168033,0.02340851,0.02340851,0.02340851,0.023580568,0.025029969
5:10 PM,171,4,0.030045884,0.024113021,0.024113021,0.024113021,0.024290257,0.02578328
5:15 PM,172,4,0.0302519,0.024278357,0.024278357,0.024278357,0.024456808,0.025960069
5:20 PM,173,4,0.02990356,0.0239988,0.0239988,0.0239988,0.024175196,0.025661147
5:25 PM,174,4,0.029350484,0.023554935,0.023554935,0.023554935,0.023728069,0.025186536
5:30 PM,175,4,0.025786716,0.023022922,0.023022922,0.023022922,0.023202769,0.024717787
5:35 PM,176,4,0.025531429,0.022794996,0.022794996,0.022794996,0.022973062,0.024473082
5:40 PM,177,4,0.025419301,0.022694886,0.022694886,0.022694886,0.02287217,0.024365602
5:45 PM,178,4,0.025083376,0.022394965,0.022394965,0.022394965,0.022569907,0.024043602
5:50 PM,179,4,0.024461438,0.021839685,0.021839685,0.021839685,0.022010289,0.023447445
5:55 PM,180,4,0.023717741,0.021175697,0.021175697,0.021175697,0.021341114,0.022734576
6:00 PM,181,4,0.016856536,0.020481378,0.020481378,0.020481378,0.021469209,0.022143254
6:05 PM,182,4,0.016767579,0.02037329,0.02037329,0.02037329,0.021355909,0.022026396
6:10 PM,183,4,0.016913536,0.020550635,0.020550635,0.020550635,0.021541807,0.022218131
6:15 PM,184,4,0.016861277,0.020487138,0.020487138,0.020487138,0.021475247,0.022149481
6:20 PM,185,4,0.016527476,0.020081556,0.020081556,0.020081556,0.021050104,0.02171099
6:25 PM,186,4,0.016073596,0.019530073,0.019530073,0.019530073,0.020472023,0.02111476
6:30 PM,187,4,0.007082217,0.02044944,0.02044944,0.02044944,0.019741446,0.02044944
6:35 PM,188,4,0.006930837,0.020012341,0.020012341,0.020012341,0.01931948,0.020012341
6:40 PM,189,4,0.006823988,0.019703822,0.019703822,0.019703822,0.019021643,0.019703822
6:45 PM,190,4,0.006655506,0.019217342,0.019217342,0.019217342,0.018552006,0.019217342
6:50 PM,191,4,0.006399079,0.018476926,0.018476926,0.018476926,0.017837224,0.018476926
6:55 PM,192,4,0.006108373,0.017637528,0.017637528,0.017637528,0.017026888,0.017637528
7:00 PM,193,5,0.024016062,0.024016062,0.024016062,0.024016062,0.024016062,0.024016062
7:05 PM,194,5,0.023590761,0.023590761,0.023590761,0.023590761,0.023590761,0.023590761
7:10 PM,195,5,0.02352892,0.02352892,0.02352892,0.02352892,0.02352892,0.02352892
7:15 PM,196,5,0.023197473,0.023197473,0.023197473,0.023197473,0.023197473,0.023197473
7:20 PM,197,5,0.02255682,0.02255682,0.02255682,0.02255682,0.02255682,0.02255682
7:25 PM,198,5,0.02174322,0.02174322,0.02174322,0.02174322,0.02174322,0.02174322
7:30 PM,199,5,0.02097743,0.02097743,0.02097743,0.02097743,0.02097743,0.02097743
7:35 PM,200,5,0.0206121,0.0206121,0.0206121,0.0206121,0.0206121,0.0206121
7:40 PM,201,5,0.020466072,0.020466072,0.020466072,0.020466072,0.020466072,0.020466072
7:45 PM,202,5,0.020106146,0.020106146,0.020106146,0.020106146,0.020106146,0.020106146
7:50 PM,203,5,0.019521306,0.019521306,0.019521306,0.019521306,0.019521306,0.019521306
7:55 PM,204,5,0.018856749,0.018856749,0.018856749,0.018856749,0.018856749,0.018856749
8:00 PM,205,5,0.018312235,0.018312235,0.018312235,0.018312235,0.018312235,0.018312235
8:05 PM,206,5,0.018222955,0.018222955,0.018222955,0.018222955,0.018222955,0.018222955
8:10 PM,207,5,0.018418041,0.018418041,0.018418041,0.018418041,0.018418041,0.018418041
8:15 PM,208,5,0.018360461,0.018360461,0.018360461,0.018360461,0.018360461,0.018360461
8:20 PM,209,5,0.017982555,0.017982555,0.017982555,0.017982555,0.017982555,0.017982555
8:25 PM,210,5,0.017514226,0.017514226,0.017514226,0.017514226,0.017514226,0.017514226
8:30 PM,211,5,0.017092459,0.017092459,0.017092459,0.017092459,0.017092459,0.017092459
8:35 PM,212,5,0.016923046,0.016923046,0.016923046,0.016923046,0.016923046,0.016923046
8:40 PM,213,5,0.016902986,0.016902986,0.016902986,0.016902986,0.016902986,0.016902986
8:45 PM,214,5,0.016716528,0.016716528,0.016716528,0.016716528,0.016716528,0.016716528
8:50 PM,215,5,0.016408673,0.016408673,0.016408673,0.016408673,0.016408673,0.016408673
8:55 PM,216,5,0.016083358,0.016083358,0.016083358,0.016083358,0.016083358,0.016083358
9:00 PM,217,5,0.015884427,0.015884427,0.015884427,0.015884427,0.015884427,0.015884427
9:05 PM,218,5,0.01608367,0.01608367,0.01608367,0.01608367,0.01608367,0.01608367
9:10 PM,219,5,0.016436632,0.016436632,0.016436632,0.016436632,0.016436632,0.016436632
9:15 PM,220,5,0.016459393,0.016459393,0.016459393,0.016459393,0.016459393,0.016459393
9:20 PM,221,5,0.016140002,0.016140002,0.016140002,0.016140002,0.016140002,0.016140002
9:25 PM,222,5,0.015678429,0.015678429,0.015678429,0.015678429,0.015678429,0.015678429
9:30 PM,223,5,0.015237954,0.015237954,0.015237954,0.015237954,0.015237954,0.015237954
9:35 PM,224,5,0.014983626,0.014983626,0.014983626,0.014983626,0.014983626,0.014983626
9:40 PM,225,5,0.014789788,0.014789788,0.014789788,0.014789788,0.014789788,0.014789788
9:45 PM,226,5,0.014442647,0.014442647,0.014442647,0.014442647,0.014442647,0.014442647
9:50 PM,227,5,0.01395696,0.01395696,0.01395696,0.01395696,0.01395696,0.01395696
9:55 PM,228,5,0.013449656,0.013449656,0.013449656,0.013449656,0.013449656,0.013449656
10:00 PM,229,5,0.013109685,0.013109685,0.013109685,0.013109685,0.013109685,0.013109685
10:05 PM,230,5,0.013138891,0.013138891,0.013138891,0.013138891,0.013138891,0.013138891
10:10 PM,231,5,0.013272135,0.013272135,0.013272135,0.013272135,0.013272135,0.013272135
10:15 PM,232,5,0.012996916,0.012996916,0.012996916,0.012996916,0.012996916,0.012996916
10:20 PM,233,5,0.012430577,0.012430577,0.012430577,0.012430577,0.012430577,0.012430577
10:25 PM,234,5,0.011788885,0.011788885,0.011788885,0.011788885,0.011788885,0.011788885
10:30 PM,235,5,0.011284802,0.011284802,0.011284802,0.011284802,0.011284802,0.011284802
10:35 PM,236,5,0.011124951,0.011124951,0.011124951,0.011124951,0.011124951,0.011124951
10:40 PM,237,5,0.011029331,0.011029331,0.011029331,0.011029331,0.011029331,0.011029331
10:45 PM,238,5,0.010618269,0.010618269,0.010618269,0.010618269,0.010618269,0.010618269
10:50 PM,239,5,0.009992375,0.009992375,0.009992375,0.009992375,0.009992375,0.009992375
10:55 PM,240,5,0.00936461,0.00936461,0.00936461,0.00936461,0.00936461,0.00936461
11:00 PM,241,5,0.008925591,0.008925591,0.008925591,0.008925591,0.008925591,0.008925591
11:05 PM,242,5,0.008892124,0.008892124,0.008892124,0.008892124,0.008892124,0.008892124
11:10 PM,243,5,0.008968828,0.008968828,0.008968828,0.008968828,0.008968828,0.008968828
11:15 PM,244,5,0.00867594,0.00867594,0.00867594,0.00867594,0.00867594,0.00867594
11:20 PM,245,5,0.008216445,0.008216445,0.008216445,0.008216445,0.008216445,0.008216445
11:25 PM,246,5,0.007732006,0.007732006,0.007732006,0.007732006,0.007732006,0.007732006
11:30 PM,247,5,0.007401598,0.007401598,0.007401598,0.007401598,0.007401598,0.007401598
11:35 PM,248,5,0.007380187,0.007380187,0.007380187,0.007380187,0.007380187,0.007380187
11:40 PM,249,5,0.007361479,0.007361479,0.007361479,0.007361479,0.007361479,0.007361479
11:45 PM,250,5,0.007014442,0.007014442,0.007014442,0.007014442,0.007014442,0.007014442
11:50 PM,251,5,0.006554531,0.006554531,0.006554531,0.006554531,0.006554531,0.006554531
11:55 PM,252,5,0.006099194,0.006099194,0.006099194,0.006099194,0.006099194,0.006099194
12:00 AM,253,5,0.005157026,0.005157026,0.005157026,0.005157026,0.005157026,0.005157026
12:05 AM,254,5,0.005074918,0.005074918,0.005074918,0.005074918,0.005074918,0.005074918
12:10 AM,255,5,0.005035423,0.005035423,0.005035423,0.005035423,0.005035423,0.005035423
12:15 AM,256,5,0.004835037,0.004835037,0.004835037,0.004835037,0.004835037,0.004835037
12:20 AM,257,5,0.0045514,0.0045514,0.0045514,0.0045514,0.0045514,0.0045514
12:25 AM,258,5,0.004271919,0.004271919,0.004271919,0.004271919,0.004271919,0.004271919
12:30 AM,259,5,0.004036092,0.004036092,0.004036092,0.004036092,0.004036092,0.004036092
12:35 AM,260,5,0.003919373,0.003919373,0.003919373,0.003919373,0.003919373,0.003919373
12:40 AM,261,5,0.003844644,0.003844644,0.003844644,0.003844644,0.003844644,0.003844644
12:45 AM,262,5,0.003693627,0.003693627,0.003693627,0.003693627,0.003693627,0.003693627
12:50 AM,263,5,0.003500517,0.003500517,0.003500517,0.003500517,0.003500517,0.003500517
12:55 AM,264,5,0.003314786,0.003314786,0.003314786,0.003314786,0.003314786,0.003314786
1:00 AM,265,5,0.003161274,0.003161274,0.003161274,0.003161274,0.003161274,0.003161274
1:05 AM,266,5,0.003101096,0.003101096,0.003101096,0.003101096,0.003101096,0.003101096
1:10 AM,267,5,0.003067629,0.003067629,0.003067629,0.003067629,0.003067629,0.003067629
1:15 AM,268,5,0.002970554,0.002970554,0.002970554,0.002970554,0.002970554,0.002970554
1:20 AM,269,5,0.002859033,0.002859033,0.002859033,0.002859033,0.002859033,0.002859033
1:25 AM,270,5,0.002741483,0.002741483,0.002741483,0.002741483,0.002741483,0.002741483
1:30 AM,271,5,0.002679538,0.002679538,0.002679538,0.002679538,0.002679538,0.002679538
1:35 AM,272,5,0.002707704,0.002707704,0.002707704,0.002707704,0.002707704,0.002707704
1:40 AM,273,5,0.002750837,0.002750837,0.002750837,0.002750837,0.002750837,0.002750837
1:45 AM,274,5,0.002715811,0.002715811,0.002715811,0.002715811,0.002715811,0.002715811
1:50 AM,275,5,0.002639107,0.002639107,0.002639107,0.002639107,0.002639107,0.002639107
1:55 AM,276,5,0.002561572,0.002561572,0.002561572,0.002561572,0.002561572,0.002561572
2:00 AM,277,5,0.002502433,0.002502433,0.002502433,0.002502433,0.002502433,0.002502433
2:05 AM,278,5,0.002502537,0.002502537,0.002502537,0.002502537,0.002502537,0.002502537
2:10 AM,279,5,0.002511475,0.002511475,0.002511475,0.002511475,0.002511475,0.002511475
2:15 AM,280,5,0.002470733,0.002470733,0.002470733,0.002470733,0.002470733,0.002470733
2:20 AM,281,5,0.002424066,0.002424066,0.002424066,0.002424066,0.002424066,0.002424066
2:25 AM,282,5,0.002409204,0.002409204,0.002409204,0.002409204,0.002409204,0.002409204
2:30 AM,283,5,0.002426873,0.002426873,0.002426873,0.002426873,0.002426873,0.002426873
2:35 AM,284,5,0.002506383,0.002506383,0.002506383,0.002506383,0.002506383,0.002506383
2:40 AM,285,5,0.00257394,0.00257394,0.00257394,0.00257394,0.00257394,0.00257394
2:45 AM,286,5,0.002555959,0.002555959,0.002555959,0.002555959,0.002555959,0.002555959
2:50 AM,287,5,0.002486635,0.002486635,0.002486635,0.002486635,0.002486635,0.002486635
2:55 AM,288,5,0.002411802,0.002411802,0.002411802,0.002411802,0.002411802,0.002411802
