coefficient_name,value,constrain
coef_one,1,T
coef_nest_root,1.00,T
coef_nest_AUTO_mandatory,.17,T
coef_nest_AUTO_nonmandatory,.28,T
coef_nest_NONMOTORIZED_mandatory,0.17,T
coef_nest_NONMOTORIZED_nonmandatory,.28,T
coef_wait_mandatory,-0.0300,T
coef_wait_nonmandatory,-0.0120,T
coef_trip_logsum_mandatory,0.200,T
coef_trip_logsum_nonmandatory,0.214,T
SHARED2_asc_mandatory,-0.5460,T
SHARED3_asc_mandatory,-0.9820,T
WALK_asc_mandatory,-3.4000,T
SHARED2_asc_nonmandatory,-1.0800,T
SHARED3_asc_nonmandatory,-1.3520,T
WALK_asc_nonmandatory,-1.9340,T
SHARED2_coef_sentri_mandatory,0.1700,T
SHARED3_coef_sentri_mandatory,0.1230,T
SHARED2_coef_sentri_nonmandatory,0.4210,T
SHARED3_coef_sentri_nonmandatory,-0.1550,T
SHARED2_coef_visit_mandatory,0.0420,T
SHARED3_coef_visit_mandatory,0.0520,T
WALK_coef_visit_mandatory,0.1800,T
SHARED2_coef_visit_nonmandatory,0.0754,T
SHARED3_coef_visit_nonmandatory,0.0684,T
WALK_coef_visit_nonmandatory,0.2257,T
SHARED2_coef_other_mandatory,0.0790,T
SHARED3_coef_other_mandatory,0.0230,T
WALK_coef_other_mandatory,0.3400,T
SHARED2_coef_other_nonmandatory,0.0723,T
SHARED3_coef_other_nonmandatory,0.0925,T
WALK_coef_other_nonmandatory,0.4702,T
SHARED2_coef_calib_adj_mandatory,0.1608,T
SHARED3_coef_calib_adj_mandatory,0.2728,T
WALK_coef_calib_adj_mandatory,2.4348,T
SHARED2_coef_calib_adj_nonmandatory,0.8914,T
SHARED3_coef_calib_adj_nonmandatory,0.9573,T
WALK_coef_calib_adj_nonmandatory,0.2989,T
SHARED2_coef_work_mandatory,0.0275,T
SHARED3_coef_work_mandatory,0.0935,T
WALK_coef_work_mandatory,-1.2362,T
SHARED2_coef_school_mandatory,-0.0868,T
SHARED3_coef_school_mandatory,0.0599,T
WALK_coef_school_mandatory,-0.9567,T
SHARED2_coef_school_nonmandatory,0.4940,T
SHARED3_coef_school_nonmandatory,-0.0640,T
WALK_coef_school_nonmandatory,0.4110,T
SHARED2_coef_cargo_nonmandatory,0.0729,T
SHARED3_coef_cargo_nonmandatory,0.0819,T
WALK_coef_cargo_nonmandatory,0.5089,T
SHARED2_coef_shop_nonmandatory,-0.0608,T
SHARED3_coef_shop_nonmandatory,-0.0361,T
WALK_coef_shop_nonmandatory,0.6857,T
