stop_period,purpose,freq,stop_skim_period
8.25,5: Individual Maintenance,41803.57061,2: AM
8.75,5: Individual Maintenance,36718.74539,2: AM
9.25,5: Individual Maintenance,48410.41801,3: MD
9.75,5: Individual Maintenance,46787.6843,3: MD
10.25,5: Individual Maintenance,48745.368,3: MD
10.75,5: Individual Maintenance,53115.43195,3: MD
11.25,5: Individual Maintenance,42918.36566,3: MD
11.75,5: Individual Maintenance,40789.80591,3: MD
12.25,5: Individual Maintenance,63520.81384,3: MD
12.75,5: Individual Maintenance,71625.96123,3: MD
13.25,5: Individual Maintenance,64129.17625,3: MD
13.75,5: Individual Maintenance,48957.31785,3: MD
14.25,5: Individual Maintenance,46895.76475,3: MD
14.75,5: Individual Maintenance,48398.31199,3: MD
15.25,5: Individual Maintenance,45162.00404,3: MD
15.75,5: Individual Maintenance,76203.92297,4: PM
16.25,5: Individual Maintenance,44338.96901,4: PM
16.75,5: Individual Maintenance,38998.69985,4: PM
17.25,5: Individual Maintenance,40298.37563,4: PM
17.75,5: Individual Maintenance,29428.54117,4: PM
18.25,5: Individual Maintenance,38016.28981,4: PM
18.75,5: Individual Maintenance,21553.58601,4: PM
19.25,5: Individual Maintenance,52010.54506,5: EV
19.75,5: Individual Maintenance,11711.91622,5: EV
20.25,5: Individual Maintenance,18855.22919,5: EV
20.75,5: Individual Maintenance,4827.876131,5: EV
21.25,5: Individual Maintenance,17201.06649,5: EV
21.75,5: Individual Maintenance,8066.150641,5: EV
22.25,5: Individual Maintenance,9043.144294,5: EV
22.75,5: Individual Maintenance,3884.799537,5: EV
23.25,5: Individual Maintenance,9650.81243,5: EV
23.75,5: Individual Maintenance,18.99200237,5: EV
0.25,5: Individual Maintenance,0,5: EV
0.75,5: Individual Maintenance,0,5: EV
1.25,5: Individual Maintenance,52.01531786,5: EV
1.75,5: Individual Maintenance,157.1513887,5: EV
2.25,5: Individual Maintenance,157.1513887,5: EV
2.75,5: Individual Maintenance,0,5: EV
3.25,6: Individual Discretionary,0,1: EA
3.75,6: Individual Discretionary,0,1: EA
4.25,6: Individual Discretionary,1800.114655,1: EA
4.75,6: Individual Discretionary,22.72453906,1: EA
5.25,6: Individual Discretionary,258.9921569,1: EA
5.75,6: Individual Discretionary,307.7637265,1: EA
6.25,6: Individual Discretionary,1352.60083,2: AM
6.75,6: Individual Discretionary,1869.964499,2: AM
7.25,6: Individual Discretionary,4032.010144,2: AM
7.75,6: Individual Discretionary,2956.156632,2: AM
8.25,6: Individual Discretionary,5878.701175,2: AM
8.75,6: Individual Discretionary,9995.604854,2: AM
9.25,6: Individual Discretionary,14801.33472,3: MD
9.75,6: Individual Discretionary,11118.2493,3: MD
10.25,6: Individual Discretionary,15274.25019,3: MD
10.75,6: Individual Discretionary,12253.47226,3: MD
11.25,6: Individual Discretionary,17078.98677,3: MD
11.75,6: Individual Discretionary,36027.39518,3: MD
12.25,6: Individual Discretionary,29395.97597,3: MD
12.75,6: Individual Discretionary,19407.75209,3: MD
13.25,6: Individual Discretionary,6792.459107,3: MD
13.75,6: Individual Discretionary,15800.22865,3: MD
14.25,6: Individual Discretionary,11125.03295,3: MD
14.75,6: Individual Discretionary,10670.54331,3: MD
15.25,6: Individual Discretionary,29833.73683,3: MD
15.75,6: Individual Discretionary,23940.54254,4: PM
16.25,6: Individual Discretionary,56522.82773,4: PM
16.75,6: Individual Discretionary,51301.50032,4: PM
17.25,6: Individual Discretionary,66599.80609,4: PM
17.75,6: Individual Discretionary,48452.82995,4: PM
18.25,6: Individual Discretionary,21247.00093,4: PM
18.75,6: Individual Discretionary,18281.8583,4: PM
19.25,6: Individual Discretionary,35438.56172,5: EV
19.75,6: Individual Discretionary,9155.125857,5: EV
20.25,6: Individual Discretionary,18318.11846,5: EV
20.75,6: Individual Discretionary,7063.67746,5: EV
21.25,6: Individual Discretionary,32294.94337,5: EV
21.75,6: Individual Discretionary,7843.580276,5: EV
22.25,6: Individual Discretionary,13193.98337,5: EV
22.75,6: Individual Discretionary,10722.99857,5: EV
23.25,6: Individual Discretionary,3780.919914,5: EV
23.75,6: Individual Discretionary,1529.760636,5: EV
0.25,6: Individual Discretionary,0,5: EV
0.75,6: Individual Discretionary,148.7742568,5: EV
1.25,6: Individual Discretionary,148.7742568,5: EV
1.75,6: Individual Discretionary,0,5: EV
2.25,6: Individual Discretionary,42.73760992,5: EV
2.75,6: Individual Discretionary,0,5: EV
3.25,7: Joint Maintenance,0,1: EA
3.75,7: Joint Maintenance,0,1: EA
4.25,7: Joint Maintenance,0,1: EA
4.75,7: Joint Maintenance,0,1: EA
5.25,7: Joint Maintenance,0,1: EA
5.75,7: Joint Maintenance,0,1: EA
6.25,7: Joint Maintenance,0,2: AM
6.75,7: Joint Maintenance,0,2: AM
7.25,7: Joint Maintenance,0,2: AM
7.75,7: Joint Maintenance,261.3992707,2: AM
8.25,7: Joint Maintenance,0,2: AM
8.75,7: Joint Maintenance,55.37204136,2: AM
9.25,7: Joint Maintenance,2954.864945,3: MD
9.75,7: Joint Maintenance,14137.19237,3: MD
10.25,7: Joint Maintenance,11436.5717,3: MD
10.75,7: Joint Maintenance,15560.6509,3: MD
11.25,7: Joint Maintenance,31067.07559,3: MD
11.75,7: Joint Maintenance,13043.98269,3: MD
12.25,7: Joint Maintenance,17896.95872,3: MD
12.75,7: Joint Maintenance,10374.91911,3: MD
13.25,7: Joint Maintenance,20020.12174,3: MD
13.75,7: Joint Maintenance,11925.25441,3: MD
14.25,7: Joint Maintenance,1361.536315,3: MD
14.75,7: Joint Maintenance,13521.69072,3: MD
15.25,7: Joint Maintenance,2627.854155,3: MD
15.75,7: Joint Maintenance,19862.01039,4: PM
16.25,7: Joint Maintenance,12249.004,4: PM
16.75,7: Joint Maintenance,12140.64378,4: PM
17.25,7: Joint Maintenance,304.7875486,4: PM
17.75,7: Joint Maintenance,291.1077749,4: PM
18.25,7: Joint Maintenance,923.1797555,4: PM
18.75,7: Joint Maintenance,11740.11839,4: PM
19.25,7: Joint Maintenance,9963.026827,5: EV
19.75,7: Joint Maintenance,20716.77522,5: EV
20.25,7: Joint Maintenance,1145.654913,5: EV
20.75,7: Joint Maintenance,7482.233032,5: EV
21.25,7: Joint Maintenance,424.9256162,5: EV
21.75,7: Joint Maintenance,1173.137275,5: EV
22.25,7: Joint Maintenance,37.42821271,5: EV
22.75,7: Joint Maintenance,9754.431935,5: EV
23.25,7: Joint Maintenance,0,5: EV
23.75,7: Joint Maintenance,0,5: EV
0.25,7: Joint Maintenance,0,5: EV
0.75,7: Joint Maintenance,0,5: EV
1.25,7: Joint Maintenance,0,5: EV
1.75,7: Joint Maintenance,0,5: EV
2.25,7: Joint Maintenance,0,5: EV
2.75,7: Joint Maintenance,0,5: EV
3.25,8: Joint Discretionary,0,1: EA
3.75,8: Joint Discretionary,0,1: EA
4.25,8: Joint Discretionary,0,1: EA
4.75,8: Joint Discretionary,0,1: EA
5.25,8: Joint Discretionary,0,1: EA
5.75,8: Joint Discretionary,0,1: EA
6.25,8: Joint Discretionary,0,2: AM
6.75,8: Joint Discretionary,0,2: AM
7.25,8: Joint Discretionary,0,2: AM
7.75,8: Joint Discretionary,0,2: AM
8.25,8: Joint Discretionary,77.13101728,2: AM
8.75,8: Joint Discretionary,540.1321785,2: AM
9.25,8: Joint Discretionary,7356.02833,3: MD
9.75,8: Joint Discretionary,312.6559937,3: MD
10.25,8: Joint Discretionary,174.5650819,3: MD
10.75,8: Joint Discretionary,13860.79408,3: MD
11.25,8: Joint Discretionary,4327.830473,3: MD
11.75,8: Joint Discretionary,5262.94211,3: MD
12.25,8: Joint Discretionary,652.2714099,3: MD
12.75,8: Joint Discretionary,4867.366923,3: MD
13.25,8: Joint Discretionary,5101.267522,3: MD
13.75,8: Joint Discretionary,9628.043702,3: MD
14.25,8: Joint Discretionary,16945.78393,3: MD
14.75,8: Joint Discretionary,17310.94337,3: MD
15.25,8: Joint Discretionary,1307.633132,3: MD
15.75,8: Joint Discretionary,660.7930103,4: PM
16.25,8: Joint Discretionary,16557.52807,4: PM
16.75,8: Joint Discretionary,11189.90406,4: PM
17.25,8: Joint Discretionary,2533.604968,4: PM
17.75,8: Joint Discretionary,18330.86276,4: PM
18.25,8: Joint Discretionary,10539.10982,4: PM
18.75,8: Joint Discretionary,843.7747967,4: PM
19.25,8: Joint Discretionary,17737.97526,5: EV
19.75,8: Joint Discretionary,31948.53978,5: EV
20.25,8: Joint Discretionary,17245.68341,5: EV
20.75,8: Joint Discretionary,630.2819804,5: EV
21.25,8: Joint Discretionary,399.9740703,5: EV
21.75,8: Joint Discretionary,10382.12111,5: EV
22.25,8: Joint Discretionary,433.3136442,5: EV
22.75,8: Joint Discretionary,78.781953,5: EV
23.25,8: Joint Discretionary,49.25442975,5: EV
23.75,8: Joint Discretionary,0,5: EV
0.25,8: Joint Discretionary,0,5: EV
0.75,8: Joint Discretionary,0,5: EV
1.25,8: Joint Discretionary,0,5: EV
1.75,8: Joint Discretionary,0,5: EV
2.25,8: Joint Discretionary,0,5: EV
2.75,8: Joint Discretionary,0,5: EV
3.25,9: Work-based,0,1: EA
3.75,9: Work-based,0,1: EA
4.25,9: Work-based,0,1: EA
4.75,9: Work-based,0,1: EA
5.25,9: Work-based,0,1: EA
5.75,9: Work-based,0,1: EA
6.25,9: Work-based,0,2: AM
6.75,9: Work-based,0,2: AM
7.25,9: Work-based,28.84560503,2: AM
7.75,9: Work-based,44.16070094,2: AM
8.25,9: Work-based,0,2: AM
8.75,9: Work-based,7673.402386,2: AM
9.25,9: Work-based,43.92786981,3: MD
9.75,9: Work-based,11217.50079,3: MD
10.25,9: Work-based,2580.110561,3: MD
10.75,9: Work-based,9039.810528,3: MD
11.25,9: Work-based,5419.481573,3: MD
11.75,9: Work-based,2817.04498,3: MD
12.25,9: Work-based,7491.574107,3: MD
12.75,9: Work-based,1386.507878,3: MD
13.25,9: Work-based,2672.79814,3: MD
13.75,9: Work-based,6333.583407,3: MD
14.25,9: Work-based,5992.952522,3: MD
14.75,9: Work-based,4590.337676,3: MD
15.25,9: Work-based,21709.60494,3: MD
15.75,9: Work-based,11366.8432,4: PM
16.25,9: Work-based,6425.950802,4: PM
16.75,9: Work-based,9600.7446,4: PM
17.25,9: Work-based,20575.77741,4: PM
17.75,9: Work-based,10398.08359,4: PM
18.25,9: Work-based,6097.734682,4: PM
18.75,9: Work-based,873.9039044,4: PM
19.25,9: Work-based,3149.135052,5: EV
19.75,9: Work-based,3194.029742,5: EV
20.25,9: Work-based,2544.849003,5: EV
20.75,9: Work-based,66.60451649,5: EV
21.25,9: Work-based,1413.129951,5: EV
21.75,9: Work-based,51.60079742,5: EV
22.25,9: Work-based,22.76947433,5: EV
22.75,9: Work-based,0,5: EV
23.25,9: Work-based,0,5: EV
23.75,9: Work-based,0,5: EV
0.25,9: Work-based,0,5: EV
0.75,9: Work-based,0,5: EV
1.25,9: Work-based,0,5: EV
1.75,9: Work-based,0,5: EV
2.25,9: Work-based,0,5: EV
2.75,9: Work-based,0,5: EV
