stop_period,purpose,freq,stop_skim_period
3.25,1: Work,0,1: EA
3.75,1: Work,59.9175892,1: EA
4.25,1: Work,2666.506903,1: EA
4.75,1: Work,14324.02513,1: EA
5.25,1: Work,89.91489652,1: EA
5.75,1: Work,1573.477301,1: EA
6.25,1: Work,14181.83142,2: AM
6.75,1: Work,7111.104736,2: AM
7.25,1: Work,10252.13716,2: AM
7.75,1: Work,26829.20065,2: AM
8.25,1: Work,57832.50341,2: AM
8.75,1: Work,12312.43709,2: AM
9.25,1: Work,7371.685503,3: MD
9.75,1: Work,8959.48445,3: MD
10.25,1: Work,4583.948041,3: MD
10.75,1: Work,3203.777597,3: MD
11.25,1: Work,487.7700106,3: MD
11.75,1: Work,14566.22304,3: MD
12.25,1: Work,2278.332953,3: MD
12.75,1: Work,10663.34263,3: MD
13.25,1: Work,8504.00681,3: MD
13.75,1: Work,7308.007985,3: MD
14.25,1: Work,2791.116364,3: MD
14.75,1: Work,8972.498892,3: MD
15.25,1: Work,29649.80214,3: MD
15.75,1: Work,24489.1027,4: PM
16.25,1: Work,40728.23531,4: PM
16.75,1: Work,56441.7479,4: PM
17.25,1: Work,45062.88742,4: PM
17.75,1: Work,23459.86861,4: PM
18.25,1: Work,32973.48529,4: PM
18.75,1: Work,46905.90603,4: PM
19.25,1: Work,44619.82452,5: EV
19.75,1: Work,26606.71413,5: EV
20.25,1: Work,15657.59835,5: EV
20.75,1: Work,7059.584411,5: EV
21.25,1: Work,2459.052376,5: EV
21.75,1: Work,507.3590735,5: EV
22.25,1: Work,8075.932701,5: EV
22.75,1: Work,1596.295216,5: EV
23.25,1: Work,828.0843765,5: EV
23.75,1: Work,261.6678291,5: EV
0.25,1: Work,0,5: EV
0.75,1: Work,0,5: EV
1.25,1: Work,0,5: EV
1.75,1: Work,0,5: EV
2.25,1: Work,0,5: EV
2.75,1: Work,0,5: EV
3.25,2: University,0,1: EA
3.75,2: University,0,1: EA
4.25,2: University,0,1: EA
4.75,2: University,0,1: EA
5.25,2: University,0,1: EA
5.75,2: University,6805.069365,1: EA
6.25,2: University,5103.802024,2: AM
6.75,2: University,0,2: AM
7.25,2: University,0,2: AM
7.75,2: University,4744.872876,2: AM
8.25,2: University,2084.630399,2: AM
8.75,2: University,408.2856281,2: AM
9.25,2: University,314.1625496,3: MD
9.75,2: University,583.342671,3: MD
10.25,2: University,0,3: MD
10.75,2: University,3402.534683,3: MD
11.25,2: University,311.3175506,3: MD
11.75,2: University,3604.171288,3: MD
12.25,2: University,7734.920227,3: MD
12.75,2: University,414.0291561,3: MD
13.25,2: University,1613.280116,3: MD
13.75,2: University,1115.161152,3: MD
14.25,2: University,11.39136728,3: MD
14.75,2: University,64.48792692,3: MD
15.25,2: University,1029.912497,3: MD
15.75,2: University,478.8799533,4: PM
16.25,2: University,600.0045419,4: PM
16.75,2: University,121.3454533,4: PM
17.25,2: University,5383.8395,4: PM
17.75,2: University,493.6605616,4: PM
18.25,2: University,200.6036116,4: PM
18.75,2: University,491.8364632,4: PM
19.25,2: University,3766.977495,5: EV
19.75,2: University,41.93969449,5: EV
20.25,2: University,2695.462148,5: EV
20.75,2: University,1701.267341,5: EV
21.25,2: University,1375.587022,5: EV
21.75,2: University,224.2938209,5: EV
22.25,2: University,53.85136237,5: EV
22.75,2: University,0,5: EV
23.25,2: University,0,5: EV
23.75,2: University,0,5: EV
0.25,2: University,0,5: EV
0.75,2: University,0,5: EV
1.25,2: University,0,5: EV
1.75,2: University,0,5: EV
2.25,2: University,0,5: EV
2.75,2: University,0,5: EV
3.25,3: School,0,1: EA
3.75,3: School,0,1: EA
4.25,3: School,0,1: EA
4.75,3: School,283.6380306,1: EA
5.25,3: School,0,1: EA
5.75,3: School,0,1: EA
6.25,3: School,0,2: AM
6.75,3: School,687.0330786,2: AM
7.25,3: School,17271.37493,2: AM
7.75,3: School,31470.87022,2: AM
8.25,3: School,103912.7019,2: AM
8.75,3: School,56081.0658,2: AM
9.25,3: School,7612.715769,3: MD
9.75,3: School,13563.40347,3: MD
10.25,3: School,373.2211847,3: MD
10.75,3: School,3004.409613,3: MD
11.25,3: School,4341.433775,3: MD
11.75,3: School,3222.842526,3: MD
12.25,3: School,6925.016601,3: MD
12.75,3: School,502.6516764,3: MD
13.25,3: School,11846.58332,3: MD
13.75,3: School,1873.197496,3: MD
14.25,3: School,5387.01949,3: MD
14.75,3: School,11407.08665,3: MD
15.25,3: School,12410.2624,3: MD
15.75,3: School,14575.47898,4: PM
16.25,3: School,8042.486463,4: PM
16.75,3: School,167.099068,4: PM
17.25,3: School,7664.946641,4: PM
17.75,3: School,7184.120551,4: PM
18.25,3: School,131.8630154,4: PM
18.75,3: School,3554.46414,4: PM
19.25,3: School,153.63731,5: EV
19.75,3: School,2685.502702,5: EV
20.25,3: School,0,5: EV
20.75,3: School,5908.697993,5: EV
21.25,3: School,11817.39599,5: EV
21.75,3: School,0,5: EV
22.25,3: School,0,5: EV
22.75,3: School,0,5: EV
23.25,3: School,0,5: EV
23.75,3: School,0,5: EV
0.25,3: School,0,5: EV
0.75,3: School,0,5: EV
1.25,3: School,0,5: EV
1.75,3: School,0,5: EV
2.25,3: School,0,5: EV
2.75,3: School,0,5: EV
3.25,4: Escort,0,1: EA
3.75,4: Escort,0,1: EA
4.25,4: Escort,0,1: EA
4.75,4: Escort,0,1: EA
5.25,4: Escort,598.5084454,1: EA
5.75,4: Escort,104.0306357,1: EA
6.25,4: Escort,3388.622447,2: AM
6.75,4: Escort,7270.259491,2: AM
7.25,4: Escort,18753.11064,2: AM
7.75,4: Escort,23295.24363,2: AM
8.25,4: Escort,37272.00573,2: AM
8.75,4: Escort,12366.58597,2: AM
9.25,4: Escort,5299.794054,3: MD
9.75,4: Escort,5179.040301,3: MD
10.25,4: Escort,7273.760972,3: MD
10.75,4: Escort,3255.805998,3: MD
11.25,4: Escort,8418.39266,3: MD
11.75,4: Escort,13716.93801,3: MD
12.25,4: Escort,9958.625389,3: MD
12.75,4: Escort,15051.8903,3: MD
13.25,4: Escort,41202.17251,3: MD
13.75,4: Escort,21499.66126,3: MD
14.25,4: Escort,26391.52982,3: MD
14.75,4: Escort,34104.79457,3: MD
15.25,4: Escort,23391.46845,3: MD
15.75,4: Escort,34217.64595,4: PM
16.25,4: Escort,27038.42966,4: PM
16.75,4: Escort,28654.84694,4: PM
17.25,4: Escort,12013.73326,4: PM
17.75,4: Escort,16425.62331,4: PM
18.25,4: Escort,3405.551727,4: PM
18.75,4: Escort,9350.173892,4: PM
19.25,4: Escort,7657.832807,5: EV
19.75,4: Escort,4240.593519,5: EV
20.25,4: Escort,1385.066275,5: EV
20.75,4: Escort,614.9935797,5: EV
21.25,4: Escort,750.0716349,5: EV
21.75,4: Escort,542.3683658,5: EV
22.25,4: Escort,19.23945445,5: EV
22.75,4: Escort,146.9034832,5: EV
23.25,4: Escort,80.7015534,5: EV
23.75,4: Escort,315.2479465,5: EV
0.25,4: Escort,0,5: EV
0.75,4: Escort,0,5: EV
1.25,4: Escort,693.9718299,5: EV
1.75,4: Escort,0,5: EV
2.25,4: Escort,0,5: EV
2.75,4: Escort,0,5: EV
3.25,5: Individual Maintenance,0,1: EA
3.75,5: Individual Maintenance,0,1: EA
4.25,5: Individual Maintenance,274.2934486,1: EA
4.75,5: Individual Maintenance,5029.65776,1: EA
5.25,5: Individual Maintenance,81.80629319,1: EA
5.75,5: Individual Maintenance,899.8121534,1: EA
6.25,5: Individual Maintenance,3593.434166,2: AM
6.75,5: Individual Maintenance,1548.93384,2: AM
7.25,5: Individual Maintenance,15704.27391,2: AM
7.75,5: Individual Maintenance,12199.50077,2: AM
