distbin,District,purpose,value
20,6: North County West,School,0
21,6: North County West,School,0
22,6: North County West,School,0
23,6: North County West,School,0
24,6: North County West,School,0
25,6: North County West,School,0
26,6: North County West,School,0
27,6: North County West,School,0
28,6: North County West,School,0
29,6: North County West,School,0
30,6: North County West,School,0
31,6: North County West,School,0
32,6: North County West,School,0
33,6: North County West,School,0
34,6: North County West,School,0
35,6: North County West,School,0
36,6: North County West,School,0
37,6: North County West,School,0
38,6: North County West,School,0
39,6: North County West,School,0
40,6: North County West,School,0
41,6: North County West,School,0
42,6: North County West,School,0
43,6: North County West,School,0
44,6: North County West,School,0
45,6: North County West,School,0
46,6: North County West,School,0
47,6: North County West,School,0
48,6: North County West,School,0
49,6: North County West,School,0
50,6: North County West,School,0
51,6: North County West,School,0
1,7: North County East,School,1034.387943
2,7: North County East,School,2060.350772
3,7: North County East,School,9021.761338
4,7: North County East,School,2045.915763
5,7: North County East,School,13556.42134
6,7: North County East,School,247.0918741
7,7: North County East,School,579.687323
8,7: North County East,School,394.7730682
9,7: North County East,School,322.1845066
10,7: North County East,School,0
11,7: North County East,School,0
12,7: North County East,School,51.87812993
13,7: North County East,School,1532.982898
14,7: North County East,School,0
15,7: North County East,School,7485.809349
16,7: North County East,School,0
17,7: North County East,School,0
18,7: North County East,School,702.1269276
19,7: North County East,School,0
20,7: North County East,School,0
21,7: North County East,School,14.45516345
22,7: North County East,School,0
23,7: North County East,School,0
24,7: North County East,School,0
25,7: North County East,School,0
26,7: North County East,School,0
27,7: North County East,School,0
28,7: North County East,School,0
29,7: North County East,School,0
30,7: North County East,School,0
31,7: North County East,School,0
32,7: North County East,School,0
33,7: North County East,School,0
34,7: North County East,School,0
35,7: North County East,School,0
36,7: North County East,School,0
37,7: North County East,School,0
38,7: North County East,School,0
39,7: North County East,School,0
40,7: North County East,School,0
41,7: North County East,School,0
42,7: North County East,School,0
43,7: North County East,School,0
44,7: North County East,School,0
45,7: North County East,School,0
46,7: North County East,School,0
47,7: North County East,School,0
48,7: North County East,School,0
49,7: North County East,School,0
50,7: North County East,School,0
51,7: North County East,School,0
1,8: East County,School,0
2,8: East County,School,0
3,8: East County,School,0
4,8: East County,School,0
5,8: East County,School,0
6,8: East County,School,0
7,8: East County,School,0
8,8: East County,School,0
9,8: East County,School,0
10,8: East County,School,0
11,8: East County,School,0
12,8: East County,School,0
13,8: East County,School,0
14,8: East County,School,0
15,8: East County,School,0
16,8: East County,School,0
17,8: East County,School,0
18,8: East County,School,0
19,8: East County,School,0
20,8: East County,School,0
21,8: East County,School,0
22,8: East County,School,0
23,8: East County,School,0
24,8: East County,School,0
25,8: East County,School,0
26,8: East County,School,0
27,8: East County,School,0
28,8: East County,School,0
29,8: East County,School,0
30,8: East County,School,0
31,8: East County,School,0
32,8: East County,School,0
33,8: East County,School,0
34,8: East County,School,0
35,8: East County,School,0
36,8: East County,School,0
37,8: East County,School,0
38,8: East County,School,0
39,8: East County,School,0
40,8: East County,School,0
41,8: East County,School,0
42,8: East County,School,0
43,8: East County,School,0
44,8: East County,School,0
45,8: East County,School,0
46,8: East County,School,0
47,8: East County,School,0
48,8: East County,School,0
49,8: East County,School,0
50,8: East County,School,0
51,8: East County,School,0
