trip_mode,tour_mode,purpose,value
09: PNR to Transit,11: TNC to Transit,3: School,0
10: KNR to Transit,11: TNC to Transit,3: School,0
11: TNC to Transit,11: TNC to Transit,3: School,0
12: Taxi,11: TNC to Transit,3: School,0
13: TNC Single,11: TNC to Transit,3: School,0
14: TNC Shared,11: TNC to Transit,3: School,0
15: School Bus,11: TNC to Transit,3: School,0
07: E-Scooter,11: TNC to Transit,3: School,0
06: E-Bike,11: TNC to Transit,3: School,0
01: SOV,12: Taxi,3: School,0
02: Shared Ride 2,12: Taxi,3: School,0
03: Shared Ride 3+,12: Taxi,3: School,0
04: Walk,12: Taxi,3: School,0
05: Bike,12: Taxi,3: School,0
08: Walk to Transit,12: Taxi,3: School,0
09: PNR to Transit,12: Taxi,3: School,0
10: KNR to Transit,12: Taxi,3: School,0
11: TNC to Transit,12: Taxi,3: School,0
12: Taxi,12: Taxi,3: School,0
13: TNC Single,12: Taxi,3: School,0
14: TNC Shared,12: Taxi,3: School,0
15: School Bus,12: Taxi,3: School,0
07: E-Scooter,12: Taxi,3: School,0
06: E-Bike,12: Taxi,3: School,0
01: SOV,13: TNC Single,3: School,0
02: Shared Ride 2,13: TNC Single,3: School,0
03: Shared Ride 3+,13: TNC Single,3: School,0
04: Walk,13: TNC Single,3: School,0
05: Bike,13: TNC Single,3: School,0
08: Walk to Transit,13: TNC Single,3: School,0
09: PNR to Transit,13: TNC Single,3: School,0
10: KNR to Transit,13: TNC Single,3: School,0
11: TNC to Transit,13: TNC Single,3: School,0
12: Taxi,13: TNC Single,3: School,0
13: TNC Single,13: TNC Single,3: School,0
14: TNC Shared,13: TNC Single,3: School,0
15: School Bus,13: TNC Single,3: School,0
07: E-Scooter,13: TNC Single,3: School,0
06: E-Bike,13: TNC Single,3: School,0
01: SOV,14: TNC Shared,3: School,0
02: Shared Ride 2,14: TNC Shared,3: School,0
03: Shared Ride 3+,14: TNC Shared,3: School,0
04: Walk,14: TNC Shared,3: School,0
05: Bike,14: TNC Shared,3: School,0
08: Walk to Transit,14: TNC Shared,3: School,0
09: PNR to Transit,14: TNC Shared,3: School,0
10: KNR to Transit,14: TNC Shared,3: School,0
11: TNC to Transit,14: TNC Shared,3: School,0
12: Taxi,14: TNC Shared,3: School,0
13: TNC Single,14: TNC Shared,3: School,0
14: TNC Shared,14: TNC Shared,3: School,0
15: School Bus,14: TNC Shared,3: School,0
07: E-Scooter,14: TNC Shared,3: School,0
06: E-Bike,14: TNC Shared,3: School,0
01: SOV,15: School Bus,3: School,49.03230215
02: Shared Ride 2,15: School Bus,3: School,151.7950557
03: Shared Ride 3+,15: School Bus,3: School,0
04: Walk,15: School Bus,3: School,0
05: Bike,15: School Bus,3: School,0
08: Walk to Transit,15: School Bus,3: School,0
09: PNR to Transit,15: School Bus,3: School,0
10: KNR to Transit,15: School Bus,3: School,0
11: TNC to Transit,15: School Bus,3: School,0
12: Taxi,15: School Bus,3: School,0
13: TNC Single,15: School Bus,3: School,0
14: TNC Shared,15: School Bus,3: School,0
15: School Bus,15: School Bus,3: School,9382.240652
07: E-Scooter,15: School Bus,3: School,0
06: E-Bike,15: School Bus,3: School,0
01: SOV,07: E-Scooter,3: School,0
02: Shared Ride 2,07: E-Scooter,3: School,0
03: Shared Ride 3+,07: E-Scooter,3: School,0
04: Walk,07: E-Scooter,3: School,0
05: Bike,07: E-Scooter,3: School,0
08: Walk to Transit,07: E-Scooter,3: School,0
09: PNR to Transit,07: E-Scooter,3: School,0
10: KNR to Transit,07: E-Scooter,3: School,0
11: TNC to Transit,07: E-Scooter,3: School,0
12: Taxi,07: E-Scooter,3: School,0
13: TNC Single,07: E-Scooter,3: School,0
14: TNC Shared,07: E-Scooter,3: School,0
15: School Bus,07: E-Scooter,3: School,0
07: E-Scooter,07: E-Scooter,3: School,0
06: E-Bike,07: E-Scooter,3: School,0
01: SOV,06: E-Bike,3: School,0
02: Shared Ride 2,06: E-Bike,3: School,0
03: Shared Ride 3+,06: E-Bike,3: School,0
04: Walk,06: E-Bike,3: School,0
05: Bike,06: E-Bike,3: School,0
08: Walk to Transit,06: E-Bike,3: School,0
09: PNR to Transit,06: E-Bike,3: School,0
10: KNR to Transit,06: E-Bike,3: School,0
11: TNC to Transit,06: E-Bike,3: School,0
12: Taxi,06: E-Bike,3: School,0
13: TNC Single,06: E-Bike,3: School,0
14: TNC Shared,06: E-Bike,3: School,0
15: School Bus,06: E-Bike,3: School,0
07: E-Scooter,06: E-Bike,3: School,0
06: E-Bike,06: E-Bike,3: School,0
01: SOV,01: SOV,5: Individual Maintenance,1816592.084
02: Shared Ride 2,01: SOV,5: Individual Maintenance,1105.765031
03: Shared Ride 3+,01: SOV,5: Individual Maintenance,568.6984913
04: Walk,01: SOV,5: Individual Maintenance,78449.51048
05: Bike,01: SOV,5: Individual Maintenance,742.524396
08: Walk to Transit,01: SOV,5: Individual Maintenance,0
09: PNR to Transit,01: SOV,5: Individual Maintenance,0
10: KNR to Transit,01: SOV,5: Individual Maintenance,0
11: TNC to Transit,01: SOV,5: Individual Maintenance,0
12: Taxi,01: SOV,5: Individual Maintenance,0
13: TNC Single,01: SOV,5: Individual Maintenance,175.8188805
14: TNC Shared,01: SOV,5: Individual Maintenance,0
15: School Bus,01: SOV,5: Individual Maintenance,0
07: E-Scooter,01: SOV,5: Individual Maintenance,285.0444878
06: E-Bike,01: SOV,5: Individual Maintenance,773.2917972
01: SOV,02: Shared Ride 2,5: Individual Maintenance,360974.5951
02: Shared Ride 2,02: Shared Ride 2,5: Individual Maintenance,827729.4512
03: Shared Ride 3+,02: Shared Ride 2,5: Individual Maintenance,819.7882133
04: Walk,02: Shared Ride 2,5: Individual Maintenance,46673.03636
05: Bike,02: Shared Ride 2,5: Individual Maintenance,22.9927728
08: Walk to Transit,02: Shared Ride 2,5: Individual Maintenance,0
09: PNR to Transit,02: Shared Ride 2,5: Individual Maintenance,0
10: KNR to Transit,02: Shared Ride 2,5: Individual Maintenance,0
11: TNC to Transit,02: Shared Ride 2,5: Individual Maintenance,0
12: Taxi,02: Shared Ride 2,5: Individual Maintenance,9.159429883
13: TNC Single,02: Shared Ride 2,5: Individual Maintenance,246.3601658
14: TNC Shared,02: Shared Ride 2,5: Individual Maintenance,0
15: School Bus,02: Shared Ride 2,5: Individual Maintenance,0
07: E-Scooter,02: Shared Ride 2,5: Individual Maintenance,0
06: E-Bike,02: Shared Ride 2,5: Individual Maintenance,0
01: SOV,03: Shared Ride 3+,5: Individual Maintenance,233111.5744
02: Shared Ride 2,03: Shared Ride 3+,5: Individual Maintenance,207912.8592
03: Shared Ride 3+,03: Shared Ride 3+,5: Individual Maintenance,918570.6438
04: Walk,03: Shared Ride 3+,5: Individual Maintenance,51031.36747
05: Bike,03: Shared Ride 3+,5: Individual Maintenance,112.0706764
08: Walk to Transit,03: Shared Ride 3+,5: Individual Maintenance,0
09: PNR to Transit,03: Shared Ride 3+,5: Individual Maintenance,0
10: KNR to Transit,03: Shared Ride 3+,5: Individual Maintenance,0
11: TNC to Transit,03: Shared Ride 3+,5: Individual Maintenance,0
12: Taxi,03: Shared Ride 3+,5: Individual Maintenance,0
13: TNC Single,03: Shared Ride 3+,5: Individual Maintenance,236.7759234
14: TNC Shared,03: Shared Ride 3+,5: Individual Maintenance,0
15: School Bus,03: Shared Ride 3+,5: Individual Maintenance,0
07: E-Scooter,03: Shared Ride 3+,5: Individual Maintenance,0
06: E-Bike,03: Shared Ride 3+,5: Individual Maintenance,150.2549017
01: SOV,04: Walk,5: Individual Maintenance,3274.244757
02: Shared Ride 2,04: Walk,5: Individual Maintenance,0
03: Shared Ride 3+,04: Walk,5: Individual Maintenance,31.6594783
04: Walk,04: Walk,5: Individual Maintenance,268398.0906
05: Bike,04: Walk,5: Individual Maintenance,0
08: Walk to Transit,04: Walk,5: Individual Maintenance,0
09: PNR to Transit,04: Walk,5: Individual Maintenance,0
10: KNR to Transit,04: Walk,5: Individual Maintenance,0
11: TNC to Transit,04: Walk,5: Individual Maintenance,0
12: Taxi,04: Walk,5: Individual Maintenance,0
13: TNC Single,04: Walk,5: Individual Maintenance,0
14: TNC Shared,04: Walk,5: Individual Maintenance,0
15: School Bus,04: Walk,5: Individual Maintenance,0
07: E-Scooter,04: Walk,5: Individual Maintenance,0
06: E-Bike,04: Walk,5: Individual Maintenance,0
01: SOV,05: Bike,5: Individual Maintenance,0
02: Shared Ride 2,05: Bike,5: Individual Maintenance,0
03: Shared Ride 3+,05: Bike,5: Individual Maintenance,0
04: Walk,05: Bike,5: Individual Maintenance,9422.015719
05: Bike,05: Bike,5: Individual Maintenance,51379.14018
08: Walk to Transit,05: Bike,5: Individual Maintenance,0
09: PNR to Transit,05: Bike,5: Individual Maintenance,0
10: KNR to Transit,05: Bike,5: Individual Maintenance,0
11: TNC to Transit,05: Bike,5: Individual Maintenance,0
12: Taxi,05: Bike,5: Individual Maintenance,0
13: TNC Single,05: Bike,5: Individual Maintenance,0
14: TNC Shared,05: Bike,5: Individual Maintenance,0
15: School Bus,05: Bike,5: Individual Maintenance,0
07: E-Scooter,05: Bike,5: Individual Maintenance,0
06: E-Bike,05: Bike,5: Individual Maintenance,0
01: SOV,08: Walk to Transit,5: Individual Maintenance,947.1104692
02: Shared Ride 2,08: Walk to Transit,5: Individual Maintenance,1418.674094
03: Shared Ride 3+,08: Walk to Transit,5: Individual Maintenance,236.7946858
04: Walk,08: Walk to Transit,5: Individual Maintenance,7907.220645
05: Bike,08: Walk to Transit,5: Individual Maintenance,0
08: Walk to Transit,08: Walk to Transit,5: Individual Maintenance,31771.6105
09: PNR to Transit,08: Walk to Transit,5: Individual Maintenance,0
10: KNR to Transit,08: Walk to Transit,5: Individual Maintenance,0
11: TNC to Transit,08: Walk to Transit,5: Individual Maintenance,0
12: Taxi,08: Walk to Transit,5: Individual Maintenance,0
13: TNC Single,08: Walk to Transit,5: Individual Maintenance,208.6218042
14: TNC Shared,08: Walk to Transit,5: Individual Maintenance,0
15: School Bus,08: Walk to Transit,5: Individual Maintenance,0
07: E-Scooter,08: Walk to Transit,5: Individual Maintenance,10.59810288
06: E-Bike,08: Walk to Transit,5: Individual Maintenance,0
01: SOV,09: PNR to Transit,5: Individual Maintenance,946.9812566
02: Shared Ride 2,09: PNR to Transit,5: Individual Maintenance,213.0984055
03: Shared Ride 3+,09: PNR to Transit,5: Individual Maintenance,0
04: Walk,09: PNR to Transit,5: Individual Maintenance,9.968009025
05: Bike,09: PNR to Transit,5: Individual Maintenance,0
08: Walk to Transit,09: PNR to Transit,5: Individual Maintenance,4124.146877
09: PNR to Transit,09: PNR to Transit,5: Individual Maintenance,1244.231802
10: KNR to Transit,09: PNR to Transit,5: Individual Maintenance,0
11: TNC to Transit,09: PNR to Transit,5: Individual Maintenance,0
12: Taxi,09: PNR to Transit,5: Individual Maintenance,0
13: TNC Single,09: PNR to Transit,5: Individual Maintenance,0
14: TNC Shared,09: PNR to Transit,5: Individual Maintenance,0
15: School Bus,09: PNR to Transit,5: Individual Maintenance,0
07: E-Scooter,09: PNR to Transit,5: Individual Maintenance,0
06: E-Bike,09: PNR to Transit,5: Individual Maintenance,0
01: SOV,10: KNR to Transit,5: Individual Maintenance,270.7635659
02: Shared Ride 2,10: KNR to Transit,5: Individual Maintenance,166.0034652
03: Shared Ride 3+,10: KNR to Transit,5: Individual Maintenance,622.0427405
04: Walk,10: KNR to Transit,5: Individual Maintenance,2952.876502
05: Bike,10: KNR to Transit,5: Individual Maintenance,33.96118411
08: Walk to Transit,10: KNR to Transit,5: Individual Maintenance,271.3971463
09: PNR to Transit,10: KNR to Transit,5: Individual Maintenance,0
10: KNR to Transit,10: KNR to Transit,5: Individual Maintenance,6658.417326
11: TNC to Transit,10: KNR to Transit,5: Individual Maintenance,0
12: Taxi,10: KNR to Transit,5: Individual Maintenance,12.81793775
13: TNC Single,10: KNR to Transit,5: Individual Maintenance,0
14: TNC Shared,10: KNR to Transit,5: Individual Maintenance,0
15: School Bus,10: KNR to Transit,5: Individual Maintenance,0
07: E-Scooter,10: KNR to Transit,5: Individual Maintenance,0
06: E-Bike,10: KNR to Transit,5: Individual Maintenance,0
01: SOV,11: TNC to Transit,5: Individual Maintenance,0
02: Shared Ride 2,11: TNC to Transit,5: Individual Maintenance,0
03: Shared Ride 3+,11: TNC to Transit,5: Individual Maintenance,0
04: Walk,11: TNC to Transit,5: Individual Maintenance,0
05: Bike,11: TNC to Transit,5: Individual Maintenance,0
08: Walk to Transit,11: TNC to Transit,5: Individual Maintenance,20.68508361
09: PNR to Transit,11: TNC to Transit,5: Individual Maintenance,0
10: KNR to Transit,11: TNC to Transit,5: Individual Maintenance,0
11: TNC to Transit,11: TNC to Transit,5: Individual Maintenance,96.09166433
12: Taxi,11: TNC to Transit,5: Individual Maintenance,0
13: TNC Single,11: TNC to Transit,5: Individual Maintenance,20.68508361
14: TNC Shared,11: TNC to Transit,5: Individual Maintenance,0
15: School Bus,11: TNC to Transit,5: Individual Maintenance,0
07: E-Scooter,11: TNC to Transit,5: Individual Maintenance,0
06: E-Bike,11: TNC to Transit,5: Individual Maintenance,0
01: SOV,12: Taxi,5: Individual Maintenance,0
02: Shared Ride 2,12: Taxi,5: Individual Maintenance,0
03: Shared Ride 3+,12: Taxi,5: Individual Maintenance,0
04: Walk,12: Taxi,5: Individual Maintenance,4738.432483
05: Bike,12: Taxi,5: Individual Maintenance,0
08: Walk to Transit,12: Taxi,5: Individual Maintenance,0
09: PNR to Transit,12: Taxi,5: Individual Maintenance,0
10: KNR to Transit,12: Taxi,5: Individual Maintenance,0
11: TNC to Transit,12: Taxi,5: Individual Maintenance,0
12: Taxi,12: Taxi,5: Individual Maintenance,7051.424477
13: TNC Single,12: Taxi,5: Individual Maintenance,0
14: TNC Shared,12: Taxi,5: Individual Maintenance,0
15: School Bus,12: Taxi,5: Individual Maintenance,0
07: E-Scooter,12: Taxi,5: Individual Maintenance,0
06: E-Bike,12: Taxi,5: Individual Maintenance,0
01: SOV,13: TNC Single,5: Individual Maintenance,1001.192648
02: Shared Ride 2,13: TNC Single,5: Individual Maintenance,0
03: Shared Ride 3+,13: TNC Single,5: Individual Maintenance,0
04: Walk,13: TNC Single,5: Individual Maintenance,333.9602319
05: Bike,13: TNC Single,5: Individual Maintenance,0
08: Walk to Transit,13: TNC Single,5: Individual Maintenance,0
09: PNR to Transit,13: TNC Single,5: Individual Maintenance,0
10: KNR to Transit,13: TNC Single,5: Individual Maintenance,0
11: TNC to Transit,13: TNC Single,5: Individual Maintenance,0
12: Taxi,13: TNC Single,5: Individual Maintenance,0
13: TNC Single,13: TNC Single,5: Individual Maintenance,10405.6861
14: TNC Shared,13: TNC Single,5: Individual Maintenance,0
15: School Bus,13: TNC Single,5: Individual Maintenance,0
07: E-Scooter,13: TNC Single,5: Individual Maintenance,0
06: E-Bike,13: TNC Single,5: Individual Maintenance,0
01: SOV,14: TNC Shared,5: Individual Maintenance,0
02: Shared Ride 2,14: TNC Shared,5: Individual Maintenance,0
03: Shared Ride 3+,14: TNC Shared,5: Individual Maintenance,0
04: Walk,14: TNC Shared,5: Individual Maintenance,0
05: Bike,14: TNC Shared,5: Individual Maintenance,0
08: Walk to Transit,14: TNC Shared,5: Individual Maintenance,0
09: PNR to Transit,14: TNC Shared,5: Individual Maintenance,0
10: KNR to Transit,14: TNC Shared,5: Individual Maintenance,0
11: TNC to Transit,14: TNC Shared,5: Individual Maintenance,0
12: Taxi,14: TNC Shared,5: Individual Maintenance,0
13: TNC Single,14: TNC Shared,5: Individual Maintenance,0
14: TNC Shared,14: TNC Shared,5: Individual Maintenance,0
15: School Bus,14: TNC Shared,5: Individual Maintenance,0
07: E-Scooter,14: TNC Shared,5: Individual Maintenance,0
06: E-Bike,14: TNC Shared,5: Individual Maintenance,0
01: SOV,15: School Bus,5: Individual Maintenance,0
02: Shared Ride 2,15: School Bus,5: Individual Maintenance,0
03: Shared Ride 3+,15: School Bus,5: Individual Maintenance,0
04: Walk,15: School Bus,5: Individual Maintenance,0
05: Bike,15: School Bus,5: Individual Maintenance,0
08: Walk to Transit,15: School Bus,5: Individual Maintenance,0
09: PNR to Transit,15: School Bus,5: Individual Maintenance,0
10: KNR to Transit,15: School Bus,5: Individual Maintenance,0
11: TNC to Transit,15: School Bus,5: Individual Maintenance,0
12: Taxi,15: School Bus,5: Individual Maintenance,0
13: TNC Single,15: School Bus,5: Individual Maintenance,0
14: TNC Shared,15: School Bus,5: Individual Maintenance,0
15: School Bus,15: School Bus,5: Individual Maintenance,0
07: E-Scooter,15: School Bus,5: Individual Maintenance,0
06: E-Bike,15: School Bus,5: Individual Maintenance,0
01: SOV,07: E-Scooter,5: Individual Maintenance,0
02: Shared Ride 2,07: E-Scooter,5: Individual Maintenance,0
03: Shared Ride 3+,07: E-Scooter,5: Individual Maintenance,0
04: Walk,07: E-Scooter,5: Individual Maintenance,72.00611272
05: Bike,07: E-Scooter,5: Individual Maintenance,0
08: Walk to Transit,07: E-Scooter,5: Individual Maintenance,0
09: PNR to Transit,07: E-Scooter,5: Individual Maintenance,0
10: KNR to Transit,07: E-Scooter,5: Individual Maintenance,0
11: TNC to Transit,07: E-Scooter,5: Individual Maintenance,0
12: Taxi,07: E-Scooter,5: Individual Maintenance,0
13: TNC Single,07: E-Scooter,5: Individual Maintenance,0
14: TNC Shared,07: E-Scooter,5: Individual Maintenance,0
15: School Bus,07: E-Scooter,5: Individual Maintenance,0
07: E-Scooter,07: E-Scooter,5: Individual Maintenance,418.6906153
06: E-Bike,07: E-Scooter,5: Individual Maintenance,0
01: SOV,06: E-Bike,5: Individual Maintenance,0
02: Shared Ride 2,06: E-Bike,5: Individual Maintenance,0
03: Shared Ride 3+,06: E-Bike,5: Individual Maintenance,0
04: Walk,06: E-Bike,5: Individual Maintenance,0
05: Bike,06: E-Bike,5: Individual Maintenance,21.60166811
08: Walk to Transit,06: E-Bike,5: Individual Maintenance,0
09: PNR to Transit,06: E-Bike,5: Individual Maintenance,0
10: KNR to Transit,06: E-Bike,5: Individual Maintenance,0
11: TNC to Transit,06: E-Bike,5: Individual Maintenance,0
12: Taxi,06: E-Bike,5: Individual Maintenance,0
13: TNC Single,06: E-Bike,5: Individual Maintenance,0
14: TNC Shared,06: E-Bike,5: Individual Maintenance,0
15: School Bus,06: E-Bike,5: Individual Maintenance,0
07: E-Scooter,06: E-Bike,5: Individual Maintenance,0
06: E-Bike,06: E-Bike,5: Individual Maintenance,4763.739727
01: SOV,01: SOV,6: Individual Discretionary,778317.8532
02: Shared Ride 2,01: SOV,6: Individual Discretionary,404.5768247
03: Shared Ride 3+,01: SOV,6: Individual Discretionary,0
04: Walk,01: SOV,6: Individual Discretionary,25358.09569
05: Bike,01: SOV,6: Individual Discretionary,20438.75132
08: Walk to Transit,01: SOV,6: Individual Discretionary,0
09: PNR to Transit,01: SOV,6: Individual Discretionary,0
10: KNR to Transit,01: SOV,6: Individual Discretionary,0
11: TNC to Transit,01: SOV,6: Individual Discretionary,0
12: Taxi,01: SOV,6: Individual Discretionary,0
13: TNC Single,01: SOV,6: Individual Discretionary,114.7486598
14: TNC Shared,01: SOV,6: Individual Discretionary,0
15: School Bus,01: SOV,6: Individual Discretionary,0
07: E-Scooter,01: SOV,6: Individual Discretionary,0
06: E-Bike,01: SOV,6: Individual Discretionary,108.2214654
01: SOV,02: Shared Ride 2,6: Individual Discretionary,107143.9294
02: Shared Ride 2,02: Shared Ride 2,6: Individual Discretionary,384908.1835
03: Shared Ride 3+,02: Shared Ride 2,6: Individual Discretionary,0
04: Walk,02: Shared Ride 2,6: Individual Discretionary,20734.58162
05: Bike,02: Shared Ride 2,6: Individual Discretionary,393.7033766
08: Walk to Transit,02: Shared Ride 2,6: Individual Discretionary,0
09: PNR to Transit,02: Shared Ride 2,6: Individual Discretionary,0
10: KNR to Transit,02: Shared Ride 2,6: Individual Discretionary,0
11: TNC to Transit,02: Shared Ride 2,6: Individual Discretionary,0
12: Taxi,02: Shared Ride 2,6: Individual Discretionary,0
13: TNC Single,02: Shared Ride 2,6: Individual Discretionary,211.9481734
14: TNC Shared,02: Shared Ride 2,6: Individual Discretionary,0
15: School Bus,02: Shared Ride 2,6: Individual Discretionary,0
07: E-Scooter,02: Shared Ride 2,6: Individual Discretionary,10.52069677
06: E-Bike,02: Shared Ride 2,6: Individual Discretionary,0
01: SOV,03: Shared Ride 3+,6: Individual Discretionary,57529.86616
02: Shared Ride 2,03: Shared Ride 3+,6: Individual Discretionary,31961.21682
03: Shared Ride 3+,03: Shared Ride 3+,6: Individual Discretionary,384228.5232
04: Walk,03: Shared Ride 3+,6: Individual Discretionary,100670.3315
05: Bike,03: Shared Ride 3+,6: Individual Discretionary,6131.463346
08: Walk to Transit,03: Shared Ride 3+,6: Individual Discretionary,0
09: PNR to Transit,03: Shared Ride 3+,6: Individual Discretionary,0
10: KNR to Transit,03: Shared Ride 3+,6: Individual Discretionary,0
11: TNC to Transit,03: Shared Ride 3+,6: Individual Discretionary,0
12: Taxi,03: Shared Ride 3+,6: Individual Discretionary,0
13: TNC Single,03: Shared Ride 3+,6: Individual Discretionary,212.2201874
14: TNC Shared,03: Shared Ride 3+,6: Individual Discretionary,0
15: School Bus,03: Shared Ride 3+,6: Individual Discretionary,0
07: E-Scooter,03: Shared Ride 3+,6: Individual Discretionary,0
06: E-Bike,03: Shared Ride 3+,6: Individual Discretionary,0
01: SOV,04: Walk,6: Individual Discretionary,379.1996045
02: Shared Ride 2,04: Walk,6: Individual Discretionary,0
03: Shared Ride 3+,04: Walk,6: Individual Discretionary,0
04: Walk,04: Walk,6: Individual Discretionary,444822.0677
05: Bike,04: Walk,6: Individual Discretionary,0
08: Walk to Transit,04: Walk,6: Individual Discretionary,0
09: PNR to Transit,04: Walk,6: Individual Discretionary,0
10: KNR to Transit,04: Walk,6: Individual Discretionary,0
11: TNC to Transit,04: Walk,6: Individual Discretionary,0
12: Taxi,04: Walk,6: Individual Discretionary,0
13: TNC Single,04: Walk,6: Individual Discretionary,0
14: TNC Shared,04: Walk,6: Individual Discretionary,0
15: School Bus,04: Walk,6: Individual Discretionary,0
07: E-Scooter,04: Walk,6: Individual Discretionary,0
06: E-Bike,04: Walk,6: Individual Discretionary,0
01: SOV,05: Bike,6: Individual Discretionary,0
02: Shared Ride 2,05: Bike,6: Individual Discretionary,45.5669122
03: Shared Ride 3+,05: Bike,6: Individual Discretionary,0
04: Walk,05: Bike,6: Individual Discretionary,1908.63419
05: Bike,05: Bike,6: Individual Discretionary,24289.50565
08: Walk to Transit,05: Bike,6: Individual Discretionary,0
09: PNR to Transit,05: Bike,6: Individual Discretionary,0
10: KNR to Transit,05: Bike,6: Individual Discretionary,0
11: TNC to Transit,05: Bike,6: Individual Discretionary,0
12: Taxi,05: Bike,6: Individual Discretionary,0
13: TNC Single,05: Bike,6: Individual Discretionary,0
14: TNC Shared,05: Bike,6: Individual Discretionary,0
15: School Bus,05: Bike,6: Individual Discretionary,0
07: E-Scooter,05: Bike,6: Individual Discretionary,0
06: E-Bike,05: Bike,6: Individual Discretionary,0
01: SOV,08: Walk to Transit,6: Individual Discretionary,1590.641085
02: Shared Ride 2,08: Walk to Transit,6: Individual Discretionary,100.9608768
03: Shared Ride 3+,08: Walk to Transit,6: Individual Discretionary,1675.236017
04: Walk,08: Walk to Transit,6: Individual Discretionary,5549.494954
05: Bike,08: Walk to Transit,6: Individual Discretionary,0
08: Walk to Transit,08: Walk to Transit,6: Individual Discretionary,24944.66467
09: PNR to Transit,08: Walk to Transit,6: Individual Discretionary,0
10: KNR to Transit,08: Walk to Transit,6: Individual Discretionary,0
11: TNC to Transit,08: Walk to Transit,6: Individual Discretionary,0
12: Taxi,08: Walk to Transit,6: Individual Discretionary,0
13: TNC Single,08: Walk to Transit,6: Individual Discretionary,1873.366605
14: TNC Shared,08: Walk to Transit,6: Individual Discretionary,0
15: School Bus,08: Walk to Transit,6: Individual Discretionary,0
07: E-Scooter,08: Walk to Transit,6: Individual Discretionary,12.51520878
06: E-Bike,08: Walk to Transit,6: Individual Discretionary,0
01: SOV,09: PNR to Transit,6: Individual Discretionary,27.72202079
02: Shared Ride 2,09: PNR to Transit,6: Individual Discretionary,150.3183141
03: Shared Ride 3+,09: PNR to Transit,6: Individual Discretionary,0
04: Walk,09: PNR to Transit,6: Individual Discretionary,0
05: Bike,09: PNR to Transit,6: Individual Discretionary,0
08: Walk to Transit,09: PNR to Transit,6: Individual Discretionary,0
09: PNR to Transit,09: PNR to Transit,6: Individual Discretionary,195.1659505
10: KNR to Transit,09: PNR to Transit,6: Individual Discretionary,0
11: TNC to Transit,09: PNR to Transit,6: Individual Discretionary,0
12: Taxi,09: PNR to Transit,6: Individual Discretionary,0
13: TNC Single,09: PNR to Transit,6: Individual Discretionary,0
14: TNC Shared,09: PNR to Transit,6: Individual Discretionary,0
15: School Bus,09: PNR to Transit,6: Individual Discretionary,0
07: E-Scooter,09: PNR to Transit,6: Individual Discretionary,0
06: E-Bike,09: PNR to Transit,6: Individual Discretionary,0
01: SOV,10: KNR to Transit,6: Individual Discretionary,48.44429253
02: Shared Ride 2,10: KNR to Transit,6: Individual Discretionary,37.12215396
03: Shared Ride 3+,10: KNR to Transit,6: Individual Discretionary,0
04: Walk,10: KNR to Transit,6: Individual Discretionary,119.3448281
05: Bike,10: KNR to Transit,6: Individual Discretionary,771.1236171
08: Walk to Transit,10: KNR to Transit,6: Individual Discretionary,21.54405305
09: PNR to Transit,10: KNR to Transit,6: Individual Discretionary,0
10: KNR to Transit,10: KNR to Transit,6: Individual Discretionary,700.3628923
11: TNC to Transit,10: KNR to Transit,6: Individual Discretionary,0
12: Taxi,10: KNR to Transit,6: Individual Discretionary,0
13: TNC Single,10: KNR to Transit,6: Individual Discretionary,0
14: TNC Shared,10: KNR to Transit,6: Individual Discretionary,0
15: School Bus,10: KNR to Transit,6: Individual Discretionary,0
07: E-Scooter,10: KNR to Transit,6: Individual Discretionary,0
06: E-Bike,10: KNR to Transit,6: Individual Discretionary,106.3508034
01: SOV,11: TNC to Transit,6: Individual Discretionary,0
02: Shared Ride 2,11: TNC to Transit,6: Individual Discretionary,0
03: Shared Ride 3+,11: TNC to Transit,6: Individual Discretionary,0
04: Walk,11: TNC to Transit,6: Individual Discretionary,0
05: Bike,11: TNC to Transit,6: Individual Discretionary,0
08: Walk to Transit,11: TNC to Transit,6: Individual Discretionary,0
09: PNR to Transit,11: TNC to Transit,6: Individual Discretionary,0
10: KNR to Transit,11: TNC to Transit,6: Individual Discretionary,0
11: TNC to Transit,11: TNC to Transit,6: Individual Discretionary,0
12: Taxi,11: TNC to Transit,6: Individual Discretionary,0
13: TNC Single,11: TNC to Transit,6: Individual Discretionary,0
14: TNC Shared,11: TNC to Transit,6: Individual Discretionary,0
15: School Bus,11: TNC to Transit,6: Individual Discretionary,0
07: E-Scooter,11: TNC to Transit,6: Individual Discretionary,0
06: E-Bike,11: TNC to Transit,6: Individual Discretionary,0
01: SOV,12: Taxi,6: Individual Discretionary,0
02: Shared Ride 2,12: Taxi,6: Individual Discretionary,0
03: Shared Ride 3+,12: Taxi,6: Individual Discretionary,0
04: Walk,12: Taxi,6: Individual Discretionary,0
05: Bike,12: Taxi,6: Individual Discretionary,0
08: Walk to Transit,12: Taxi,6: Individual Discretionary,0
09: PNR to Transit,12: Taxi,6: Individual Discretionary,0
10: KNR to Transit,12: Taxi,6: Individual Discretionary,0
11: TNC to Transit,12: Taxi,6: Individual Discretionary,0
12: Taxi,12: Taxi,6: Individual Discretionary,0
13: TNC Single,12: Taxi,6: Individual Discretionary,0
14: TNC Shared,12: Taxi,6: Individual Discretionary,0
15: School Bus,12: Taxi,6: Individual Discretionary,0
