period,purpose,freq_dep,freq_arr,skim_period
8.25,2: University,1939.199855,0,2: AM
8.25,1: Work,93612.2533,1105.495638,2: AM
8.75,9: Work-based,14924.41612,0,2: AM
8.75,4: Escort,43208.78894,46245.14977,2: AM
8.75,6: Individual Discretionary,7747.140734,34754.09369,2: AM
8.75,5: Individual Maintenance,39906.13502,4108.200324,2: AM
8.75,8: Joint Discretionary,406.7541237,373.5001534,2: AM
8.75,7: Joint Maintenance,1928.002004,20.83999969,2: AM
8.75,3: School,30832.85518,5852.759934,2: AM
8.75,2: University,5755.858794,0,2: AM
8.75,1: Work,33766.09709,5207.923049,2: AM
9.25,9: Work-based,260.640291,8873.957735,2: AM
9.25,4: Escort,9191.856099,34384.45546,2: AM
9.25,6: Individual Discretionary,16884.16961,25106.37678,2: AM
9.25,5: Individual Maintenance,57024.91525,13889.1154,2: AM
9.25,8: Joint Discretionary,4586.430373,302.7444976,2: AM
9.25,7: Joint Maintenance,3006.978823,171.3789255,2: AM
9.25,3: School,16846.76946,3103.470899,2: AM
9.25,2: University,3725.904028,1701.267341,2: AM
9.25,1: Work,34429.65975,207.2395409,2: AM
9.75,9: Work-based,7866.789139,6070.162313,2: AM
9.75,4: Escort,4789.082514,5569.657352,2: AM
9.75,6: Individual Discretionary,32977.99292,16394.25284,2: AM
9.75,5: Individual Maintenance,27507.02628,19902.48687,2: AM
9.75,8: Joint Discretionary,1068.436129,193.9186233,2: AM
9.75,7: Joint Maintenance,5547.856565,1201.180331,2: AM
9.75,3: School,4002.912496,0,2: AM
9.75,2: University,1156.997561,566.9616008,2: AM
9.75,1: Work,20785.86152,929.1298352,2: AM
10.25,9: Work-based,5560.956293,2861.590365,3: MD
10.25,4: Escort,2145.112465,13144.39595,3: MD
10.25,6: Individual Discretionary,26468.98278,23864.05673,3: MD
10.25,5: Individual Maintenance,37363.20562,23942.82821,3: MD
10.25,8: Joint Discretionary,9620.423384,3670.991968,3: MD
10.25,7: Joint Maintenance,6977.712885,1416.139989,3: MD
10.25,3: School,48.95232028,0,3: MD
10.25,2: University,590.3255936,10.73205571,3: MD
10.25,1: Work,9343.381845,1608.434681,3: MD
10.75,9: Work-based,5887.928968,889.1704252,3: MD
10.75,4: Escort,7379.435905,16799.90501,3: MD
10.75,6: Individual Discretionary,23843.77505,9987.740751,3: MD
10.75,5: Individual Maintenance,50581.04081,32592.44112,3: MD
10.75,8: Joint Discretionary,512.2061968,639.1461173,3: MD
10.75,7: Joint Maintenance,9950.301071,748.0712668,3: MD
10.75,3: School,0,146.143662,3: MD
10.75,2: University,1356.805962,0,3: MD
10.75,1: Work,5536.835135,164.8764919,3: MD
11.25,9: Work-based,7383.976981,7586.553817,3: MD
11.25,4: Escort,27543.5457,5004.871647,3: MD
11.25,6: Individual Discretionary,37482.9281,25893.00072,3: MD
11.25,5: Individual Maintenance,61105.12759,31652.14103,3: MD
11.25,8: Joint Discretionary,7353.148857,472.2328486,3: MD
11.25,7: Joint Maintenance,6458.017558,9813.020668,3: MD
11.25,3: School,75.43537159,3792.92713,3: MD
11.25,2: University,28.48074426,127.4703066,3: MD
11.25,1: Work,9957.680131,713.9862864,3: MD
11.75,9: Work-based,9043.173403,4534.73768,3: MD
11.75,4: Escort,15792.13005,10044.52985,3: MD
11.75,6: Individual Discretionary,8418.468724,22219.87242,3: MD
11.75,5: Individual Maintenance,13155.36466,44110.59993,3: MD
11.75,8: Joint Discretionary,3008.986332,502.5020459,3: MD
11.75,7: Joint Maintenance,1453.227706,4925.637569,3: MD
11.75,3: School,109.0916448,239.8271736,3: MD
11.75,2: University,0,63.32049893,3: MD
11.75,1: Work,6479.999955,3886.44516,3: MD
12.25,9: Work-based,24770.2957,4988.062416,3: MD
12.25,4: Escort,10905.99218,13770.95,3: MD
12.25,6: Individual Discretionary,18886.57808,16412.25649,3: MD
12.25,5: Individual Maintenance,50078.67673,29113.89942,3: MD
12.25,8: Joint Discretionary,3809.690519,830.7374913,3: MD
12.25,7: Joint Maintenance,6496.411759,13349.22191,3: MD
12.25,3: School,0,754.9304654,3: MD
12.25,2: University,7549.03393,292.6718029,3: MD
12.25,1: Work,5621.592529,21918.84498,3: MD
12.75,9: Work-based,11464.54562,19234.52832,3: MD
12.75,4: Escort,4294.679659,7828.83078,3: MD
12.75,6: Individual Discretionary,7871.047672,21021.97148,3: MD
12.75,5: Individual Maintenance,22276.3238,16270.0267,3: MD
12.75,8: Joint Discretionary,6085.380363,1843.718332,3: MD
12.75,7: Joint Maintenance,3991.069454,6791.383711,3: MD
12.75,3: School,0,9050.248599,3: MD
12.75,2: University,1405.505997,182.05072,3: MD
12.75,1: Work,4008.003063,10921.26674,3: MD
13.25,9: Work-based,922.3024731,17778.0263,3: MD
13.25,4: Escort,11528.63938,11707.16685,3: MD
13.25,6: Individual Discretionary,24714.47205,16801.80568,3: MD
13.25,5: Individual Maintenance,17880.80367,30418.48719,3: MD
13.25,8: Joint Discretionary,2226.825529,14096.44288,3: MD
13.25,7: Joint Maintenance,1816.973406,3822.209949,3: MD
13.25,3: School,335.2270005,15660.82324,3: MD
13.25,2: University,7929.125997,1838.658605,3: MD
13.25,1: Work,12986.90307,6101.917763,3: MD
13.75,9: Work-based,3066.838192,6530.9946,3: MD
13.75,4: Escort,28447.71451,21657.20522,3: MD
13.75,6: Individual Discretionary,16805.26438,20467.95232,3: MD
13.75,5: Individual Maintenance,25259.8228,17679.93307,3: MD
13.75,8: Joint Discretionary,372.3796472,4900.368435,3: MD
13.75,7: Joint Maintenance,925.0268359,7299.645282,3: MD
13.75,3: School,0,23340.54879,3: MD
13.75,2: University,78.781953,0,3: MD
13.75,1: Work,7332.612815,8468.403815,3: MD
14.25,9: Work-based,4762.449112,4032.364294,3: MD
14.25,4: Escort,30478.33133,30499.86453,3: MD
14.25,6: Individual Discretionary,14393.20114,28195.48136,3: MD
14.25,5: Individual Maintenance,38844.01702,54302.65563,3: MD
14.25,8: Joint Discretionary,11071.03509,820.0873141,3: MD
14.25,7: Joint Maintenance,6159.040964,3875.941507,3: MD
14.25,3: School,195.7764481,37871.19923,3: MD
14.25,2: University,264.2556106,1160.303164,3: MD
14.25,1: Work,18017.50316,5601.315026,3: MD
14.75,9: Work-based,1998.897258,5842.000487,3: MD
14.75,4: Escort,24432.81127,24770.37308,3: MD
14.75,6: Individual Discretionary,29627.16698,14980.79683,3: MD
14.75,5: Individual Maintenance,32068.7652,32613.73531,3: MD
14.75,8: Joint Discretionary,1360.784649,609.3278898,3: MD
14.75,7: Joint Maintenance,2422.884478,1798.614354,3: MD
14.75,3: School,12341.00569,40052.2906,3: MD
14.75,2: University,3211.311234,3886.263687,3: MD
14.75,1: Work,7024.832614,19746.97805,3: MD
15.25,9: Work-based,449.7583075,2070.101264,3: MD
15.25,4: Escort,62340.70912,51006.83904,3: MD
15.25,6: Individual Discretionary,38779.44946,20035.4581,3: MD
15.25,5: Individual Maintenance,20255.27186,53132.84002,3: MD
15.25,8: Joint Discretionary,2609.831575,8189.156962,3: MD
15.25,7: Joint Maintenance,1848.787517,1369.052383,3: MD
15.25,3: School,58.501738,34789.44668,3: MD
15.25,2: University,2548.91619,8246.414022,3: MD
15.25,1: Work,10007.86301,23987.66604,3: MD
15.75,9: Work-based,219.9317741,450.6824091,4: PM
15.75,4: Escort,27429.38465,49321.52948,4: PM
15.75,6: Individual Discretionary,51884.93854,48506.56198,4: PM
15.75,5: Individual Maintenance,22846.60058,53892.93767,4: PM
15.75,8: Joint Discretionary,676.4919456,398.0334522,4: PM
15.75,7: Joint Maintenance,364.6309279,2656.33576,4: PM
15.75,3: School,1382.380927,45226.44296,4: PM
15.75,2: University,185.2717348,458.5328131,4: PM
15.75,1: Work,772.0205246,44289.01561,4: PM
16.25,9: Work-based,205.089928,5350.266621,4: PM
16.25,4: Escort,9016.152114,27736.39296,4: PM
16.25,6: Individual Discretionary,30457.64316,11839.7656,4: PM
16.25,5: Individual Maintenance,19687.46547,49936.33248,4: PM
16.25,8: Joint Discretionary,16721.56981,14040.08672,4: PM
16.25,7: Joint Maintenance,987.3972649,4388.958359,4: PM
16.25,3: School,1502.19211,42259.74478,4: PM
16.25,2: University,180.3823395,3940.314807,4: PM
16.25,1: Work,11828.00033,56445.62273,4: PM
16.75,9: Work-based,1165.036153,0,4: PM
16.75,4: Escort,19076.96993,19926.70069,4: PM
16.75,6: Individual Discretionary,28504.64991,37966.8958,4: PM
16.75,5: Individual Maintenance,23304.95361,39251.78488,4: PM
16.75,8: Joint Discretionary,17431.34707,1953.132287,4: PM
16.75,7: Joint Maintenance,381.5455766,1398.335887,4: PM
16.75,3: School,95.53725036,14997.01657,4: PM
16.75,2: University,53.9583505,4915.539392,4: PM
16.75,1: Work,2252.192567,72940.59235,4: PM
17.25,9: Work-based,132.4444197,838.6880292,4: PM
17.25,4: Escort,14588.81785,21394.06585,4: PM
17.25,6: Individual Discretionary,22718.05163,63289.7664,4: PM
17.25,5: Individual Maintenance,17649.03986,37876.08483,4: PM
17.25,8: Joint Discretionary,10034.12521,16153.1388,4: PM
17.25,7: Joint Maintenance,2234.747385,668.0763865,4: PM
17.25,3: School,564.9239859,1602.037741,4: PM
17.25,2: University,44.3774088,4706.775113,4: PM
17.25,1: Work,5191.501055,80685.04713,4: PM
17.75,9: Work-based,2647.230909,2799.739854,4: PM
17.75,4: Escort,9507.458675,22223.4879,4: PM
17.75,6: Individual Discretionary,38773.10458,25807.27389,4: PM
17.75,5: Individual Maintenance,21409.31986,21723.41177,4: PM
17.75,8: Joint Discretionary,11900.96407,9693.08388,4: PM
17.75,7: Joint Maintenance,6047.040506,906.0991806,4: PM
17.75,3: School,6966.489515,2912.809786,4: PM
17.75,2: University,75.43885341,2689.335869,4: PM
17.75,1: Work,57.15763625,83366.31252,4: PM
18.25,9: Work-based,1439.466295,1143.706999,4: PM
18.25,4: Escort,3937.482827,6829.234465,4: PM
18.25,6: Individual Discretionary,53172.63586,75569.42941,4: PM
18.25,5: Individual Maintenance,14930.80181,50255.93356,4: PM
18.25,8: Joint Discretionary,11504.46046,9411.647544,4: PM
18.25,7: Joint Maintenance,1274.262108,1452.649668,4: PM
18.25,3: School,0,9324.0315,4: PM
18.25,2: University,0,425.1245436,4: PM
18.25,1: Work,657.0073122,43762.80126,4: PM
18.75,9: Work-based,69.63998545,151.2415275,4: PM
18.75,4: Escort,9128.919748,15552.97232,4: PM
18.75,6: Individual Discretionary,38829.44334,22444.96887,4: PM
18.75,5: Individual Maintenance,16852.17503,18441.65085,4: PM
18.75,8: Joint Discretionary,15444.15088,14227.66528,4: PM
18.75,7: Joint Maintenance,4273.271203,7422.948436,4: PM
18.75,3: School,35.45833931,7135.446344,4: PM
18.75,2: University,586.5686377,763.0670316,4: PM
18.75,1: Work,412.7808703,64348.75089,4: PM
19.25,9: Work-based,0,2972.913102,5: EV
19.25,4: Escort,385.9189929,24157.60376,5: EV
19.25,6: Individual Discretionary,28465.37785,30005.71307,5: EV
19.25,5: Individual Maintenance,2432.678195,33424.76909,5: EV
19.25,8: Joint Discretionary,20928.57187,21958.34688,5: EV
19.25,7: Joint Maintenance,13418.44977,2170.00653,5: EV
19.25,3: School,0,3976.423242,5: EV
19.25,2: University,523.4226554,395.4137759,5: EV
19.25,1: Work,95.50130442,27962.59043,5: EV
19.75,9: Work-based,0,0,5: EV
19.75,4: Escort,1585.571858,10678.77764,5: EV
19.75,6: Individual Discretionary,16612.61742,36318.57638,5: EV
19.75,5: Individual Maintenance,5869.535285,14056.86782,5: EV
19.75,8: Joint Discretionary,4148.135544,12029.0205,5: EV
19.75,7: Joint Maintenance,821.698733,6053.633809,5: EV
19.75,3: School,0,3623.848736,5: EV
19.75,2: University,10.73205571,3474.425633,5: EV
19.75,1: Work,0,37158.3464,5: EV
20.25,9: Work-based,0,8.17004047,5: EV
20.25,4: Escort,12165.69306,9110.19981,5: EV
20.25,6: Individual Discretionary,10581.73435,39452.03473,5: EV
20.25,5: Individual Maintenance,12828.1024,22241.39811,5: EV
20.25,8: Joint Discretionary,502.4292643,16170.17221,5: EV
20.25,7: Joint Maintenance,11415.11694,10132.82518,5: EV
20.25,3: School,0,1650.938802,5: EV
20.25,2: University,10.73205571,13.91264224,5: EV
20.25,1: Work,62.64910616,22889.3984,5: EV
20.75,9: Work-based,0,1353.774697,5: EV
20.75,4: Escort,2593.239358,8279.326487,5: EV
20.75,6: Individual Discretionary,5714.671301,24039.82705,5: EV
20.75,5: Individual Maintenance,2829.009932,29093.0932,5: EV
20.75,8: Joint Discretionary,1507.009379,4246.610946,5: EV
20.75,7: Joint Maintenance,5502.147723,11200.20225,5: EV
20.75,3: School,0,0,5: EV
20.75,2: University,206.052928,64.69040621,5: EV
20.75,1: Work,137.4944772,11826.60923,5: EV
21.25,9: Work-based,0,69.79531351,5: EV
21.25,4: Escort,333.8306522,4195.170293,5: EV
21.25,6: Individual Discretionary,3471.711301,50020.22819,5: EV
21.25,5: Individual Maintenance,198.0867663,12440.34524,5: EV
21.25,8: Joint Discretionary,3184.128079,14188.41277,5: EV
21.25,7: Joint Maintenance,1379.941763,9800.671042,5: EV
21.25,3: School,0,5908.697993,5: EV
21.25,2: University,0,1915.864958,5: EV
21.25,1: Work,396.7073677,14168.22438,5: EV
21.75,9: Work-based,0,0,5: EV
21.75,4: Escort,197.6172584,1290.050445,5: EV
21.75,6: Individual Discretionary,1048.351047,18960.02648,5: EV
21.75,5: Individual Maintenance,395.7574213,4868.335187,5: EV
21.75,8: Joint Discretionary,763.1543002,21527.58976,5: EV
21.75,7: Joint Maintenance,0,1037.452714,5: EV
21.75,3: School,0,627.8488936,5: EV
21.75,2: University,0,788.7788132,5: EV
21.75,1: Work,1334.611551,3423.973313,5: EV
22.25,9: Work-based,0,10.36706655,5: EV
22.25,4: Escort,73.37942264,3613.447079,5: EV
22.25,6: Individual Discretionary,349.6335792,8654.000351,5: EV
22.25,5: Individual Maintenance,7367.983937,5835.809212,5: EV
22.25,8: Joint Discretionary,87.65960407,1570.338146,5: EV
22.25,7: Joint Maintenance,10.73205571,18.71410636,5: EV
22.25,3: School,0,0,5: EV
22.25,2: University,53.85136237,139.0646815,5: EV
22.25,1: Work,267.4712033,14137.65698,5: EV
22.75,9: Work-based,0,0,5: EV
22.75,4: Escort,153.8865532,57.56951471,5: EV
22.75,6: Individual Discretionary,55.37876002,14848.95546,5: EV
22.75,5: Individual Maintenance,645.3082005,855.4404672,5: EV
22.75,8: Joint Discretionary,25.2035069,976.6849386,5: EV
22.75,7: Joint Maintenance,0,586.5686377,5: EV
22.75,3: School,0,0,5: EV
22.75,2: University,0,523.4226554,5: EV
22.75,1: Work,0,10463.87884,5: EV
23.25,9: Work-based,0,0,5: EV
23.25,4: Escort,18.9586666,22.99893167,5: EV
23.25,6: Individual Discretionary,175.3397841,8021.805222,5: EV
23.25,5: Individual Maintenance,3108.312513,1259.443536,5: EV
23.25,8: Joint Discretionary,0,4395.993915,5: EV
23.25,7: Joint Maintenance,0,23.26178596,5: EV
23.25,3: School,0,0,5: EV
23.25,2: University,0,8486.639867,5: EV
23.25,1: Work,0,6427.618547,5: EV
23.75,9: Work-based,0,0,5: EV
23.75,4: Escort,222.9098573,93.58278533,5: EV
23.75,6: Individual Discretionary,366.3152576,2674.990495,5: EV
23.75,5: Individual Maintenance,0,8237.052458,5: EV
23.75,8: Joint Discretionary,0,305.1079195,5: EV
23.75,7: Joint Maintenance,0,4866.483912,5: EV
23.75,3: School,0,0,5: EV
23.75,2: University,0,0,5: EV
23.75,1: Work,0,10267.9734,5: EV
0.25,9: Work-based,0,0,5: EV
0.25,4: Escort,127.8433704,333.226212,5: EV
0.25,6: Individual Discretionary,1896.521644,983.9005296,5: EV
0.25,5: Individual Maintenance,53.5451994,2228.705758,5: EV
0.25,8: Joint Discretionary,0,0,5: EV
0.25,7: Joint Maintenance,0,0,5: EV
0.25,3: School,0,0,5: EV
0.25,2: University,0,0,5: EV
0.25,1: Work,0,36.14320292,5: EV
0.75,9: Work-based,0,0,5: EV
0.75,4: Escort,693.9718299,29.69072231,5: EV
0.75,6: Individual Discretionary,18.21900104,4743.540991,5: EV
0.75,5: Individual Maintenance,299.0995941,102.5057931,5: EV
0.75,8: Joint Discretionary,0,0,5: EV
0.75,7: Joint Maintenance,0,0,5: EV
0.75,3: School,0,0,5: EV
0.75,2: University,0,0,5: EV
0.75,1: Work,0,7994.270587,5: EV
1.25,9: Work-based,0,0,5: EV
1.25,4: Escort,0,0,5: EV
1.25,6: Individual Discretionary,20714.70345,5317.637588,5: EV
1.25,5: Individual Maintenance,114.1921185,207.3156563,5: EV
1.25,8: Joint Discretionary,0,0,5: EV
1.25,7: Joint Maintenance,0,0,5: EV
1.25,3: School,0,0,5: EV
1.25,2: University,0,0,5: EV
1.25,1: Work,0,857.2184867,5: EV
1.75,9: Work-based,0,0,5: EV
1.75,4: Escort,0,21.88313422,5: EV
1.75,6: Individual Discretionary,10.41343493,10.41343493,5: EV
1.75,5: Individual Maintenance,0,60.34651266,5: EV
1.75,8: Joint Discretionary,0,0,5: EV
1.75,7: Joint Maintenance,0,0,5: EV
1.75,3: School,0,0,5: EV
1.75,2: University,0,0,5: EV
1.75,1: Work,0,40.08779922,5: EV
2.25,9: Work-based,0,0,5: EV
2.25,4: Escort,0,0,5: EV
2.25,6: Individual Discretionary,0,88.32481093,5: EV
2.25,5: Individual Maintenance,113.9451787,157.1513887,5: EV
2.25,8: Joint Discretionary,0,0,5: EV
2.25,7: Joint Maintenance,0,0,5: EV
2.25,3: School,0,0,5: EV
2.25,2: University,0,0,5: EV
2.25,1: Work,0,0,5: EV
2.75,9: Work-based,0,0,5: EV
2.75,4: Escort,0,9.874113003,5: EV
2.75,6: Individual Discretionary,11.47423921,0,5: EV
2.75,5: Individual Maintenance,38.00705615,1813.741009,5: EV
2.75,8: Joint Discretionary,0,0,5: EV
2.75,7: Joint Maintenance,0,0,5: EV
2.75,3: School,0,0,5: EV
2.75,2: University,0,0,5: EV
2.75,1: Work,114.944213,3771.725942,5: EV
