distbin,purpose,freq
32,8: Joint Discretionary,92
32,9: Work-based,95
33,1: Work,1499
33,2: University,112
33,3: School,2110
33,4: Escort,440
33,5: Individual Maintenance,645
33,6: Individual Discretionary,316
33,7: Joint Maintenance,126
33,8: Joint Discretionary,68
33,9: Work-based,105
34,1: Work,1451
34,2: University,114
34,3: School,1958
34,4: Escort,420
34,5: Individual Maintenance,589
34,6: Individual Discretionary,278
34,7: Joint Maintenance,117
34,8: Joint Discretionary,57
34,9: Work-based,88
35,1: Work,1284
35,2: University,92
35,3: School,1844
35,4: Escort,338
35,5: Individual Maintenance,469
35,6: Individual Discretionary,270
35,7: Joint Maintenance,121
35,8: Joint Discretionary,53
35,9: Work-based,83
36,1: Work,1020
36,2: University,80
36,3: School,1632
36,4: Escort,311
36,5: Individual Maintenance,464
36,6: Individual Discretionary,217
36,7: Joint Maintenance,95
36,8: Joint Discretionary,43
36,9: Work-based,81
37,1: Work,967
37,2: University,71
37,3: School,1501
37,4: Escort,265
37,5: Individual Maintenance,409
37,6: Individual Discretionary,199
37,7: Joint Maintenance,80
37,8: Joint Discretionary,40
37,9: Work-based,67
38,1: Work,1103
38,2: University,70
38,3: School,1293
38,4: Escort,230
38,5: Individual Maintenance,370
38,6: Individual Discretionary,159
38,7: Joint Maintenance,80
38,8: Joint Discretionary,30
38,9: Work-based,80
39,1: Work,805
39,2: University,41
39,3: School,1156
39,4: Escort,212
39,5: Individual Maintenance,305
39,6: Individual Discretionary,138
39,7: Joint Maintenance,67
39,8: Joint Discretionary,29
39,9: Work-based,52
40,1: Work,654
40,2: University,50
40,3: School,1080
40,4: Escort,150
40,5: Individual Maintenance,262
40,6: Individual Discretionary,131
40,7: Joint Maintenance,61
40,8: Joint Discretionary,31
40,9: Work-based,67
41,1: Work,586
41,2: University,37
41,3: School,940
41,4: Escort,151
41,5: Individual Maintenance,226
41,6: Individual Discretionary,113
41,7: Joint Maintenance,43
41,8: Joint Discretionary,19
41,9: Work-based,60
42,1: Work,697
42,2: University,29
42,3: School,965
42,4: Escort,112
42,5: Individual Maintenance,204
42,6: Individual Discretionary,102
42,7: Joint Maintenance,42
42,8: Joint Discretionary,24
42,9: Work-based,49
43,1: Work,570
43,2: University,35
43,3: School,823
43,4: Escort,113
43,5: Individual Maintenance,163
43,6: Individual Discretionary,86
43,7: Joint Maintenance,44
43,8: Joint Discretionary,24
43,9: Work-based,49
100000,1: Work,4143
100000,2: University,245
100000,3: School,8065
100000,4: Escort,885
100000,5: Individual Maintenance,1310
100000,6: Individual Discretionary,871
100000,7: Joint Maintenance,301
100000,8: Joint Discretionary,211
100000,9: Work-based,792
