purpose,avgDist
1: Work,3.6455279681768604
2: University,3.857132328850689
3: School,8.060635145607801
4: Escort,3.8592165784868193
5: Individual Maintenance,3.804185837405176
6: Individual Discretionary,3.4441903254800463
7: Joint Maintenance,4.237165533876421
8: Joint Discretionary,3.913971119380079
9: Work-based,6.353046982665033
Total,4.251791543463455
